,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,Class
GSM152912,20.47807357,-8.50892091,3.808841435,1.229071754,2.96070247,3.832692262,0.364993165,-4.991339671,-7.422395571,0.510633842,4.646775611,-0.52448571,0.44818071,2.054915914,0.249207578,-1.06938497,-0.692456293,1.43650818,0.776284736,0.696142367,-0.248995226,0.332750787,1.894233294,1.314774536,-0.917381417,-0.727836411,-0.320565481,-0.81013155,0.047923687,-0.843776509,0.14798021,1.12971332,-0.974157023,0.628939404,1.592334863,-0.897117762,-0.055126341,-0.553228641,-0.235236233,-0.95809984,0.241967995,-0.779568462,0.463233081,-0.281347733,1.220561001,0.608449634,-0.704193441,-2.460121983,-0.678931021,0.010274594,-0.33157116,0.472852295,0.068114372,1.821884878,-0.052643999,-0.373475914,0.957960887,1.730445194,-0.697490641,-0.023537291,0.584431081,-0.733211035,-0.325187622,0.761696519,0.969725963,-0.741983634,0.756131793,0.818443351,0.028017945,0.597311482,-0.230557555,0.036566554,0.921803468,-0.019704581,-0.756076435,0.08619505,-0.10823975,-0.845423258,-1.312420768,-1.274721763,0.437584165,-0.894459567,-0.888374057,-1.133339823,-1.266887364,-0.453741282,-0.014640006,-0.505389643,-0.248444717,1.261730734,-0.589398874,-0.294428407,-0.405467513,-0.491584894,0.039438944,-0.298113016,0.21325879,-0.408178679,0.751831454,-0.442532329,0.555610836,0.427948641,0.695622955,-0.228418424,-0.60041569,0.411040656,1.196503261,0.679317009,-0.585607183,0.290188154,-0.276461269,-0.093959658,-0.759728713,0.056094772,0.004640396,0.279045226,-0.158844949,0.045565411,0.003695975,0.07203093,0.513217054,-0.670783162,-0.317369491,0.268129771,0.456247524,-0.276430477,-0.747875995,-0.232498837,0.197399237,0.126470108,0.253517264,0.49392963,-0.564593706,0.275518641,-0.244447967,0.198068942,0.039610791,-0.274069338,0.021487006,-0.007795953,0.108412527,-0.036107972,0.246865401,-0.122749225,-0.218511948,0.123659763,0.126738031,0.099531445,0.040494075,0.189079452,0.127899193,0.198898552,0.068892758,-0.190145897,0.029886364,-0.058447677,0.112679345,0.035051992,0.027262761,-0.079105453,0.043758253,0.110244112,-0.074383548,0.080122643,-2.04E-15,Tumor
GSM152913,14.21001864,-5.448469542,-0.912592096,2.127583139,0.310218775,-0.661990643,0.243376713,3.720826744,0.776448777,-1.894247504,-1.467043021,0.729360371,-0.866343656,-0.583274442,-1.869688112,-1.283119987,0.554027259,0.746867469,-3.660318819,0.684375677,-1.007072272,1.631335422,-1.113416728,0.354004986,-0.631618248,-1.795264752,1.926458141,-4.088316729,-0.662197178,-0.245511165,-1.552220554,-1.771120992,-1.138834335,0.712778866,-1.573807106,-0.647113491,-0.827729144,-0.384089602,0.308256288,0.158964966,0.400188567,2.571943282,-0.078244422,-0.828301338,-0.833541582,1.135483154,-0.093036946,-1.292108704,0.108261599,-0.009904879,-0.562487164,0.198046742,-0.165174873,2.844211911,-1.5660713,-0.22603513,0.334126277,-0.285911381,0.934090351,-0.377842512,0.194766054,-1.822659573,0.622594181,0.292748194,-0.621301691,0.534080136,0.341076168,-0.733332044,0.919701727,-0.512858561,0.129716356,-0.423092933,-0.306768841,0.398316678,-1.031234948,-0.13557442,-0.446022776,0.690850752,-1.537607598,0.55423838,0.793095548,1.158621372,0.666242289,-0.441087442,-1.000695297,0.968641287,0.390846346,0.956908513,-0.267416992,0.422751641,1.621219782,0.871284953,-0.99822602,0.382165484,-0.454658585,0.69366479,0.138621293,-0.18742388,-0.148888797,0.249376832,-0.145652145,-0.350220346,0.043904082,-0.106069721,-0.374927602,0.253493107,0.087243663,0.084029859,0.061991798,-0.451616682,-0.142908185,0.444312931,0.53626014,-0.086177184,0.250423884,0.557780988,-0.156014792,-0.098555237,0.300160702,0.310881323,0.273482059,-0.100188171,0.12890766,-0.078467906,-0.247525539,0.157838413,0.207363856,-0.003148227,-0.196049273,-0.430372254,-0.299112408,-0.224547923,0.322559318,0.574744311,-0.086223555,-0.309632378,0.085076331,0.31633135,0.338273881,-0.312092186,-0.116600705,0.21631985,0.090830836,-0.362553208,-0.124118309,-0.375785173,-0.006062718,0.06211481,0.423401436,0.109937896,-0.096017724,0.191896601,0.211450351,-0.343683679,-0.107038769,0.301154701,-0.108473822,0.062197139,-0.057357198,0.123935175,-0.115654861,-0.119233016,-0.047945022,0.041833855,1.07E-15,Tumor
GSM152914,18.87348894,-6.198730824,5.149771846,-0.993251589,1.137410832,3.265471278,-1.815287618,4.606102383,2.56564472,-0.248603689,-0.476114918,3.067977055,-0.129812316,0.297674102,0.300571407,0.21015944,-0.533977899,-0.236742556,-0.066807578,-1.214989717,0.023557699,0.292321228,-0.231643101,-0.491531118,0.925519783,0.796476445,-0.526246126,-0.677161233,0.981942108,0.265635782,1.522646452,-0.998617502,-0.125767418,0.575568326,-0.510087293,0.283398218,-0.365823082,-0.167537742,-1.091885876,0.864113013,0.600163777,0.614984165,-0.804328127,0.747953558,1.292062756,0.494574306,0.071229497,1.395188866,-0.859465814,-0.781713826,0.999381526,0.114798539,0.027172072,-0.254018823,-0.776629329,-1.086277178,0.711061745,0.277815234,-0.590980996,1.117286436,-0.414104108,0.633849619,-0.150315315,-0.975253926,0.621741269,0.02798384,0.143773979,-0.205004331,-0.491097707,-0.083648863,-0.610257335,-0.507108378,0.13395799,-0.322806568,0.110497116,0.073430159,-0.262810353,0.164702633,0.719781072,-1.32312136,-0.678684731,-0.344879475,-0.088088282,0.118207397,-0.848863197,-0.035292359,-0.138148516,0.288107548,-0.273187699,1.020544946,1.031096077,-0.123754478,0.347742626,0.873285473,1.056463632,-0.29808074,-1.088887927,0.176031448,0.025669271,0.608099568,0.095313365,-0.132854738,0.263059604,-0.518183743,0.58269832,-0.606426577,-0.497115669,0.381111606,0.154211053,-0.040012265,0.543090068,-0.486775201,-0.860095652,0.714364332,0.544015487,-0.208529211,-0.489632989,0.260876944,-0.154490831,-0.15768305,-0.205083671,-0.521342573,0.466905927,-0.48432897,0.718890604,0.786671667,-0.211440726,0.625631349,-0.338466567,-0.864525163,-0.020629013,-0.456838759,-0.548864895,-0.005150387,-0.381132358,-0.37982946,0.551688093,0.252020345,-0.626996743,0.191899406,0.211826376,-0.159860063,-0.219063777,0.121700822,0.020020524,-0.27388347,-0.647433657,0.031133797,-0.147928096,0.216951471,0.11386911,0.369464194,-0.016364263,-0.294626117,0.461744555,-0.254827396,-0.268823271,0.14617093,-0.34847643,-0.373687784,-0.077431551,0.047435512,-0.001791635,-0.048984039,1.21E-15,Tumor
GSM152915,18.74079889,-6.508308005,4.738789459,-0.481070277,1.2541871,4.311303295,-1.552415213,4.885180891,1.959931125,-0.910031428,-1.458464035,3.689038948,0.832922483,-0.122066861,-0.927788345,0.706148534,-0.648190554,-0.955222435,-0.71012936,-0.064711513,0.384930631,0.365621739,0.112063891,-0.324225333,-0.331135559,0.328422307,0.234940178,0.173112412,0.195332506,1.292551471,0.240969144,0.689203325,-0.334661162,0.158467866,-0.964750181,0.205279801,-0.323336922,0.999669243,-0.587351313,0.799121881,-0.081386699,0.062304011,0.557674926,-0.822896557,1.047168911,1.066046541,-0.898237156,0.725386307,-0.291771246,0.347403217,-0.605748931,0.009074264,0.038215595,-1.118660517,-0.887210246,-0.627208895,0.311316121,-0.113680478,0.207271197,0.052521959,-0.071197322,0.428183492,0.553870477,-0.049994256,0.168378159,-1.619125314,0.260457719,0.13986299,-1.379650607,-0.056444481,0.575887452,-0.275720756,0.417174952,-0.308466233,-0.666515503,1.220844113,-0.778965103,-0.724755992,-0.765904387,-0.438067691,-0.48802831,-0.076968272,0.567468788,-0.31434863,-0.331406226,0.044323149,0.304874172,-0.493384951,0.840017639,-0.251968684,0.019517495,-0.579026334,0.844282639,-0.115880052,-0.276181435,-0.377318435,-0.09362651,-1.707144466,-0.787718542,0.347201594,0.103064353,0.475850836,-0.037492173,-0.112937505,0.328651701,0.352591544,-0.103368715,0.186792955,0.378884017,0.016274227,-0.886417671,0.2412068,0.207288058,0.040113727,-0.35827527,-0.631734746,0.139954158,-0.079507957,0.157171241,0.058741885,0.442808878,0.765342804,-0.42644302,0.253249756,-0.525429868,0.157952158,0.09237625,0.177487214,-0.517884356,0.055331165,-0.165346435,-0.406318732,0.269916933,0.188291835,-0.241729615,0.291617368,0.011753622,-0.28791117,-0.567391253,-0.383622122,-0.166276204,-0.4419205,-0.362686686,-0.179894576,-0.601966833,0.560039617,0.710496607,0.08640921,-0.166621793,0.030737077,0.165549632,-0.049796612,-0.180841285,0.257128897,-0.152988923,0.019626761,-0.119782724,-0.547161232,0.195947131,0.543198177,0.367891967,-0.054047188,-0.212572872,0.247397532,6.93E-15,Tumor
GSM152916,17.92648834,-5.889054814,1.388122916,0.121919541,-0.882559963,-0.375516274,0.401104824,0.478873312,1.508617818,-1.696076315,0.641694112,-3.617125776,-0.869534173,-1.630664276,0.309905699,-1.370016458,0.562844694,0.308550248,-0.916047643,-0.31619069,0.911523858,0.350224523,0.502690559,0.035589504,0.710347987,-0.067929372,0.247838631,1.327718725,0.295094798,0.103121326,-0.726808923,-0.66563578,-0.471800669,-0.684931112,1.219762778,-1.909758408,-0.149189788,1.30300912,0.766579376,1.108208059,-0.10296363,1.438778067,0.381582019,0.297840343,-1.227863905,1.110198227,0.529935337,-0.511634359,1.325493423,0.795891835,-0.017620724,-0.905931824,-1.510542165,0.236174152,-1.144603072,1.869729369,-0.817269083,0.716086849,-1.147629778,1.305167269,1.011272348,-0.662799596,0.214329996,1.697210635,0.070893391,0.335414912,0.548496801,0.59942879,-0.274051692,-0.398252076,-0.555274196,0.906805471,-0.724432195,-0.635561195,0.731656322,-0.817673317,0.090209153,-0.584620099,0.047374572,-1.287767454,-1.776400636,0.921827647,-0.104772201,-0.875486931,-1.931389866,-1.594940978,-0.317652592,-0.721279638,-0.684943803,-0.562081915,0.458379668,-0.6465503,-0.112623102,-0.599151616,0.117369447,0.602068353,0.569804293,-0.501771174,-0.093860031,-0.696660221,-0.540135194,0.066766827,-0.703220046,-0.030280097,1.078176837,0.366600053,-0.182119946,-0.192486416,0.754610634,0.318291889,-0.350145505,0.346393671,0.066938769,-0.770867733,-0.714566158,-0.192834123,0.118919843,0.021683257,0.232422685,-0.080855185,-0.290270679,0.372599682,0.443058325,-0.5827771,-0.601820619,0.907965461,-0.232957431,0.02074279,0.513745468,0.259784616,0.083411205,-0.109068425,-0.099460924,-0.400680151,-0.312921416,-0.298875491,-0.37758313,0.383524826,-0.143492715,0.399489142,0.004536792,0.184861131,0.152881877,0.213366889,-0.024332143,-0.123181352,-0.174721648,0.165470408,-0.483330277,-0.323860913,0.16351412,-0.388471259,-0.00596133,-0.08583867,0.009977429,0.046932691,0.131105222,0.03518721,0.033531521,-0.137122049,0.011860304,0.109729807,0.085665149,0.005591632,-3.48E-15,Tumor
GSM152917,17.67716365,-5.316707007,4.479661155,-1.784077484,1.919976916,2.443419984,-0.646365662,3.93289183,2.007920409,0.179415567,-1.149977703,4.217317786,1.327555194,1.418420517,-1.762766928,1.7991637,-0.763040372,-0.177184207,-1.315509318,0.078359731,0.196590865,0.717791749,-0.349967282,-0.633965228,1.041913529,0.000972329,0.555149668,-0.479794139,-0.0690332,-0.661796342,1.344990973,-0.192795371,0.79692106,-0.565326189,0.361104979,0.318587044,0.160710126,0.736495915,0.582842726,0.625656262,-0.237003291,-0.144385689,0.576438793,0.128070801,-0.519305976,-0.218845325,0.292131417,1.292848952,-0.609634926,0.833196243,-0.163254317,0.070933142,-0.817736335,-1.182507043,0.083433115,-0.525909877,-0.536452091,1.825568344,0.681172878,-0.127765437,0.768867814,0.997152804,0.970301244,-1.491883922,-0.028101442,-0.292691733,1.262732559,0.10487642,-0.799593769,0.1660371,0.430854737,-0.356972074,0.265761944,-0.045828916,-0.165524836,-0.3105962,-0.564980697,-0.327271752,-0.493605789,0.567330408,0.474339872,-0.127238153,0.017646062,0.297968051,-0.012817483,-0.576389191,-0.896677795,-0.978901036,-0.380966177,1.034533859,0.619658763,-0.53568103,0.472334717,-0.279443574,0.207114475,-0.446418026,0.280380328,-0.436704898,-1.212902394,-0.193360905,-0.113922877,-0.797061646,-0.795939516,-0.4153998,-0.577050152,0.202659381,0.012761682,0.012697291,0.081064069,-0.250751932,-0.479001797,0.182427928,0.428640308,0.841366398,-0.018587765,0.256704306,0.062077153,-0.575794707,-0.08168869,-0.39407684,-0.173162876,0.214624338,-0.867883571,0.311749389,0.661733684,-0.428648064,0.33259635,-0.416282577,0.01413337,0.649970427,-0.195734992,0.820228286,-0.029071813,-0.094899839,0.1491653,0.243339913,-0.115884088,0.419690943,0.815904533,0.285464368,-0.240194405,0.502002602,0.667271735,0.275019185,0.660520205,-0.28290023,0.168496156,0.123504065,0.117488311,0.02711357,-0.096191619,-0.349618588,0.349998979,0.089500467,-0.057982094,-0.056668016,0.385186188,0.423136795,0.162738222,-0.264328587,-0.176484927,0.042269891,0.120292426,-0.145007314,-1.04E-15,Tumor
GSM152918,20.34491786,-5.355297172,7.085554899,-4.212295234,2.294429167,4.770873555,-1.676700873,3.510168894,2.426498702,1.296248625,-0.329911486,4.932746172,2.939638758,1.420618278,-1.15600294,2.22082169,-0.6266667,-0.29950489,0.072791903,0.653458468,1.141469783,-0.009459153,-2.471352976,0.056453664,0.524929268,-0.373610384,0.487222913,2.132176425,-0.442154842,-0.357803341,0.357639643,0.069480815,1.385843408,-1.633094116,2.185798577,-0.018339601,-0.361006646,0.525540598,0.992184351,-1.665011209,-0.113866204,-0.475668875,-0.739534967,2.307006562,-1.049370876,-2.24987858,0.067522659,-0.689291423,2.005483848,0.324456538,-0.725740385,0.731296996,-0.292501655,-1.533768665,-0.828153383,1.386207137,-0.66618026,-0.403609468,0.693168208,0.779719576,-0.929109866,-1.49533206,-0.544197264,0.290850866,-0.284712879,0.930246888,0.316641208,-0.087765227,-0.269922572,1.795339701,0.866532599,0.463076847,0.369359892,0.410883395,1.467305458,-0.365763756,-0.354499344,-0.737046614,-0.014856596,1.251234783,1.048599892,-0.710369743,-0.493897195,0.597761751,-0.565857775,0.563874821,0.146076596,-0.091523359,-0.500262647,-1.07202456,-0.767479092,1.300920967,-1.433812115,-0.673379086,-0.202775908,0.150522177,-0.32005193,0.187316724,0.790363856,-0.141392675,-0.298959744,0.043133527,0.074412312,0.976545561,-0.327964009,0.443800372,0.354654824,0.096223047,-0.337096206,0.145334147,0.025677877,-0.462707848,-0.101742531,-0.522567619,-0.51580428,0.09531594,-0.112625593,0.243842078,0.065826141,0.576957675,0.073311332,-0.125649373,0.274235185,-0.03668191,-0.21257514,-0.090872371,-0.106981778,0.208305159,-0.002413387,-0.355622871,0.127313243,-0.08424556,0.159326048,0.157107767,-0.00239283,-0.101167061,-0.255877754,-0.214806257,-0.002474324,0.032190299,0.133935712,0.002225649,-0.189076063,-0.392373583,-0.224877132,-0.050987913,-0.327547603,0.050668702,0.198894535,-0.131214247,-0.175989677,0.104842821,0.09348159,-0.162339393,0.066793349,-0.046394861,-0.110137849,-0.049472982,-0.112057718,-0.024982293,0.031068919,-0.043899198,0.016816655,0.018782559,-1.11E-16,Tumor
GSM152919,16.94532203,-3.538035743,3.204775876,-2.650746883,-0.368691585,3.146543504,-1.661806306,3.877431702,2.640877646,-0.168919981,-0.904354501,4.524935509,2.335669447,-0.286787392,-0.075860699,-0.535121736,-0.84128924,-1.164210893,0.064140945,-0.301920949,-0.107635897,-1.516384417,-0.317120694,-0.307067865,-0.231485554,-0.733775647,-0.580066008,0.637107922,0.386443115,-0.005202594,-0.893027111,-0.601717777,-0.293273806,-0.201965055,-0.947445278,1.604130479,-0.926006061,0.141887831,-0.548511357,0.757546575,-0.097268388,-0.941502805,-0.000285359,-1.549235526,-0.487842388,0.908634656,0.500085683,-1.088998314,-0.333283154,-0.387337835,0.352089611,0.085801431,0.976424274,1.61591713,1.700093758,1.46094804,0.062845428,-0.106534482,-0.903774431,-0.100476058,0.624647811,0.450860429,0.75934956,1.152286097,-0.465929821,0.396021519,-0.985202982,0.169527263,1.300478998,-0.68870882,-0.759632682,-0.764830018,-0.087537832,-0.098404169,0.687131967,0.481197185,0.920564202,0.661079969,0.68304483,0.39295751,-0.59390142,0.760463862,0.400790657,-0.457991011,-0.032204882,-0.193212914,0.220440481,0.652981875,-0.583366075,-0.556291772,-0.172508606,-0.078576825,0.022231975,0.210656654,0.524947736,-0.248650123,-0.074384632,0.861731204,0.69247423,-0.270054129,0.222870304,0.703448315,0.643658093,0.462003729,0.008583757,-0.435989557,-0.377890089,-0.534259032,-0.572024337,0.495164265,0.402406446,-0.240866247,-0.19900818,0.660458644,-0.023684819,0.165368048,0.470689782,0.847882603,-0.107481326,0.081822409,-0.107085856,-1.027695047,0.129645675,0.369922127,0.225178518,-0.021571248,-0.099595666,-0.487003347,0.515444742,-0.192094039,0.607407928,0.235097498,0.546906574,0.336894056,-0.347246176,0.648583313,0.169043862,0.175649202,-0.170053594,0.270288005,-0.296603217,0.259442129,0.728931422,0.598878754,0.109273278,-0.003664405,0.203729473,-0.090269865,-0.106172151,0.263298702,-0.078031905,-0.413533188,-0.621972813,-0.049594481,-0.455481278,0.223817432,0.023526384,0.089673635,0.268742541,0.309211639,0.112133905,0.108702283,0.009161306,0.033180426,2.32E-15,Tumor
GSM152920,15.94550085,-3.60092039,1.577450706,-0.182374196,3.49320486,2.052948804,0.385837326,-4.45055506,-6.704410369,1.181202058,3.694220083,-0.09633611,-1.416382414,0.326443514,-1.52649364,-0.623649261,-0.0975675,-1.486123256,-0.766623565,1.019942654,-0.080368135,-0.413843929,0.00056398,-0.908032518,1.028720659,0.604719269,1.177612901,3.004341084,0.434977797,-0.468421081,0.096822508,-1.14508701,0.273859171,-0.877961776,-1.395839021,-0.077105236,0.713028074,0.115916015,-0.577103133,1.081870893,0.981831488,1.349455666,1.176579043,-0.083251491,-2.150762494,-0.650051141,-1.047286242,2.330963727,0.018964943,0.359640286,0.135860378,-3.352606256,1.753132197,0.079608265,0.352977079,1.732494165,1.402359596,0.05327497,1.056130792,-0.383783909,-0.296005665,0.730565905,0.468199434,-0.954325068,-0.485596125,-0.13023498,-0.264264743,0.167052875,0.75967165,-0.455007845,-0.848713667,-0.053094512,-1.321094438,0.772531965,1.083387447,-0.100729876,0.059237606,-0.129040085,0.078912944,0.907389262,0.278803922,0.810747546,1.328989529,0.363935919,0.567744031,-0.279225106,-0.457618974,1.044840477,0.327909378,0.5159358,0.083608117,0.624118842,0.66212058,0.898574758,-0.443645571,-0.736216992,0.228970677,0.817189347,0.530788187,0.0159087,-0.777204328,-0.385316322,-0.155917791,0.653142704,0.023946163,0.474612746,-0.023560417,0.424536992,0.210403627,0.224781029,-0.094537644,-0.183532933,-0.462614295,0.297295725,-0.342571372,0.631792108,-0.163164045,-0.534031875,0.21957784,0.193536974,0.588228368,0.284863087,-0.513379892,0.031449652,-0.118527903,0.154594525,-0.607473906,0.294560488,-0.517401868,-0.139054478,0.447656809,0.00152291,-0.12853802,-0.040669796,-0.205827841,-0.220442386,0.038367959,0.131812797,-0.254573294,0.158226688,-0.212743565,-0.03434673,-0.032133408,-0.006791441,0.230476647,0.234648802,0.092307718,0.069851764,-0.240067319,-0.191663412,0.261806136,0.164252603,0.270741231,-0.220716513,0.031407477,0.001838494,0.139288172,-0.054783977,0.042531843,0.087947876,0.015176736,-0.258137374,-0.054525579,0.138723294,3.89E-15,Tumor
GSM152921,16.68049946,-4.005212913,0.807868095,0.209200511,1.385976934,0.739265131,1.201685851,-3.392201679,-4.476589299,-0.067027092,1.797741956,0.311992899,-0.445755701,-0.319962456,-1.038597775,0.035368649,0.189792203,-1.208313673,-0.880579375,1.146264775,-0.118946724,-0.520092193,0.143333511,-0.055899396,1.370016727,-0.129091899,1.284322271,0.119729342,1.501003958,-0.645499974,0.218721586,-0.616704121,0.081099835,-0.221502212,-1.222586436,1.462556712,0.327477941,0.109275208,-0.028558356,0.004823701,-1.000859345,0.431708606,0.000688994,-0.634811867,0.137710073,1.037267065,-1.37915319,2.176572968,0.411278651,-0.123593554,-0.741452096,-2.108176474,-0.321335375,-0.001345181,0.613240053,-0.134690497,0.293090578,0.468263573,0.841860673,-1.214705682,1.110608394,-0.503106703,-0.066011401,-0.460130895,-0.110458974,-0.12085876,0.031652798,-0.303614207,-0.091841036,0.451562221,0.620217693,0.013019511,-0.203840542,0.07623554,0.316430061,1.078212449,1.030320208,0.07554649,0.157857286,-1.186192951,-0.09760986,-0.336869862,0.669468851,0.183513683,0.265314046,0.06971101,0.182387761,-0.25215592,-0.665226317,0.063500076,-0.583591984,0.354067932,0.473918293,-0.419414849,-0.396714443,-0.630925966,0.653042091,-0.875187576,0.745041853,0.230149559,-0.06773068,0.73990611,-0.110677557,-0.478700585,-0.203779549,0.483931234,-0.171156417,-1.128151856,-0.427332931,-0.118956401,0.01244748,-0.480218729,1.104036151,-0.702480311,-0.218145816,-1.131365892,-0.013471362,1.044007903,0.866303046,-0.798732363,-0.403528576,-0.42186978,0.643443213,0.100226122,0.301639205,0.235047668,0.483515155,0.147312574,0.224339757,0.061568502,-0.527776383,-0.174098269,0.707729974,0.027478358,0.576759852,0.107473419,-0.176694284,-0.072445128,0.091563839,-0.140079342,0.41047962,0.190918292,0.055710335,-0.086149669,-0.301873696,-0.183706198,-0.102344781,0.130144768,0.363455056,0.377655119,-0.696197906,-0.077841875,-0.230231264,0.285557744,0.361531243,0.095975948,-0.255926593,0.005638198,-0.363628792,-0.256999026,-0.105170822,0.159619651,0.173781421,-0.069701276,2.78E-17,Tumor
GSM152922,18.13365711,-6.823403567,2.068872269,1.431299756,3.647813189,1.875721531,0.645600995,-4.166165754,-5.908421004,0.402656596,2.815042715,0.935308147,-1.315440087,-0.193396494,0.192077199,-1.314598634,-0.314745796,-0.941288793,-0.065656721,-0.006946914,1.340386452,-0.29216816,-0.211853431,0.716391737,-0.33319518,0.137240482,0.321634889,0.06961249,0.322615623,-0.29438711,1.615281563,-0.111437015,0.049124163,0.181578719,-0.102758808,0.442012172,-0.157827513,1.490597273,-0.450218294,-1.011153704,-0.864126296,0.119253275,-0.463450785,0.328470858,0.312038351,-1.377615509,0.35660838,-0.649079888,1.08267753,-1.094855877,0.241550823,0.497287574,-2.594489054,0.331818532,-0.457651792,-0.985782731,0.929606831,-0.340562791,-0.044210972,0.205789244,0.652541085,0.682920769,-0.613408161,0.443031427,1.352005304,-0.232281053,0.732168562,-0.036392682,-0.219418105,0.260421004,0.566566285,-0.186996476,0.395064727,-0.720106871,-0.655199281,1.603783544,-0.686259909,1.393469661,0.047891314,1.709473018,0.199796225,0.095938941,-0.185318893,-0.261839708,0.048981187,-1.21399629,0.826888003,-0.357538468,0.472556698,-1.212332303,0.415799787,-0.999248852,0.202186187,1.065354598,0.462188726,1.097400149,-1.185275348,1.633302719,-0.165852525,0.396913655,-0.109071142,-0.406111122,-0.564278638,-0.516203938,0.263769225,-0.991842105,-0.868006033,-0.042808434,-0.22921663,-0.13308301,0.229062345,-0.10606824,0.486355164,-0.622517446,0.20523124,0.456223038,0.011806507,-0.43981186,-0.498944075,0.092124416,-0.332768922,0.605723097,0.32686729,0.310613857,-0.475887112,0.132268051,0.297031445,-0.291237046,-0.083617267,0.093246986,0.396532362,-0.542361659,0.447641475,0.139356361,0.19437636,0.069463238,0.302791177,-0.238234264,0.33976964,-0.293601057,-0.409914324,-0.250066472,0.130532601,0.061668976,-0.127089105,-0.277792767,-0.028236157,0.322736233,-0.095566613,-0.104247825,-0.163762819,0.058320374,-0.308809972,0.079857347,-0.237895695,-0.107055206,0.111042655,-0.065488761,0.139582921,-0.184619609,0.013176343,-0.150343521,0.160243264,-0.078957057,1.07E-15,Tumor
GSM152923,17.12025643,-4.28729237,1.570003545,-2.171703203,0.05966372,-0.995119289,0.576792021,-1.168074481,1.730322829,-2.187938534,0.851517277,-3.678081864,0.247772609,0.262700437,-0.073973653,-0.277925272,0.484624428,1.756315355,-0.097119987,-0.058690781,-0.984368649,-0.782776871,0.456143003,-0.096118276,-0.841048485,0.459462294,0.063357212,1.405027626,-0.257975705,1.359221708,-0.484091548,1.412063277,1.319089497,1.00917137,1.750880113,-1.034971663,-0.368149083,0.206993614,0.193322725,0.510829147,-0.505932916,-1.767493469,0.095336968,-0.201001561,0.430797939,0.65224084,0.084649067,-0.249060535,-0.778530956,1.148898397,0.302767363,-1.013100646,-0.803698928,0.050666645,0.10645922,-0.34065561,-0.204792631,-0.21763632,1.018196431,0.674083788,0.226183128,0.498450767,0.235247523,0.341160589,-0.504754654,-0.077346739,-0.119054405,-0.232500536,1.050057764,-0.284302516,0.241096222,0.462850361,0.764486909,-0.963257628,-0.135294749,0.20315122,1.029432247,-0.753966065,0.227424881,0.644205458,0.365810091,0.417987362,-0.037949097,1.21780251,0.061516614,-0.177577331,0.266931561,-0.078615036,0.677567636,1.075079854,0.429032543,-0.854030265,-0.037089126,0.483841655,-0.481754752,-0.520560604,-0.171386681,0.523999956,-0.076390762,0.199988103,-0.32273123,-0.217183606,0.402971174,0.673902575,0.645218654,-0.439313483,0.0825722,0.876011926,-0.000321126,-0.393322595,-0.635085166,0.02481906,0.426499825,0.032406361,-0.10662627,-0.776569663,0.346163768,-0.157654063,0.426681604,0.533685075,0.407129687,-0.007917732,-0.133137249,-0.086382692,-0.17921648,-0.152779477,0.925702632,1.539022677,0.443463713,-0.726301993,-0.293256879,0.144956674,0.106168868,-0.398305582,0.429800162,-0.279277002,0.425512719,-0.272047657,0.590095512,0.374321828,-0.014006051,0.039054566,0.14103381,-0.545180061,0.259908115,-0.033529767,0.030137489,-0.705161446,0.291060465,0.265641511,-0.171779671,0.079968683,-0.571620034,-0.542719232,-0.234269872,-0.215372362,0.051167769,0.160524718,0.136165833,0.064893189,0.053468537,0.221028735,0.087636529,0.21215162,-2.13E-15,Tumor
