,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,Class
GSM153251,-4.636552657,-3.227128155,-0.277735483,3.948348279,-2.959891114,2.536167803,2.501052673,2.011709396,-3.833588907,1.18086441,-1.879349157,0.109670514,-4.59763954,0.647669129,-1.741080733,0.841628128,-0.524235475,3.073733413,1.103172296,-1.643117435,0.274818521,-2.511316749,-1.790697123,-0.455338667,0.276372498,0.837261671,0.737248163,-1.300091595,-0.006217921,1.165746692,0.998537657,3.484587829,-0.752474362,-1.692234613,0.605427645,-0.85316214,-3.441676026,0.225722008,2.094427948,2.068637338,-1.157922429,-0.508414644,0.952617126,1.954013899,-0.213735749,-1.508645911,-0.054324498,0.708517184,-2.206544753,-0.54809136,-0.056243541,-1.92325405,1.059360577,1.072277212,0.956959651,-1.763882889,0.373741736,-0.081592094,-0.940828239,0.904323844,0.374666014,-0.872939365,-1.720203438,-1.381138697,-0.037357517,-0.127031038,-0.428643613,-0.108621292,0.189645482,0.043655209,0.268450603,0.70895485,-0.32249366,-0.720633065,-0.332236714,-0.024494757,-0.046634484,-0.516893918,0.845846849,0.374293641,0.032502001,0.139964895,-0.810273763,0.595475094,-1.082791251,0.474018536,-0.541054863,0.679731537,0.341421285,-0.598941168,0.001823083,-0.018612597,-0.43144441,-0.102029103,-0.433533695,0.08562233,-0.543750062,0.157632591,-0.233450375,0.0346952,-0.096006643,1.190662956,0.041900877,0.009119762,0.181169979,0.070186805,-0.100645865,0.157488322,0.368704467,0.139414359,-0.597402314,0.112325203,0.533207382,0.11301634,-0.136900281,0.777090762,-0.309068532,0.592092885,0.435797433,-0.031212175,-0.562178785,-0.086367028,0.305650496,-0.330404107,-0.299487469,-0.430125758,0.415217532,-0.102585269,0.071717352,0.201136853,0.203592344,0.030455154,0.176935253,-0.059950982,-0.199897197,0.152434764,0.254385234,0.047262746,-0.2580335,0.113633566,-0.006525996,0.038801309,0.112627064,0.337237719,-0.232969154,0.133590209,-0.027464656,-0.023941958,0.082081971,0.250642625,0.147062005,-0.150781935,0.375415677,0.113661225,-0.061474033,0.1627367,0.194068366,0.154014373,-0.08090308,0.118773332,-0.008210012,-0.097602315,0.031956763,0.021460943,-2.80E-15,Normal
GSM153252,-9.648581127,3.842621774,1.979221929,-0.540407706,0.246364896,-0.235920642,-3.169692528,1.734908858,-1.097685334,0.603058466,-0.619707658,-0.708830357,-1.35251648,-0.565883799,1.556863367,0.269069786,-0.410756505,1.878820784,-1.620369408,0.717203465,1.19196116,0.835557552,1.556777542,0.618961789,-0.472787418,0.221872301,1.322781197,1.111004667,0.196591034,-0.034306083,0.282792994,0.763432923,0.327012983,4.443356761,0.724691124,2.095030184,1.10180504,0.023984985,-0.424921338,-0.663746981,-1.673010311,0.438660454,0.573181721,1.9721992,0.484733803,1.100903006,-0.983411552,-0.158084378,-1.606957069,0.675974941,-0.410493884,-0.047311374,0.803268091,1.173190939,-1.825663965,-0.487887891,0.835250208,-0.250039928,-0.326689945,1.587874809,0.46278555,-0.350059862,0.996532874,-1.962790818,-0.37678587,-0.118368038,0.505065304,1.587362682,-0.445453527,-0.672495787,-0.728410553,0.085219393,-0.842489481,-1.066032749,1.758851201,0.006307977,-0.676214462,0.188255122,0.47494379,0.05544246,0.854044001,-0.356883934,0.586573675,-0.502291334,0.461589229,-0.009907859,0.397258794,0.65778543,0.530827617,-0.480073022,-0.776035087,0.167531241,-0.453114286,0.430352238,0.306368199,0.143835854,-0.063912606,-0.74247809,-0.317588436,-0.474955059,0.33815839,-0.177670091,-0.379709547,0.586338432,0.471711698,0.446957891,1.042895684,-0.158181023,-0.129989208,0.428209833,0.053912405,-0.169548812,-0.349673514,-0.530468457,-0.306988515,-0.392692718,0.395914548,-0.262302047,-0.495001815,0.335744401,0.073053484,0.113213666,0.343566585,0.027368062,0.62869245,0.29440896,0.045144721,-0.336300097,0.700269032,-0.078952752,0.276124318,-0.061554194,0.41428408,0.063043085,0.429631875,-0.729709389,0.462646113,-0.026864796,-0.400571199,-0.343413112,-0.39693202,-0.158418972,0.199689181,0.022844684,0.200806229,-0.176248552,-0.183608768,-0.185363332,0.332690158,0.179279698,-0.206228922,-0.364723479,0.243374117,0.216135835,-0.063540768,0.011179853,-0.131709798,0.079674271,0.417042417,0.030988914,-0.006442675,-0.12104528,0.116026141,-0.124356568,-3.34E-15,Normal
GSM153253,-22.88053824,-7.734740517,6.707991706,3.153066069,-0.955881464,-2.024945495,-3.218670184,-0.451521889,1.871485862,1.057703658,0.973029976,-0.130931885,-2.546662994,-0.303988393,-0.780926498,0.815499421,3.268820376,1.704678222,1.879114904,1.214220741,-2.082635863,-1.878589299,-1.032806429,2.126772565,4.851937741,-0.406561568,0.947009604,1.184608487,0.022894034,-5.469188071,-0.545081874,-0.316830034,-0.805270174,1.94018582,-2.197438066,-0.598857332,0.792436524,-1.32440489,2.343504371,0.030450159,0.782875219,-1.15034211,-0.50055208,-0.905943922,-3.29864243,-0.51079523,-0.862847251,-0.145307342,-1.334746571,-0.340811173,1.432591918,1.122807001,-0.521492291,-0.378541624,-0.468359913,-1.115867797,-0.136389193,-0.34477003,0.858101693,0.737809578,-0.1710506,-0.574233184,-0.217172929,0.061383447,0.505827908,0.354854611,0.057630074,0.005795309,0.308034062,0.534921627,-0.222634756,-0.210436882,0.716585488,-0.701050347,-1.295157077,0.692821335,-0.042420242,-0.036443029,0.090926801,0.414464809,-0.541333513,0.053317664,-0.105801148,-0.395718663,0.031362373,-0.416521794,0.448179883,-0.983905092,0.356566139,-0.05157316,-0.105292889,0.452244933,-0.381702518,0.452803137,-0.460179739,-0.701754036,0.676805693,0.073180294,-0.039680593,-0.147072021,-0.347923816,-0.326631248,0.106797744,-0.214180949,0.116897805,0.179795248,-0.392015729,-0.404827061,0.302668255,-0.37469333,0.100714334,-0.598576528,-0.2289359,0.320552853,-0.053696038,-0.301307313,0.548602407,0.148774719,-0.343640723,0.438583617,0.020226127,-0.308803282,0.015522184,0.207978826,-0.038584223,0.441823408,0.109219212,-0.047932582,0.35656468,-0.064902744,-0.084163605,-0.01645605,0.040822147,0.327201922,-0.204801557,0.220503684,0.042054994,0.109825001,-0.10060816,0.172701073,0.010453684,0.197142663,-0.31620021,-0.221613219,-0.073315685,0.217763972,-0.065544166,0.157532804,-0.061431437,0.119974123,0.129476028,-0.197359248,0.106686314,0.105388741,0.090509702,-0.348380179,0.166561105,0.050385572,0.09363313,0.132065657,0.127330318,0.008701491,0.026950044,0.092456697,4.50E-15,Normal
GSM153254,-2.953459734,-0.055547864,0.386910712,4.726261563,2.775283921,-3.204233221,-6.969659664,-0.634410046,0.647862563,-0.589337321,2.22097174,0.150088427,0.978475455,3.372430795,1.999990563,-0.135641568,-0.694677135,-0.609281842,-1.29101081,-2.562072809,0.320172048,-4.490593754,-0.610308708,-2.654572598,0.548096762,0.28336137,-0.672563569,-2.69595776,-1.542191058,1.499786627,0.497919899,0.509600802,0.371115842,0.501965793,-0.034393313,-0.824216215,0.674535511,0.423871341,-0.713185281,-0.923952141,-1.365292375,2.186264385,-0.500035666,0.195072382,-0.291534661,1.24102659,-0.593089538,1.454075452,0.135166029,0.488198572,0.559711614,0.41129795,1.195495506,-0.972339522,0.434585018,0.155678838,-0.04207647,-0.49461317,0.774369198,-1.200781738,1.397510227,-0.184369752,-1.917267523,1.225618697,-1.735499886,0.263183944,0.775663936,-0.654245533,-0.196890867,-1.503715418,0.985141687,0.206372532,0.082599442,-0.906013937,0.118253164,0.716875644,0.004288129,1.128318014,0.094783487,-0.115799323,-0.173754253,-0.821803331,-0.687929689,0.228096786,0.601567138,-0.496798235,-1.028459228,-0.792477205,-0.590437874,0.585357331,0.416204487,-0.357938183,-0.272842311,-0.357150797,-0.365260487,0.253259094,-0.46339576,0.681966494,0.066274225,-0.728042837,0.83935918,-0.227939467,-0.22121915,0.385426636,0.127349723,0.983472326,0.585605571,-0.739865813,-0.957291381,-0.479198933,-0.032885933,-0.142210075,-0.930747847,-0.165192918,-0.147988827,-0.261032658,0.27962115,-0.021707782,0.259799586,0.596332805,-0.476982445,0.325353299,0.056800617,-0.325037912,-0.399525975,-0.075340697,0.044620124,0.084024626,-0.390353344,-0.04245597,0.044546617,0.415631088,0.095448709,0.49629908,-0.342051947,-0.121760059,0.195479812,-0.064987894,-0.069409938,-0.033759676,-0.049718553,0.269502131,0.12812353,-0.031474034,0.023568823,-0.003254468,-0.291734929,0.018321793,-0.036624879,0.059138169,0.252763113,-0.094876145,0.02943504,0.056126312,0.050696622,-0.110747507,0.075769812,-0.093065932,-0.024314883,0.098701419,0.058400571,-0.079937587,0.026881007,0.17540157,-1.03E-15,Normal
GSM153255,-13.47889025,-1.383651914,2.746177156,0.813237081,-0.273851337,-0.286803919,2.716920874,-2.782670579,0.044243818,-0.967135817,-1.027991437,1.647521136,-0.032936647,-0.998534828,-0.09192057,1.43885866,-0.266721785,0.689947332,-0.241372772,0.945868637,-0.350027037,-1.550149831,0.02190154,-1.062138351,1.031517348,1.702551646,-2.041443667,0.172097055,-0.205851373,0.476665702,1.647754044,0.684980371,0.77198734,-0.397934211,0.560568442,-1.630755398,0.084084138,-0.145199124,-0.808436593,-0.892277482,1.346250867,0.304671295,1.310046445,-1.951237009,-0.254673305,-0.177203467,-0.216123213,1.314141174,0.899740346,0.590131359,-1.364308012,1.178399126,0.689174357,1.078896482,0.127547884,-0.408912619,-0.348339106,-0.103112754,0.393168279,-0.059429684,-0.135813159,1.367233621,1.278865944,0.646550603,1.276666082,-0.292717739,1.20212125,0.107264305,0.245043706,0.716027198,-0.42786078,0.170115696,-0.85688077,-0.072391855,1.269626308,0.541601936,0.338896052,0.083679295,-0.109750233,0.890923094,-0.473479849,0.276679937,0.078920511,-0.874241711,-0.430518919,0.625821447,0.25151212,0.268935659,0.807979251,-0.739238161,0.158962042,-0.305295191,-0.86848181,-1.257329999,-1.560975764,0.043132456,0.069908793,0.252426978,-0.617435491,-0.172779751,-0.557842318,-0.079234289,0.638788218,-0.509998657,-0.19288148,-0.646841148,-0.078271274,-0.184346659,0.641053536,0.034657338,0.997186722,0.188287601,-0.714812693,-0.600662181,0.01514363,-0.638617656,-0.197164945,0.580633578,0.082394395,0.049539605,-0.596811898,0.034954535,-0.260077663,-0.08129801,0.475147024,0.024461159,0.196332322,0.00392255,-0.625107571,0.058499322,-0.172218646,-0.067088169,-0.392011018,-0.249989863,-0.278196515,-0.012548401,0.367743388,0.3119508,-0.189179862,-0.656995766,0.546299784,-0.316104377,0.779702107,-0.44150466,-0.015405621,-0.670421499,-0.038796527,-0.395982149,0.101677877,0.41421468,0.016656128,-0.303427769,0.139525399,-0.217571032,0.173475723,0.173694862,0.369492957,-0.2231806,0.199051839,-0.040601712,0.04290294,-0.051390152,-0.142648503,0.042403648,1.67E-15,Normal
GSM153256,-6.711929685,5.389055855,1.341114219,-0.737646837,0.351780739,1.420241091,-0.63703261,2.419666356,-3.09745583,-2.304707993,-1.736013686,-0.582133346,-0.872015383,0.653113316,-2.009868737,1.105629045,1.087950327,1.224303907,1.588049054,1.513640423,0.536096372,0.089338234,1.188740279,-1.094814605,0.895880792,0.200694332,0.913375516,-1.034470339,1.333425303,-0.85868285,-0.020308737,0.158118501,1.061361617,0.316499241,0.013409441,1.419344511,-0.345691944,-0.641973094,-5.15E-05,-0.678865491,-0.005929989,-0.695943968,-2.910829053,1.177731842,0.02380433,1.351403666,-0.401733389,0.819829402,1.52714064,-0.338070685,1.133578466,-0.745201614,-0.298114997,0.302092027,0.753663515,0.037773214,0.421634057,1.738973429,1.135386583,-0.101255774,-1.383056222,1.122717213,-0.203930094,0.546529026,-0.075204173,0.185511841,-0.748569032,0.999266181,-0.17289225,-0.889976421,0.085705391,-0.296532768,-0.41426691,1.690818457,0.335497314,-0.101491887,0.408242633,-0.834418687,-0.248192696,0.396842091,-0.332828146,0.716218397,-0.03265767,-1.117414625,-0.156871393,0.636403267,-0.024431868,-0.628884973,-0.818963449,0.505801871,0.885554878,-1.080640427,-0.278313159,0.070614567,-0.855599312,0.208058213,0.527357213,-0.289666766,-0.400854939,0.192829555,-0.501510454,-0.238650511,0.921026459,-0.055210997,0.184504626,0.802589381,-0.673613023,0.394385844,-1.181010326,0.7075156,-0.537195335,-0.138116174,-0.406466448,-0.110467777,0.112000361,0.75363285,-0.153514996,0.105799541,-0.896363219,0.203060968,-0.861765655,0.988847058,0.539391454,-0.445656496,0.127506872,-0.059828479,0.482827063,-0.521466885,0.219937721,-0.313278385,0.472101854,-0.316652378,-0.08956601,-0.121548428,-0.104921264,0.07556921,-0.309222406,-0.460047638,0.608516988,-0.242063216,-0.00176254,-0.507565874,0.022973074,0.10047357,0.152638251,0.277862057,-0.344323861,-0.282411403,0.304130072,0.01126494,0.326769782,0.018508946,-0.068116396,0.019357056,0.157785703,0.15786507,-0.055052652,-0.125630659,-0.051409569,0.149348169,0.100108198,0.319626602,0.096973269,0.006826668,2.81E-15,Normal
GSM153257,-13.51713499,1.045881228,4.227740819,-1.744039559,1.343009869,-0.883718452,0.216761692,1.405619447,-0.025141188,1.067723665,-1.194445684,0.099493818,-0.619593925,-0.898294433,-0.292170807,0.132506804,-0.917433388,-1.403142815,0.127342549,0.77169209,-3.602821613,0.461200062,-0.380035455,2.047884338,-1.615199374,0.906506167,1.612740916,1.819662864,-1.55601265,1.633341425,-0.27145954,-0.058613913,-2.521590957,-0.277459062,2.271873263,-1.14657417,0.841594123,0.240359979,-1.178062784,-0.537996818,-1.797497449,0.134110437,0.154680979,0.267669816,-1.188128818,1.392209575,-1.809601597,1.414903982,-0.472919598,-0.348123491,1.146050819,0.270742702,-1.165816441,0.797673477,0.799558214,0.127553445,-1.134441111,1.590093534,0.066230542,-0.063647322,1.125623152,1.182833835,0.096071531,0.800500398,-0.095380661,-0.471280712,-0.194452032,-0.136505226,0.854464613,0.362350941,-0.078605964,-1.076869095,0.355979752,0.804749899,0.419827719,-0.3352081,-0.028569151,0.883742794,0.459106143,1.004922846,0.911519158,-0.028685726,-1.049037457,0.319991886,0.646806403,0.00213988,0.085581344,0.102027869,0.095766707,-0.530029148,0.321357693,-0.004505064,-0.068822399,-0.135615952,-1.151474811,0.209178524,0.573200537,-0.779561435,0.286969267,-0.684760297,0.007993299,0.133186809,-1.330254014,-0.140383924,0.635360552,-0.754639167,-0.067170135,0.814501432,0.418930315,-0.843740533,-0.384166594,-0.250493756,-0.259078114,0.185839829,0.175832299,-0.104848936,0.318684616,-0.42575317,0.025084946,-0.887709453,0.070085068,-0.229064235,-0.073857639,-0.267333328,-0.532491338,-0.03023661,0.009969645,-0.354773832,0.12521556,-0.08191536,0.632275928,0.355528177,-0.123382904,0.564138275,-0.258050267,0.561452356,0.516067472,0.151783333,-0.216236093,-0.442203651,0.211424666,0.034140785,-0.09692339,0.122251149,-0.298460837,0.399700229,-0.247441503,-0.123349874,0.050418567,-0.04292844,-0.041913342,0.18789568,0.198396464,-0.214075988,-0.062178452,0.154833308,-0.536697926,0.04259535,-0.228110137,-0.228111248,0.122630943,0.162040902,0.034646611,-0.09964372,-1.77E-15,Normal
GSM153258,0.882662868,5.233932752,-0.652929281,0.900190746,0.61529133,1.873919584,1.787472476,-0.084647402,0.127301932,-0.942812877,-0.283284457,0.585295747,0.546780017,0.943349624,0.64968125,-0.649720572,-0.530496025,-0.787415116,-0.239321495,-0.851225136,-1.184930611,0.206721306,0.240910607,-1.640694587,1.174194496,-0.053958603,-0.02329961,1.275469986,0.172054548,0.322965628,0.356208954,-1.65337313,-0.441271206,0.620326091,-0.476175368,-1.359047742,-0.365130364,-1.230226404,-0.782401218,-0.014795284,0.492056895,-1.652977787,0.810749803,-0.099341318,-0.680636386,-0.529423161,0.700701767,-0.193659751,-1.140476123,-0.98886686,0.548232989,-0.035111835,-0.59908312,-0.486458428,-1.218858886,-0.691650932,0.405378317,-1.566753606,-0.45588546,0.409346033,-0.052272667,0.950522897,0.021119441,-0.549794468,0.085675449,0.805271547,1.492788819,0.876647122,-0.44902073,-0.511125696,1.024594884,0.679744268,-0.797886271,0.5520044,-0.322281981,-0.649705465,-0.413111138,-0.478516321,0.726550075,-1.11409449,0.608280559,0.089507812,-0.214824499,1.332023508,-0.433627516,0.177883851,0.464003435,-0.268377103,0.019550111,0.898845292,0.764382223,-1.637451741,-1.330686167,0.41504608,-1.177676207,-0.889375186,0.33423834,0.607521213,0.581607039,-0.247909234,0.721535864,-0.089667861,-1.007377785,0.66948154,-0.424769658,0.242570698,-0.080839029,-0.701289195,-0.148229305,0.268986506,0.005225407,0.579155279,-0.022854026,-0.894462979,0.161960156,0.866023588,0.239267479,-0.102455198,0.34525655,-0.592370123,0.491451777,0.093372936,0.234560397,0.221873244,0.674382946,0.177176156,-0.007858131,-0.614527047,-0.135955811,-0.403261162,-0.433567823,-0.146153009,0.463059862,-0.497793976,0.049143145,0.505762145,-0.326095511,0.06273576,-0.101103904,-0.45790823,0.69219805,0.18966688,0.298610639,-0.110320696,-0.395338662,0.379081075,-0.515684335,0.133481633,-0.195895626,-0.239948769,0.091410412,0.1875769,-0.36794146,0.039619037,-0.22036711,0.043634068,-0.247049369,0.340380393,0.299846485,0.19974274,-0.02725528,-0.087036498,-0.215248818,-0.050624341,-1.30E-15,Normal
GSM153259,2.847466963,5.075346638,-1.184921201,-2.646080744,-3.367237183,-0.921620847,-0.896031438,-1.286898576,0.116284563,0.688019371,-0.760778272,0.149383646,1.811908887,1.100520872,-1.557222428,0.212049871,-1.013870223,-0.116185591,-0.425707104,0.637894188,0.793997111,-0.95097195,1.100485428,-1.252716732,-0.094040789,0.128456309,0.501962251,-0.247862567,-0.307766449,-0.722141753,0.482226724,0.491576909,-0.092639893,-1.110761245,1.647735394,1.196037408,2.044267902,-0.014998282,0.774344664,0.247010491,0.447544305,-0.404888856,-0.579414516,-1.188450105,-1.130606917,-0.308640099,-0.841334938,0.392331411,-0.338575986,0.501436316,1.07891726,1.489067921,1.190920543,-0.020237534,0.680999944,0.510969984,1.684989714,0.342722392,-0.031865998,0.935636938,1.393414214,-1.097367348,-1.493771369,0.933727736,0.398817082,-0.176532327,0.2036331,-0.654148239,-0.736119104,0.267036846,-0.810288251,-0.389975799,-1.063924809,-0.155660776,0.542882087,-0.036714298,0.124119509,0.934708305,-0.492418718,-0.266902004,-0.375579991,0.301358501,0.323821046,0.808065206,-0.364493684,0.077628405,-0.566315331,-1.491736157,2.415165458,0.235546908,0.225510082,0.079929906,-0.93111342,1.063073141,0.892574188,0.770830457,0.658446774,0.164171296,0.56631561,-0.248314417,0.177944744,0.93223702,-0.071328175,-0.482638265,-0.149747246,0.552422518,-0.53654452,1.353239254,1.038478639,-0.46997773,-0.827599597,0.198897499,-0.674013984,0.03935043,-0.230640284,0.248234835,-0.084110586,-0.360915019,-0.212425782,-0.087121798,-0.055784938,0.229717315,0.332619048,0.31706587,0.712990145,0.023171818,0.228680846,0.056419652,0.005757831,0.103048078,-0.354721942,-0.023414423,0.275676579,-0.120491277,-0.085364754,0.241824081,-0.58720632,0.089194907,-0.30786088,-0.164661852,-0.269545316,-0.419658169,-0.078350768,-0.187128328,0.265473943,-0.458839348,0.045566245,-0.093248177,-0.076945205,0.191830154,-0.511520386,0.175633176,-0.251325623,0.13106345,-0.144144355,0.26271596,-0.034408773,0.130822061,-0.397537404,0.280456496,-0.202977516,-0.014806269,-0.013831124,-0.084156307,-6.80E-16,Normal
GSM153260,4.543107525,5.80816602,-1.323657244,4.201129329,-0.520868619,2.885117756,-0.958284426,0.317333351,1.013229375,0.54652,3.202954077,0.396404923,-0.886633256,1.246700905,-0.275642429,-1.446447409,-1.691784605,1.584280239,3.253930075,0.840355999,0.607003438,0.260874169,0.608781945,-1.505404274,-0.845905969,-0.130555373,1.082811549,-0.992477304,-0.610382911,1.743493063,-1.335605903,-1.030864293,2.312246196,-1.570880083,-1.675943387,0.703710693,1.455890209,0.254774354,0.167569896,0.668370838,0.797267011,-0.149275325,2.197391045,1.647894203,-1.661557328,0.143643446,-1.396095222,-0.777366312,1.295611674,-0.12981493,-0.804725728,-0.329898391,-0.98205933,-0.909440879,0.643559792,-1.203312977,-0.347881033,-1.295499116,-0.098298596,-1.072637926,-0.318026357,-0.445188294,-0.705746517,-0.749634747,-0.619495109,-0.953697863,0.53311062,-0.161465995,0.903216493,0.863564503,-0.981164992,0.210103078,0.769792801,0.669956677,-0.024285902,-0.169174426,0.759829897,-0.276326786,0.393746955,-0.354036204,-0.682972897,0.596975256,-1.086130588,-0.362751608,-0.933278459,0.73092099,0.946551999,-0.923021963,0.209058166,0.012486483,1.264781631,0.68350352,1.160310451,0.020135805,-0.038283405,0.716229638,0.511983954,-0.211918835,-0.606599769,-0.316958243,-0.734960292,0.684481182,-0.333758471,0.294881158,-0.039405752,0.594047414,0.349526453,-0.153119279,0.358958481,-0.092017113,0.389003095,0.284271925,-0.566693284,-0.345308535,0.442516887,-0.610041087,-0.068279601,0.290014529,-1.557763625,-0.034507237,0.003379557,-0.422317529,-0.481710423,0.18348105,0.251826302,-0.311791287,-0.049777623,-0.141724802,-0.157178278,-0.148573221,0.073330369,-0.043881826,0.087907955,0.009213024,0.604393452,-0.247529294,0.558412015,0.194932564,0.094656125,0.076301869,-0.316544165,0.188727893,0.293017429,-0.287862319,-0.175327038,0.164795387,-0.185212798,-0.25279044,-0.455485641,0.056780007,-0.081265772,0.004633979,-0.07897859,0.047794196,-0.319070266,-0.081732227,-0.29040367,0.150856544,-0.052677429,-0.043607763,0.160103011,-0.077800463,0.078792519,-0.111239922,-3.47E-17,Normal
GSM153261,0.564359745,3.177912076,-1.659091479,2.910429021,-5.563096231,3.783168081,-1.920215296,0.76376623,-0.00455303,1.158258188,1.596850148,0.115967369,0.672094132,0.393207253,2.275551094,-1.884109477,-0.762896141,3.438248814,1.289594136,1.231114953,-1.223600573,-0.956140625,0.921791377,0.636103203,0.689779485,0.628656784,0.782574899,-0.683450276,0.685094077,0.179632482,-2.901206224,-0.884853951,0.799205484,0.036810045,-0.867188977,-1.043571465,0.035778982,1.104702136,-1.502390188,-0.946467004,-0.098401841,1.522136425,1.341333392,-1.31533842,-0.774221558,-0.058577389,-0.285167529,0.957884772,0.701583815,0.952862382,0.846437182,0.160729916,0.185835328,-1.239007283,0.057967364,-1.186475794,-0.563714283,-0.453972674,-2.301849294,1.029870749,-0.914781095,-0.761406539,-0.337713449,0.152963652,0.393202928,-0.313191498,0.488416159,-0.05721437,-0.235152857,-0.35781795,-0.211073751,-0.838593608,0.348985178,0.343790465,0.320299766,-0.637965739,0.902455187,-0.528177283,0.29890824,0.412746045,0.590637083,-0.392416734,1.835175149,-0.147422269,-0.237217102,-0.171619889,1.14357294,-0.906003426,0.325322327,-0.46789704,-0.623366734,-0.042434629,-0.130556297,-0.072074592,-0.098288654,-0.37879556,-0.616275316,-0.013234906,0.309759283,-0.312068502,0.924533714,-0.452316004,-0.415097763,0.00458408,0.241844915,-0.645617264,-1.080140084,0.39694825,-0.401167598,0.300889838,-0.676647212,-0.484054542,0.198721656,-0.336226536,-0.64216896,0.304071777,-0.684924432,0.109297779,0.253955819,-0.378999797,0.330774636,0.267788878,0.40742123,-0.186905442,0.214356902,-0.891990254,-0.109412592,-0.195735026,-0.400604805,-0.347886167,-0.234599958,0.123415838,-0.169236747,0.509602091,0.0023458,0.159412297,0.430257974,-0.0495563,0.225165325,0.539285905,-0.080348518,-0.046114802,0.188239386,0.268826461,0.107348598,-0.32758323,0.284649004,-0.02342601,0.558945256,-0.554525039,0.017585291,-0.19106282,0.108687968,-0.00813506,0.272046776,0.020075281,-0.124357697,-0.129384902,0.049597288,-0.042350069,-0.336740373,0.179716438,-0.121110742,0.256637184,2.46E-15,Normal
GSM153262,-15.62786381,-1.535223272,4.151466442,0.606177478,-4.482657443,0.448677218,-2.813082547,0.791901433,1.455193451,3.231993051,3.207433657,-0.536640882,0.897158671,-1.455129626,1.180037018,-3.3770632,-1.822392283,2.083060565,-0.782066958,1.686681641,-3.97431574,-1.801799929,2.06188312,1.61103044,-0.196594117,-1.6789866,2.245679034,0.491353231,-0.314853319,0.804150096,2.331395202,-1.86255991,-0.110484649,-0.3254453,0.4252397,1.360918637,-1.741015401,0.606075878,-0.018947025,1.496765576,1.535076099,-1.188963334,-0.510042169,0.176036853,-0.511436494,0.202243754,0.110122987,-1.964132249,1.264804312,0.297587653,-1.041490213,0.582962313,0.455056175,-1.616445163,0.097280027,1.32292644,0.822675929,0.37568562,-0.091364085,0.293500201,-0.657240666,0.992830612,-0.191565124,-1.389309005,-1.123444346,0.864305135,1.225304414,1.024553762,0.105702118,0.472458718,0.196438395,1.021208322,-0.899901297,-0.201028593,-0.454813598,0.606771334,1.642990504,0.938551751,-0.119529904,0.10268057,0.165935391,-0.107956117,0.033383331,-0.150732419,1.07125754,-0.536412499,-1.349350503,0.495279062,-0.046692118,0.549469615,0.335812159,-0.294556838,-0.194978112,-0.636750409,-0.042512154,-0.066995828,-0.399512632,-0.0763962,0.108636465,1.482327311,0.078109982,0.049604629,0.272318102,-0.63241957,0.220334676,0.666649103,0.601386255,0.194211212,-0.105271514,-0.31591762,-0.17229743,-0.038985297,0.819275088,-0.029599587,-0.060455988,0.461375555,-0.467606964,0.098675806,-0.129303688,-0.280744006,-0.188547247,0.088985856,0.072453837,-0.612393778,0.039248135,-0.308110105,0.441225557,-0.012369425,0.064928475,0.12063932,0.03507654,-0.063717199,-0.30694818,0.21165998,-0.288418005,-0.076335663,0.099673972,-0.074910683,-0.337125298,-0.32483215,0.203771933,0.055268769,-0.328311558,-0.160591095,-0.126390711,-0.520133695,0.328211678,0.071382664,-0.249555087,-0.089658592,0.098360359,-0.137013556,-0.148597447,-0.050178834,-0.254044176,0.106023217,-0.033011819,-0.056005729,0.009409883,-0.16133032,0.174085867,-0.017949999,-0.013449776,-0.090116965,3.47E-17,Normal
