,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,Class
GSM152974,-11.19993645,2.892914378,-0.053245969,3.532313985,-2.216618897,0.368028261,-0.22125622,4.593749643,2.054269981,-0.960628519,3.040645436,-0.806792007,3.025785322,0.705949068,-0.136751828,-2.264050524,1.710457264,1.746050037,-2.002135522,-0.01378625,-0.317662366,-0.735438997,-0.781518355,-0.259823234,-0.585454703,-1.552982851,1.09079623,-0.287622843,-1.952304029,-2.033764894,1.390637617,-1.596309247,1.682411542,0.552059573,0.287115929,-0.742837007,0.425576102,-0.488929401,-0.943518053,0.103605956,0.529254437,-0.785232006,0.175850418,-1.281701531,0.018995702,-0.424118605,0.870252889,1.027420115,-1.092961211,-0.016172346,2.686730559,0.072115374,-1.006332495,1.838734285,-0.585110479,-1.472663354,-1.257430988,-0.604177983,0.485817971,-0.758743337,0.27285567,0.187427723,-0.007401616,-0.302807683,1.137561361,-0.070958758,0.221057878,-0.44609121,0.652660041,-0.011051072,1.142933256,0.149295506,-0.886319046,-1.28080607,-1.373822068,-0.352352405,1.172151269,0.905608972,1.763680251,0.300421912,1.010996689,-1.34420099,0.339760719,0.327454074,1.22261418,1.003796919,-0.652127604,0.244661291,0.718251194,1.470133686,1.566771647,-0.693933764,0.679978066,-1.17737374,0.291222939,0.523413229,-0.264945701,-1.971292452,0.303790122,0.375321048,0.088909538,-1.266757979,-0.019211511,-1.414872541,0.378882736,-0.357175577,-0.915760765,0.34518825,-0.96848711,0.95107546,1.866051031,0.107633319,0.407601167,-0.181234338,-1.43413209,-0.889094539,1.458704734,-1.30682252,-0.305368009,1.77222043,0.894646232,-1.05438948,-0.657322172,-0.609984971,-0.007494369,0.960194485,3.207768156,0.607263788,1.235567515,-0.017089775,-0.048454073,-0.555612014,-0.201127008,0.327224174,-0.146261299,-0.956595866,-1.81843309,-0.892070265,-0.188183124,-1.188072302,0.283466911,0.478574413,1.491256405,-1.369257802,-0.246133991,0.084534503,-1.046503748,-0.166265014,3.124581009,1.531563429,0.406936532,0.355987849,-0.223081589,-0.043826923,0.508776966,1.649025,2.342168983,0.042033795,0.574426617,0.510675112,-0.60583202,0.310825367,1.169280262,1.647527101,0.921528586,0.446191219,0.661187123,0.734357253,1.23634141,0.556160284,2.41E-15,Tumor
GSM152975,-2.356169972,1.29738201,-1.47825526,-0.988220811,-1.689136477,-4.868743768,2.271721609,0.951936312,0.148565814,-2.347545124,4.222678804,3.104162957,2.689977389,3.28863945,0.667304536,-1.336957109,0.667785065,2.097162881,-0.848250045,-1.196289553,-0.496525604,-2.646224859,-0.875616544,-0.241976193,0.072772484,-0.968991283,-0.889880413,-0.614021005,-0.333070621,-1.76924223,1.046535481,-1.040073211,-0.7241601,-1.073067349,0.226814076,-0.427838905,1.310439199,0.229102123,1.026454376,0.277762352,1.396321057,-1.424990342,0.296653651,0.286063102,-0.66015403,-0.463476653,0.437968484,0.645076551,0.431583889,-0.452246257,3.087805728,0.644825426,0.165602759,2.183819826,0.327997013,-0.930478461,1.517877346,-0.363911569,-2.016247275,-0.263202101,-1.374229842,-0.467201298,0.000637803,-1.281301143,-1.741161126,1.438837382,0.260888599,-1.068942058,0.102432905,-0.657061915,-0.02485555,-0.918624627,-0.273695698,-0.787447727,0.38736706,1.13640527,0.143243899,-1.347793412,-0.299121984,0.564558463,-0.107956235,1.0200971,-0.679780894,0.696036667,0.004126405,0.107138614,0.274222914,2.49970927,-1.652146676,1.542327614,0.001326177,-0.893228607,-0.220629843,0.413263658,0.12092302,1.195587666,0.215780343,0.977697787,0.257423845,0.056521585,1.429762273,1.422327219,-0.053454174,-1.50951228,0.754117752,0.715048567,1.37458057,1.193430676,-0.158226994,0.688005875,0.213680099,-0.09467323,-1.372170346,1.208484149,0.710312096,0.971905421,-0.316876413,-2.592251367,-0.391672344,0.918696819,0.726179517,2.47721762,2.73244816,0.84657379,0.553924079,-0.991759369,-0.235993089,-0.657562963,-1.419656503,1.722836004,-0.685439361,-0.605393456,0.363747457,-0.498477956,0.529503169,1.214646361,-0.800720754,-1.496882368,0.883714532,-0.545190107,-0.114716211,1.355521545,-0.014019665,0.096124979,0.95094888,2.116547367,-1.779788883,-1.712269568,-0.460470509,-0.023198636,-1.315021631,-0.864097297,0.579290003,-0.056863817,-0.426817461,1.580233652,-0.920912587,-1.453956841,0.347242834,1.047523258,-0.55906325,1.44215976,-1.297145508,-0.440109922,0.405704828,0.108916729,-1.171426845,0.385813123,-1.088000888,0.272543985,1.83E-15,Tumor
GSM152976,6.809909728,0.754759785,-1.522636027,-2.97789646,-3.027648526,-5.127579498,5.367420757,-3.21641654,1.922120984,1.861066539,0.68699885,-0.294789142,2.582662572,3.491351253,-2.192408437,-0.133747881,-1.047814955,0.294742271,1.624786757,-2.700132928,1.263748225,5.496394495,3.632735273,-1.240229345,0.881143495,-0.479250435,3.474102146,-1.761725128,-0.329565438,0.426506502,-2.084444042,2.302906008,-1.419642427,0.859507527,-2.994740702,-1.769861989,1.754375029,1.908393413,3.401743005,-1.070853352,-0.217884277,-2.708681647,-2.711583859,2.656914371,-1.605431372,0.921632465,0.781743624,3.958371215,1.54644104,1.392066695,-0.756042765,-2.227235867,2.201021818,1.381030156,0.274763609,0.755970947,0.022491229,2.663668732,-1.581924369,1.529865486,-1.151163144,-1.741880215,-0.641924187,-2.056629567,-1.292197025,-2.315634037,2.093867251,1.847356548,1.971822546,2.796493103,1.310964559,1.2357208,-1.680062769,2.244041371,-3.152685662,-2.523813969,1.017252434,1.383053212,-1.373733393,-2.285351307,0.074938154,1.629573137,-0.107881033,4.238257231,-2.074141057,0.115200777,-1.049254268,1.369955826,0.065003262,1.428829719,0.74583643,-0.603325052,1.961868178,-1.277379832,-1.115779422,0.769791365,-0.562848781,0.991709612,0.58575045,0.060184552,-1.28497569,-0.887308859,-0.189472183,-1.423200169,-2.260647837,-0.453522597,0.039612149,-2.017521564,-0.095418767,-1.362962879,0.174381765,-1.303019255,0.360650624,0.541483815,-0.574780713,-0.853814707,-1.125239876,-1.149009347,0.748805296,-0.699121462,0.849821637,0.460329171,0.413686974,-0.70565218,-0.650029715,0.497445498,-0.350850701,-0.926462547,-0.606258094,-0.029953507,-0.0813166,0.679838074,-0.147486937,0.291046429,0.515883652,-0.853683023,-0.174226698,-0.263755972,-0.386804608,-0.179147069,-0.6556035,-0.514606392,0.348732703,-1.124960661,-0.545320644,-0.10556774,0.261105383,0.383011137,-0.650135488,0.345588319,0.152342174,-0.20738974,0.279557684,0.079002578,0.400644709,0.405093591,0.047006833,0.596829592,-0.258684396,-0.000508076,0.149917265,0.075642273,0.033325701,-0.085440216,-0.268245929,-0.437943805,-0.269017493,0.265902314,0.328593364,-0.404877437,-1.84E-15,Tumor
GSM152977,9.352339098,1.921953148,-0.280834352,-8.152448497,1.218915161,-7.589774693,4.359091647,-3.360661934,0.04613974,-1.571020984,-0.133929568,4.013914825,1.093603661,3.03777128,-3.526663494,1.8515743,-2.400490723,2.599265336,2.57344469,1.357481171,1.269441387,-1.378345052,1.497464435,-1.597800596,-4.387949599,-1.114840575,-0.800006214,-2.778574521,-2.264372533,0.888543957,-2.24098436,0.046566205,-0.963424391,0.98269911,-1.614672978,-2.077235642,-1.795502731,-1.591221362,2.026413158,1.911747628,0.193812917,0.610015534,-1.634582501,-1.807381665,4.247267841,-1.180792851,1.403580682,-0.621106703,-3.568410941,-2.507352843,-1.505708266,0.590266303,-1.285780861,-0.872369787,-1.798973572,0.832689343,0.892969608,-2.156246271,1.218813302,-0.478979419,2.162355002,1.284754131,2.469386395,-1.339995614,-1.079682857,1.022255599,0.37767954,1.516469001,-4.052568075,0.139241651,0.760603246,0.633300427,-0.954249875,0.476141106,1.182638707,-1.007322233,0.553380407,-0.342957206,0.67106889,-2.193831853,2.46420113,0.500424144,0.918994981,0.553864306,-1.729042303,0.140054957,2.691327725,-0.407165789,-0.938230865,0.717958042,-3.202908257,-0.106788797,1.367155191,-0.932740154,-0.614038506,-0.682184494,1.17095892,1.863557957,0.115309051,-2.990879961,-1.235719456,-0.791061166,0.269245751,-0.918342586,1.454375448,-0.820266803,1.153195887,0.157685094,0.402184406,0.39152299,0.012318264,1.706887544,0.155838,-0.620491046,-0.471674719,-0.724740672,-1.680022574,0.155991274,-0.459940648,-0.328189945,0.20496702,-0.966242579,-0.329772455,0.402856852,-0.670824598,-0.506436047,-1.528315373,-0.332854924,0.627338829,-0.654730415,0.2036109,-2.292335913,-0.153247806,1.466333644,-1.714185961,0.48735623,-0.665356317,-1.054647309,0.130457472,-0.023063187,1.232498454,0.15909922,0.170802442,-0.502581571,-0.182444943,0.275600157,-0.19779792,0.056869099,0.997354644,0.97541747,-0.130763127,-0.758072925,-0.211057094,0.465026798,-1.261241361,0.050345927,0.477195639,0.203064893,0.557926006,-0.004890779,0.184755177,-0.302965596,-0.168075788,-0.205458877,-0.537793546,-0.122006686,-0.069279929,-0.036304782,-0.152494242,0.082429452,-2.64E-16,Tumor
GSM152978,15.2515711,9.364397895,2.103152315,-5.301981446,4.625241937,-4.233397527,1.802651978,3.753128061,0.448379522,-3.453021351,3.201581741,-1.110832942,-1.422413348,-2.995272408,-2.633396482,-0.570442177,2.312762916,6.891125238,-0.277825615,4.345977358,-5.31765229,-3.329553024,-6.202363741,3.167334135,-4.797231648,5.873956194,-4.727697552,0.227053078,-0.533240887,0.51203378,3.355861597,-2.465950339,0.818057783,3.734841793,-5.576965792,0.459349975,6.318428935,0.759952275,1.280689328,2.092567986,3.097124037,2.130290753,-0.661447741,4.076488712,-0.536894885,4.645890982,-2.682126718,2.375136477,0.612476791,1.801276041,-0.305090998,-1.923085849,-0.301947967,2.090084448,2.952676184,0.05926598,1.252015706,-0.242771484,0.5047114,1.960859017,1.296407463,0.466139741,0.685711572,0.097264596,0.562856859,-1.282229302,-0.309687975,0.449636747,-1.058972472,3.719180697,-0.601392548,0.220810604,-1.317035823,0.501374322,-0.831547396,0.936798585,2.243454511,0.886119118,-1.401802814,0.850111456,-1.145248658,-1.623853513,2.594733171,-0.649332184,1.739085581,0.29725223,1.060641407,0.028091049,1.412038328,-1.59956699,-0.336895238,1.111237832,-0.885734589,1.599266537,-0.970965635,0.581160372,0.872765326,1.361677604,1.129511915,-0.056791854,-0.899856473,0.608889818,-0.060086622,-0.978626297,0.329997585,1.04220908,0.69275293,-0.092795604,0.417336398,0.275698427,-0.698647857,0.211644537,0.605818771,-0.306273303,-0.216645286,0.232732746,-0.426452728,0.431943352,0.265954698,-0.054328785,0.155479443,-0.353520203,0.07760871,-0.118357828,0.32025166,-0.43845907,0.186039999,-0.139203908,0.359790815,0.637774307,-0.006096373,-0.444801203,-0.30313214,-0.297645628,0.39316835,0.571104364,-0.756086724,0.5903137,0.050667986,-0.084836701,0.145754485,-0.339371586,-0.452419306,0.092636562,0.076918406,0.053801472,0.411497231,0.014471102,0.149027745,0.107669005,0.066969105,0.347118158,0.226925315,0.138781687,0.062991625,-0.168459503,0.232963923,-0.007457459,-0.072178378,0.042177375,-0.023340945,-0.262089365,-0.086736818,0.251482809,0.185297307,0.223114064,0.180535774,0.048898071,0.081169016,-0.248290653,6.49E-16,Tumor
GSM152979,-13.02481527,-4.015812354,0.896154546,3.547534798,-1.646246655,-0.851108135,4.311169905,-1.528889831,5.124388647,1.865142354,-2.586441365,-3.577336782,-2.746722914,-1.434865402,-2.681063094,-0.855822827,-1.355443353,1.445970071,-0.180251486,2.393306957,-3.444481786,-1.957877599,1.204494222,0.026998945,-0.300685299,2.347136174,0.519656117,0.708146578,1.216405228,3.017144273,-0.590528659,0.564895661,0.20818572,0.628011836,-0.475449066,-2.295531238,0.102374371,0.176936832,-0.496436453,0.526934849,-0.566249357,-0.237587157,0.76180433,-0.400131573,-0.756323441,-1.417101151,1.558819114,-1.962123834,1.227380593,-0.267459947,0.978035557,0.323124979,-0.650224843,2.004333496,-0.209707053,1.022985932,-2.461857812,0.122277352,-0.414346625,-0.385810745,0.727400025,1.529917707,0.869626641,-2.054317174,0.44997937,0.26138726,0.056266995,0.270872661,1.131705082,-1.130321372,0.227279277,-0.330920912,0.464397717,-0.739837303,-0.468770604,-1.292327502,-0.983191137,-0.305353456,0.680371714,-0.282479756,-0.55755283,0.359204196,-0.495835564,0.175494001,0.789041348,1.232607234,-1.751462286,0.336115087,1.528283169,0.299165912,0.873836606,1.585581834,-0.233666481,-1.394281697,0.663173764,-0.694361876,2.148293726,1.722850205,1.641456514,-1.171842829,2.048087525,0.021928394,0.442160208,2.184238554,-1.445123962,-1.617943821,1.22886937,-1.397819464,1.463873236,-0.170601383,-1.547838837,2.45710318,-0.468635221,-0.179893696,-1.834325748,1.509807834,0.374352292,0.031283406,-0.687638718,0.203498287,-1.780690012,1.310948273,0.304957195,0.330766903,1.397351765,-0.958485759,0.297822892,-0.277960525,0.236416908,1.443508469,0.544397563,0.841954328,0.385253608,0.384691503,0.565601741,-1.507370995,0.096521197,-0.279189747,1.307958975,-0.105355647,2.47055643,-0.571456953,1.226839779,0.208575132,1.45480069,-0.396526981,-0.040429967,-0.358153905,-0.530093968,0.909595758,0.950158824,0.777530819,2.315700018,0.899601154,0.831852323,-0.222162177,1.170500609,0.426005832,-0.377337462,0.330554604,-0.660703461,-0.336321212,-1.529887503,0.545670039,-1.520335151,-0.719532065,-0.521434272,-0.140267955,0.561640505,0.097281403,-1.76E-15,Tumor
GSM152980,1.707039032,5.7871447,5.505904898,-0.94578153,4.391050166,-1.157136784,-1.355744514,0.265658623,0.795774257,2.796927398,-4.545240183,0.568721381,-6.010869999,0.720414048,-5.234987772,4.351336764,-2.830420855,2.322962913,0.406789763,1.567051073,-1.498477224,-2.073962036,1.764401566,1.712772138,1.139210815,0.336576619,1.021956357,-1.059788157,3.847423213,4.510129372,-1.63711972,1.837753518,1.731420748,-1.555845908,-1.580798132,1.573083813,1.708654519,-2.140177628,-0.4361268,-1.933665093,-0.289691759,-1.354844726,-0.897987328,0.489525832,-0.376390752,0.949328548,1.590064983,-0.212731951,-3.155603878,-0.093084839,0.10199484,-1.648456109,-2.75150771,-0.058618915,-0.049896869,-0.529055206,0.304287935,-0.292609769,-0.090046792,1.002864646,-0.184474833,0.115435135,0.352911311,0.276649582,-0.798346199,-0.155513089,0.74668816,-1.728194753,-3.141306294,0.830022095,1.330501104,0.605774484,-1.038404218,-0.282665408,2.057663417,-2.86932017,-2.19283786,0.002080953,-0.779221456,1.117076413,-1.609565435,-1.292360948,-0.899588467,-0.988352498,-1.682805258,2.641530771,-0.82933203,-0.094601481,-0.79304702,1.464766911,0.610597733,-0.622840954,-1.878339329,-0.465079672,1.321120938,1.933654486,-0.67012188,-0.537987159,-0.531987367,0.266428483,0.743901806,1.296682838,-0.19659637,-0.400554581,0.149737701,1.1455744,-0.05939346,1.227983751,-1.134215616,0.055709294,-0.441189502,-0.769185945,0.664472949,-2.192586034,0.023921726,-0.189613506,2.015292846,0.605589934,1.930401768,-0.593484221,0.757276635,-0.449504844,0.580131113,1.472918413,0.04510803,2.389451673,-1.07258314,0.220912486,-2.174686541,0.617401167,0.477312615,1.182337278,0.393352531,0.200685009,1.754713854,0.782866335,0.567947426,0.437560254,-1.070991001,0.541116068,0.558869561,0.158496945,0.210317175,-1.786479791,0.608389388,-0.674585859,-0.823112451,0.146409944,0.331756146,0.206037454,-0.250607074,-0.767059271,-0.688102913,1.419390099,-0.114136646,0.344257832,0.98160137,0.602159161,0.149053309,0.08629737,0.898282493,0.145994418,-0.268035516,0.616371162,0.735893104,-0.868201551,-0.361125967,-0.443319082,-0.432009309,0.256729554,1.22E-15,Tumor
GSM152981,-11.59031133,-3.793063659,0.824430692,-9.754272435,4.82170355,0.54800595,-0.728682922,-1.993956594,5.802314745,-3.926592474,0.404975059,1.433721581,1.010596499,-2.401967211,-3.015811913,-2.802916053,0.551172453,1.815869795,5.745734044,4.120317981,1.562279532,-0.011948839,2.671261729,4.745692822,2.135669347,0.798385282,-0.604759361,0.340968429,3.569227475,0.889070318,-1.89765884,-1.248595228,-0.807335231,2.460927006,-0.990108421,-0.861981086,-0.912147048,1.296638629,0.839540774,-2.57081957,-0.574980462,-1.190850727,-2.113233512,-1.025218201,-0.935415267,0.336358162,-0.598193595,-1.065643277,0.82041562,-3.284428651,0.856437905,-1.469121366,0.870257849,-0.481481012,0.184615459,1.004211276,1.193108349,-0.007465459,0.104731548,-2.38346893,0.674735354,0.415461992,0.614715326,-1.176709511,1.251227238,-0.079702049,-0.88681429,-1.251120429,1.271311936,-1.852356789,2.525874728,-0.045368331,0.239744308,-0.522479999,-1.801931442,1.300038299,-2.277202263,1.54307818,0.644867515,1.921544495,-1.896300099,0.064093884,-1.594130689,0.999445557,-0.130594093,-0.132176906,1.093899148,-0.17788813,1.608292039,-1.166444194,1.955705109,0.843974856,1.719913494,1.833520367,0.801316884,0.258733433,1.21814914,-1.171273794,0.8108003,-0.094805319,-1.909091629,-0.500665403,-0.108899199,-0.335215353,0.540112444,-1.629876504,0.274228722,0.243906036,0.779247205,1.782680447,-0.780638246,1.675292727,-1.344954519,-1.893380052,-0.076311757,-0.74299152,-0.932215567,-1.397220922,0.567303424,1.618152826,0.33055659,-0.260412886,-0.160688134,-0.224493552,-1.436814824,1.028252046,0.182011694,1.352862194,0.68253606,-1.783714562,1.506786724,1.131908419,0.926115078,-0.847686913,-0.406799893,1.540769151,-0.577125236,0.121941989,-1.493006601,0.565804716,-0.914892312,-0.448837108,0.969831084,0.118108131,0.05568383,0.840538067,0.420485722,0.170136146,0.123304491,-0.068423536,-1.20411363,0.224420549,0.515783621,0.110249713,-0.341852529,0.004813163,-0.485135741,-0.456177473,-0.859763124,-0.309854838,-1.010633943,-0.863267529,0.071427523,-0.64151031,0.700672345,-0.355564952,-0.773067497,0.927927786,-1.003615366,-0.205276601,6.41E-15,Tumor
GSM152982,4.956273229,4.026858911,3.0429919,-2.933592849,0.492780105,-1.301708137,3.097113399,-4.119294903,3.275123904,-2.293135707,0.181874156,3.292632996,2.977519626,-0.038996886,-2.422920021,1.922732054,-1.655550642,-0.018774425,3.328600583,-0.216227514,0.397510983,0.110163568,1.633185628,1.229765854,0.689497397,-0.315832025,-0.261827127,-0.951393337,0.37352875,0.818569433,-0.543796068,0.175502963,-1.038796238,-0.345663228,0.783531289,-0.5190221,1.425732234,-0.166156366,1.328199656,-0.895068002,-2.041907297,0.040670369,-1.588430034,2.21667905,0.4713672,0.004498554,0.626531265,1.480319903,-1.272296179,1.329397082,-0.291394451,-0.121035709,0.842575878,1.134462624,-1.050138908,-1.193866332,-0.220922752,-1.149390258,0.92782866,-0.19586416,-0.128962178,-1.139781278,-0.158759418,0.641465758,0.921228062,-0.90250127,-1.152595556,0.147113027,-0.425169383,1.1679322,-2.415991732,-1.872676125,0.941291557,0.042772392,0.728850406,0.642016937,-0.484872795,-0.030404938,0.377261667,-0.455615731,1.86040691,-0.03757965,-1.403978031,0.834032448,1.505499508,0.083310692,-2.607682616,0.769547526,0.389046154,0.75145223,-1.25813144,-0.059333123,-0.235224984,-0.491191703,-0.474722725,-0.369234837,-0.293967566,-0.223159229,0.152890531,-0.576878289,0.070017793,-1.531045688,1.71835815,-0.769856779,1.137479031,0.143958828,-1.750029687,-0.081984306,0.11221493,-0.191627576,0.244245766,-1.956219014,-1.258662955,-0.507668866,-0.07148689,1.015996468,-0.32385316,0.5116026,1.150533443,2.95401039,-0.975568555,0.268562074,-0.757099398,-0.889756132,0.957656867,-1.737717003,-0.542903756,0.822623865,-1.340192528,-1.68299583,1.043975212,0.922013084,-0.30222549,-1.46638556,-0.730084807,1.172876699,1.282263419,1.392117378,0.571460335,-3.755686561,0.902896791,-0.540081668,-1.033582157,-0.522290037,0.951616284,-0.027876643,-0.940644327,-0.837811624,0.456987035,-1.201145228,-0.11238563,2.200096624,-0.937745061,-0.680693467,-0.758295209,-0.504638827,0.437275792,0.724544412,0.1426503,-0.196350792,-0.184866135,-0.475070789,-0.493110685,1.500598169,-0.92715586,0.77381042,-0.154586203,-0.22673102,-1.241867645,0.398006396,1.82E-15,Tumor
GSM152983,4.633187953,4.412071384,1.198640194,-4.652348947,-2.016842601,-3.389575632,4.535379942,-0.874563189,3.959990678,-2.475788358,3.385612621,0.946214699,-1.024965177,-0.697153451,-1.91672219,3.672268732,-0.880704729,-0.278683778,1.657945275,1.153465578,0.105880336,3.716439979,2.183916286,0.751487818,1.83640456,0.318811555,1.900381026,-2.143641325,-1.045755262,2.792992514,1.946677047,1.266891844,-0.675476851,0.424753583,0.47216859,0.441640681,0.273480972,0.407456254,0.083711743,0.066787885,-1.672230113,-1.524195209,0.520796903,1.998363728,-2.601026296,0.963353612,1.156217811,0.937677282,-1.815200961,0.528004718,-0.838153972,1.044459487,0.61822497,0.799815848,-2.05527922,-1.757644309,2.284255781,1.741349827,0.103761986,0.382827288,0.592715053,-2.473556104,0.424463058,-0.790584478,-1.480445012,0.607702428,0.474317895,-1.083746869,-0.77524384,-0.088346613,-0.50592861,-2.21403159,2.064068869,-1.807231645,1.041585751,-0.232900627,0.947526599,0.551586573,-0.438415789,0.08969067,0.772320842,-1.794883173,0.741241808,0.074940552,-0.413781524,-0.236018532,-0.054036129,-2.07698672,0.640877123,0.147362013,-0.947120706,2.995328652,-1.170225877,0.597183104,0.802075712,-0.50526308,1.828228927,-1.981996704,0.128719522,-3.039991772,1.221159837,-1.362033031,-0.439843302,-0.969502661,1.251661411,-0.326713713,-0.404119315,1.737944066,0.274768717,-0.87369631,-0.318451357,-1.530423571,0.374794983,0.85028274,-0.245210536,0.795306089,0.862497004,0.797747365,-1.303401032,1.390148567,-0.503072481,3.478949962,-0.421046932,-0.013210126,-0.09189835,1.09044619,0.712880406,-0.347967167,1.468578402,0.735996592,-2.046385593,0.098369386,1.322826776,-1.541297167,-1.80098612,0.561397,-0.436179456,0.041000197,-1.175179456,0.43431463,-0.570684295,0.293163373,1.238519801,0.530270035,-0.793849571,-0.156170288,1.003309767,-0.26936674,-0.576730431,0.86238332,1.490960305,-0.369274589,-0.166256005,1.42968831,0.596016799,0.592167788,-1.337103794,-0.126730187,-0.621346071,-0.432003219,0.763134081,0.179436929,-0.000264989,-0.543576409,0.361893817,0.248577193,0.521580873,-0.240492702,0.911296815,0.134163391,3.29E-15,Tumor
GSM152984,0.80946044,7.817913542,-1.217968497,0.713025531,-1.278636097,2.75591501,2.96842702,-7.55997569,0.696283646,0.949507296,-1.246990198,2.267920188,4.197800059,-5.079927007,-0.589823452,-1.052078756,2.954466324,-4.1237641,3.95101981,-0.519597271,-2.481833216,-2.708322607,-0.393822265,5.453687466,-1.958679056,2.739014934,-3.332167303,-2.1059853,3.826883441,-1.220467067,-1.29082239,-1.087648709,-0.48718875,2.205175532,-2.813066335,-1.265274606,1.520638463,1.165696933,-0.316560799,2.623439649,-0.952613373,-0.321561126,0.519266071,0.243525978,-2.101463473,-1.618720509,1.3243821,-1.315859545,-2.056443084,-0.879932845,2.032870249,0.045988471,1.343047304,-0.871904742,-1.003460449,0.761646914,-0.468941299,-0.39489789,2.511257877,-0.429889604,-1.995906805,1.177898023,-0.803491771,-1.899862373,-2.61209081,1.965350734,-1.769041702,1.70723743,0.101687039,-0.519264906,1.385834195,0.322483936,-1.81589989,-0.83242356,0.357237899,-1.064177078,0.857294464,1.311887701,3.635247066,-1.400884485,0.246514467,0.13676341,0.381202896,0.226906783,3.093582446,0.273490604,1.139820343,-1.829430234,-1.778185038,2.028675777,-0.721723439,-0.864625478,0.117224386,-1.674101606,1.45370903,-0.579879252,-0.078514645,0.245489657,0.361464175,3.695338323,0.016666161,0.363926877,-0.990086289,-0.0624506,-0.05938306,1.560507429,-0.630612378,-1.071104977,0.417759879,0.474673784,0.14412101,-0.92610942,1.28522422,0.775103482,-0.20487834,0.280869107,-0.44766157,0.298245123,-1.589117999,-0.124295626,-1.709881722,-0.222627117,-0.08405933,-0.349843697,-0.156846603,0.399506346,-0.691353877,0.147028137,-1.259601358,-0.867258145,-0.080391494,-0.387253436,0.090925782,-0.801411578,-0.017970281,-1.807977828,0.307009017,-0.237788458,-1.681429424,0.153605497,-1.190260097,0.695058009,0.502288981,-0.301560689,0.32400023,-1.574004417,-0.251603815,-0.685380679,0.22466086,-0.348763447,0.517191389,-0.500779953,-0.520623633,0.224012894,0.79796847,-0.1443223,-1.313479382,-0.457719112,0.121557858,-0.990229782,0.047681859,0.783030216,-0.632547376,0.164771044,-0.203275883,0.393828637,-0.449936567,-0.024565365,-0.04579143,-0.252500072,3.93E-15,Tumor
