,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,Class
GSM153138,-3.553340948,3.560120348,3.504507965,1.566501057,4.389438994,-5.471996141,-2.48159008,3.378657296,-7.433174696,1.538768565,-4.870789813,-2.780810488,-1.318572305,-2.163687291,1.098092785,4.067059504,-2.631271922,0.140121026,1.46949936,-2.219459465,0.993826032,-2.574675684,-1.732653855,3.887860509,1.958796226,-2.860586322,-0.115699337,1.106060781,-0.532098158,-1.382285264,-2.370230627,3.111660222,2.270668852,0.819984824,0.098882176,-1.064311119,-1.05431342,0.571366303,3.012826683,-0.629553941,-0.101841486,-0.006507574,0.680640411,0.449927288,1.168556438,-0.243153958,1.332521876,-0.029979551,1.015827502,1.172383779,-1.640440959,-0.850068404,-0.612919277,2.833916216,-1.184135603,0.512462208,0.914158306,0.679791033,-1.030070175,0.372491422,-1.405874695,0.619121675,1.03535469,-2.101465781,-1.987254087,0.320505512,1.016792447,2.136394253,1.430250215,0.813975894,1.894131493,0.116102901,-0.914943886,-0.722446022,-0.746495267,-0.239631879,-1.111780819,0.028144126,2.570463115,1.147866136,-1.506392362,-1.315028082,-0.531758999,-1.002233959,-0.145572856,0.76124041,-1.490102929,1.027319862,1.0153442,0.276344548,-1.83407545,0.427507532,-0.512964118,0.405825728,-0.78350634,3.609383129,2.285672126,-0.971748408,1.685864105,0.810073545,1.443685618,-1.215027444,0.506725725,2.176100721,0.064642819,-0.227735242,1.115676752,0.966737513,-0.133149805,0.777531762,1.406633639,-1.952286986,0.846204404,0.381640463,1.155736083,0.180190561,-1.155341003,1.334688915,-1.195684938,-2.680411408,1.482283702,0.649581168,-0.275643368,-0.739210241,-1.156001438,-0.283945003,1.124927742,3.040517365,0.774205135,-0.612760225,-0.838867293,-1.073807723,0.538784214,0.957845528,-0.626217247,0.710460046,0.425321432,0.443473412,0.505517621,-0.213766827,-0.766881199,-0.683435631,-0.572624032,1.335534336,0.515495229,0.674100979,-0.176248638,-0.547013935,0.405120934,0.913820872,0.321676919,0.849016661,-0.674363819,-0.632189106,0.117295683,-0.40847048,0.285775014,-0.007488109,1.217161365,0.229471791,-0.763804647,-0.287363096,-0.440216496,-0.358001532,-0.05734071,-0.25912621,0.006944593,-0.417222111,-0.34720413,-0.400007784,-5.29E-15,Normal
GSM153139,-28.06833652,-7.096434324,-0.39692863,4.468735275,0.022335001,-5.969655961,3.418891996,1.845256669,-4.066346069,1.837409292,-2.012576013,-4.239049432,-4.632951738,-7.126029639,-2.304808263,1.204022031,-1.085143503,-4.065774504,2.944438481,0.58490708,3.106912767,-0.262957992,-3.167859877,1.432172988,1.50344767,-2.242949045,0.930731025,0.92065942,-0.112137178,-2.988865155,2.416153435,0.27672447,-0.643461589,0.146701791,-0.543576987,-0.346538517,0.252427595,-1.157979385,2.677916125,1.689400781,1.654573398,-0.75355541,0.064100459,1.9610714,0.623656384,-0.769170719,-0.416869685,2.12758285,-0.232794294,1.197823477,-0.872773303,0.159254054,-0.110700603,0.615045374,-1.730619298,-1.04852648,0.006202742,0.810282758,0.042625796,-0.494402256,0.211387437,-0.413904162,2.225532304,-1.376506522,1.27640984,-1.316874016,-1.038092965,-0.338147695,-1.076585202,-2.30751054,2.073807038,-1.187701448,0.10262304,0.303157187,1.731852748,-0.428820827,-0.828521455,-3.184305228,-0.119685621,-1.180452285,0.805221315,-1.339332663,0.981411047,1.418410574,0.569607816,-2.090517655,0.809199952,1.705808469,-0.056963054,2.372196364,2.075665845,0.323040779,-0.477480295,1.107796258,0.151268948,-2.509381264,0.119566505,0.720822394,0.854776333,1.329270108,-0.370137649,0.141140563,0.291219244,0.397615187,0.203914928,-0.690259943,-0.028554937,-0.096052225,1.961810511,0.218704647,0.330169837,-1.592619329,-0.944538107,-1.763913033,2.096531148,-2.222675792,0.522157932,-2.17249461,1.288712081,0.665132847,0.120517187,-2.465225126,0.851780838,1.444590817,0.506090491,0.575603738,1.135907832,-0.508324734,1.61398579,-0.460027812,-0.878753537,-0.825135894,-0.872253272,-1.003065631,1.169811401,0.647772974,0.006079057,0.636592049,0.869877228,0.31253103,0.294033919,1.200573146,-0.399953084,-0.098620484,1.136569344,-0.952501329,0.297887568,-0.367934541,-0.890072784,0.598595413,0.951113413,0.056094879,0.29106139,-0.027691888,-0.165959812,0.362427121,-0.383045904,-0.273837408,0.170887944,-0.943265208,1.379964151,-0.7903377,-0.250822456,-0.350976244,-0.818295983,-0.028783934,-0.070841081,-0.058063853,0.482265075,0.137985677,4.19E-15,Normal
GSM153140,-8.04595187,6.594478034,-4.509584927,-0.388726131,-5.710151798,-4.422508752,3.267556975,1.659619202,-0.015517332,4.468138192,2.911866678,-3.072640234,-0.622027355,-0.956268401,-1.965730219,2.747723938,-3.311807211,0.940659316,0.798392152,-3.438536455,0.755309134,-0.572409909,-3.370518656,0.836005351,1.556937047,-3.119858624,-0.402526977,0.537960229,-1.705610871,-0.781918166,0.618543675,2.099308085,3.709253214,-0.299443092,0.312681048,-1.112867207,0.045366435,0.084738619,0.581254401,-1.364591433,1.406442136,-0.915940251,0.168006336,1.109260475,4.039545859,1.433778693,-0.348852807,0.103774592,0.794502565,0.335463836,-1.859519409,-1.506206738,2.289283447,0.459593734,-0.151261621,1.398011857,-0.28565052,-0.176478353,-0.36247405,-0.072699982,-0.825264663,1.272916106,3.443396655,0.577345714,1.316255364,2.070903808,2.277485357,1.036507675,-0.132008162,-1.607717702,-2.252694881,-0.710626989,-0.926421322,-2.934648744,-1.39824936,1.38469721,-2.554878364,0.635305305,-0.812798515,-3.150858359,-0.710527416,2.644959239,2.1542059,0.553142882,1.73257608,0.143392616,2.248272936,0.662482005,-0.632261479,-0.009196431,0.188725716,-0.113622257,-1.915815764,-0.273797064,-1.113644163,-0.729519102,-0.337021799,-1.045534858,0.445149014,-0.120544955,1.25306817,1.209752803,1.169776197,0.890114253,-1.09922304,1.428492465,-1.840489699,1.93286281,1.236644878,0.115684521,-1.01931344,1.012445895,-1.535031338,0.076150661,-1.553943541,0.105937118,0.349887478,0.147719937,-1.558059735,0.153128443,2.276919343,-0.096686493,-1.631855616,0.693209659,-0.014259711,0.291458965,-1.399804574,0.484140528,-0.26582628,0.842129265,-0.293565281,0.951563721,0.234339861,0.122251053,-0.076218166,-0.577418422,0.5113556,-0.293214612,-1.561119018,-0.30935041,-0.61242615,-0.915396595,0.54965558,-0.304350381,-0.757108758,-0.908831381,0.151466767,-1.222820725,0.716549497,-1.484192935,-0.659834815,-0.167481185,0.445453108,-0.582853146,-0.463158144,0.404330563,0.12068814,0.259520538,-1.883830573,-0.403705657,0.343392749,0.287188083,0.204967003,0.500725671,0.241272178,0.012230137,-0.356128337,0.690476637,0.34287676,-0.092291559,9.93E-17,Normal
GSM153141,-1.838689093,11.24065464,-0.006977272,1.372430523,-0.219518297,3.630391564,-3.200631016,3.286870104,-1.384261904,2.920531519,1.404846052,-0.204084429,-0.078890015,2.712046803,-0.424363904,1.907206798,0.014868691,0.968129364,0.774800752,-0.348137808,0.833306643,0.165732073,-0.187849595,3.10453373,1.313637457,-0.066148315,0.522121459,1.625107679,-2.074580918,0.742757582,-2.522376516,0.617337488,0.187454404,-0.998571475,1.783144041,0.132395608,0.628870471,-0.989268683,-0.920060872,-1.861513031,0.609525041,0.487588013,-0.52304935,0.908217135,-0.675300493,-0.66523162,0.190952908,-2.334833817,-0.078304597,0.741578658,2.482391979,-0.53864012,-0.725669423,-0.566324991,0.689043035,-1.230321576,-0.681077291,0.94339876,1.904040858,-0.920826408,0.04361739,0.696042091,0.433773885,0.891889961,-1.241417422,-0.642943932,1.13117702,0.379336865,1.118821372,1.26171099,0.783603481,0.754654493,-1.259958026,1.633688023,-0.785383758,0.473934183,-1.289396482,-0.829736092,-0.491513455,0.51601949,-1.534026231,1.140372531,0.100298049,-1.211143498,-0.975689033,-0.541589694,1.848587667,-0.851516214,-0.502012992,-0.420074807,-0.588724439,-1.060895073,0.158051559,0.572525358,1.234145455,0.263389297,-0.163856956,1.078949825,-0.274334516,-2.111130206,-0.12647269,-1.617130423,-1.33134255,-0.106292785,-0.125930796,1.579476545,-0.73880131,-1.790319645,-0.284084927,-0.804813697,-1.0557895,0.850365803,1.182460682,0.486220454,0.349778667,-0.453740972,-0.707624222,-1.761663877,0.776999503,-1.160875036,-1.354171351,1.170698227,2.704381134,-0.407769425,0.643786942,1.584619979,0.1648197,0.259321184,1.934624223,1.444409048,0.613539581,-0.962760919,1.357319004,-1.616303285,-0.485778325,-0.423267903,0.024166222,1.777813568,2.043294509,-0.014053223,0.219216675,-0.013177387,0.905949304,-0.443816574,-0.81296127,-0.767561343,-0.137983135,-2.951803793,1.380640607,-1.856986466,0.503455681,0.758967108,-1.626932492,-0.353506038,-1.019295365,-0.00244737,0.473749193,-1.273104343,-0.387454806,-1.199602343,0.272603528,-1.199734999,0.376360136,-0.083483158,-0.899784202,-0.000993132,-0.133508927,0.603418846,0.393176945,0.069379356,2.93E-15,Normal
GSM153142,-21.76558603,-6.367399791,0.299936108,-1.785803598,1.57978907,2.12386725,-3.612779832,-0.43761459,-2.98899634,-2.129101255,-0.80362733,2.961424835,8.838286387,-4.947592013,5.555628859,-0.815254522,-0.455238957,-0.134960782,-1.355810733,1.996526024,-1.669833344,0.142452124,-1.645750041,-4.164049672,1.279961192,-1.272847587,0.015232821,1.999096349,-0.789452168,1.60787498,0.655937349,0.395298035,1.142780312,2.217369871,-1.379272657,-0.317328941,-0.317589613,1.512827069,-0.31754864,-1.960939181,-1.262762403,2.904874588,-1.781569404,-1.324706293,0.265721567,1.958329484,-0.207344393,-0.235730802,0.049467919,-2.627116303,-2.123276799,-3.453066998,0.95509743,-0.854062863,1.172293286,0.291667849,-0.664062947,0.46036223,-2.759211671,-1.261692083,-2.329865566,0.979418026,-0.235980746,-2.94223162,0.324980332,0.224174606,-1.620056212,-3.336765274,-0.01108418,2.077579489,3.206075673,-0.369804814,-0.605652233,-1.652515418,-1.782183996,-0.279283145,0.800803925,0.189910053,-0.655753508,-1.29637661,0.346979559,0.954666612,-1.752322341,-2.672890945,-0.323537117,-1.466947777,-2.212008126,-1.773133373,-2.420346037,0.069790723,-1.242003165,0.587027808,-1.906435214,1.070034172,-0.94119453,-1.364148939,0.188036946,-0.653935292,0.611928505,-0.735253792,1.245662095,-1.558947383,-0.944710059,0.296393222,-1.413002624,1.788248715,0.346100363,-0.509404125,1.864426588,0.043243283,1.722530455,0.776344967,1.809693344,-1.579117057,0.071980238,-1.760824618,-1.108628642,-1.14323015,0.83564302,0.54936228,-0.972685514,0.253472041,-0.837029975,2.035719739,-0.237778725,-0.593266324,-0.511934792,-0.766110056,-1.095593973,0.279478468,-1.625190075,0.200931173,0.480852469,0.121193867,-0.149401314,1.23308687,0.09769528,-0.37574211,0.304955841,-0.401039275,1.039226047,0.691460444,0.47303994,0.404476985,-0.62482473,-0.026813359,0.043673153,-0.609800753,-0.356765697,-0.413742153,-0.468786282,0.158864665,-0.825849579,-0.176082588,0.372604645,-0.387463986,0.105025767,0.985052372,0.282546268,0.063684478,0.018367843,0.543668759,0.16850779,0.510168326,0.063204595,-0.118368418,0.030594318,0.188191276,0.70361098,0.531663024,6.81E-15,Normal
GSM153143,-0.814906229,7.425251366,1.783609294,-1.895878848,3.769037602,-0.442730312,-0.834327205,3.058911948,-2.682412178,-5.120343821,1.2775112,2.269542903,0.752061402,-2.077366395,-1.628119195,-5.088745963,0.679101992,1.470108369,1.270920987,1.928909936,-3.053175293,0.576216771,-0.492382799,-0.257197988,-2.235464741,1.250879601,1.131915664,-0.148742462,-0.244200981,0.775687765,0.820661213,-1.32178965,0.086010849,1.296023305,-1.707908166,-1.996915944,-0.716213465,-0.34764024,0.245149188,-3.367147624,0.324239091,0.997013802,1.158456522,1.357031664,2.3714808,-0.186849936,0.58031955,0.674193397,0.969247694,-0.210657521,0.487714293,1.34699588,1.739059082,-0.578145554,0.555813358,1.040230348,1.102526208,-0.513407303,-0.015026172,2.487935851,-3.492762825,-1.066438166,-0.735342805,-2.371916505,0.628183989,0.917634551,2.696852996,1.467364418,-0.255616413,-0.531313733,-0.616704385,-0.901992757,-0.40000702,0.725895955,1.047185428,1.823226349,-1.516136267,-2.238380456,-0.087529649,0.104412112,0.304366699,1.235879687,-1.053003119,0.937436159,-3.032601845,0.525654068,-0.941305615,-1.162535854,1.598452936,1.903058796,-0.411405923,-0.190755732,-1.59877152,1.463409569,1.238997871,-2.533873348,-0.461372594,-1.5322748,-1.598533662,0.813723863,-0.538474061,-0.423142177,0.022030364,0.683616082,-1.093509678,-2.241185108,0.44197573,-0.300658028,-0.068998806,0.243359347,0.122306694,1.625517444,1.299332281,-1.346152278,-0.177015125,0.318311023,1.073627232,1.622643253,1.389438496,-0.039388843,1.500972876,0.969597346,-0.932582746,-0.388448716,0.707631714,-0.114476269,0.725636752,-0.146231976,0.626618229,0.446055027,2.2820743,-2.618191976,0.474919838,-0.383936739,-0.017696035,-2.016263326,0.363176405,-0.005010641,-0.789425377,0.32460711,0.273351643,-0.297989229,0.176317802,0.633641899,0.604280867,-0.627936401,-0.806960543,0.012904675,-1.699920226,-0.924030504,1.348905843,0.360252977,-1.454528205,-0.77901768,-0.36507793,1.197862776,-0.372570011,-0.535903633,0.784683319,1.191014662,0.224051437,0.715777873,0.385729228,0.176062277,0.584525686,0.581597553,-0.218194634,0.20771688,-0.407548579,-0.00486392,-2.09E-15,Normal
GSM153144,-8.587642986,7.158627325,0.425254924,2.006939557,-2.042705641,4.275980357,-1.814051962,-1.742432374,-1.424492356,1.682209293,1.437645516,1.11435616,1.010914598,-0.027097607,2.720512684,-0.74996871,0.397384236,-2.122948985,-1.164680069,-0.89631725,-2.68143561,-0.072410738,-1.148072434,-1.324838098,-0.547550713,-1.01741577,1.557660847,-0.670317732,-0.308127821,0.526339823,1.93143119,-0.163944376,-0.13949782,1.537933849,0.006797492,-1.167329946,0.307185492,0.138687171,1.489404466,-0.315279284,-1.799364053,-0.854580296,0.739407324,-1.285672212,0.781139726,0.117086865,-0.688231588,1.234400745,0.675585868,-1.64188897,-1.20486337,0.405343375,0.424257866,1.162059109,0.112157214,0.355540044,-0.83543761,-0.056461095,0.863948892,-0.353325098,0.234865192,-0.095043224,-0.384361219,0.857030448,-0.975228403,0.331048024,-0.961696943,0.177842534,0.302445043,-0.431598167,-0.36408041,-1.334595243,0.440898431,0.343873103,1.058228406,1.188474321,-0.378409441,0.417417798,-0.873949797,1.073109959,-0.534413125,-0.262586077,0.153107378,2.023712743,0.596062726,-0.939668062,0.125888863,0.908598086,0.377034061,-1.369920893,-0.972262055,0.03858564,-0.82060169,0.106042604,-0.217996504,-0.261381042,-1.42922489,0.61110001,0.505724999,1.424307868,-0.465137758,0.122559496,1.130507963,-0.109327084,0.002594815,-0.633161793,-0.568630683,0.603713385,-0.930914254,-0.893780952,-0.534386866,-0.473710247,0.164334643,-0.478965182,1.273547598,0.49925311,0.084889321,-0.001356289,0.455134699,-1.613818163,-0.91670878,0.605557084,-0.429711163,0.508613032,-0.426469483,-0.567160034,1.463390501,0.163055245,-1.192935665,-0.296877829,-1.127818917,-2.14942256,-0.409423038,-0.636837885,-0.185371594,0.08618607,0.161582121,1.349496093,-0.548579662,0.168281858,1.833086751,0.178196808,1.407532992,-0.926231398,-0.766609188,0.074113233,-0.446104222,0.546573388,0.571318896,1.297217206,0.786364853,0.328108059,-0.918397058,1.290138824,-0.25307551,-1.442354781,1.637794463,-0.226017008,-2.068532512,-0.618199714,-0.160459408,2.100329908,-0.205449146,-1.485346764,-0.488224715,-2.00949663,0.607697236,2.818973557,-1.752796686,-0.191880109,6.11E-15,Normal
GSM153145,-38.61031018,-19.88165016,0.278087897,2.561114104,3.628351089,-8.68809608,0.62335052,9.959645902,-3.044057107,-6.878229816,0.385569764,-0.398571271,1.190475525,-6.746725286,-2.195862751,-1.960352347,0.560928414,-2.680078332,2.634522929,1.383569591,4.875558927,4.477694706,-0.327221055,-0.336852567,-1.6965264,2.426780248,-0.086014197,-2.278730098,0.032585831,-2.215833673,2.777085968,2.45719008,-0.786569903,-2.1704294,1.934124672,4.231606344,2.95776501,0.643376405,-0.664485803,-2.688013907,-0.071273633,4.802948981,-1.621269365,2.284104336,-1.656503701,-2.837812006,-1.625870242,-1.363055844,-3.161347043,0.933807355,3.099167594,0.78946846,-2.590895791,-1.036831093,1.12473744,0.628572233,0.606912062,0.477684529,1.862936938,-0.445513015,-1.441355811,-1.325118303,-0.04464996,0.112202219,-2.421884907,3.282911661,0.637527725,0.062961241,1.653985503,-1.028587123,-0.570698818,-1.256694132,0.114922468,1.167342993,-0.96784282,0.889041946,-1.240143477,3.289096253,-0.626007857,-0.497355505,0.108252505,-0.267852979,0.960475751,1.674420699,-0.745017984,1.372683192,-0.724094141,1.731308435,1.097086325,-0.904187745,-1.864425358,0.009326887,-0.959659113,-1.195650115,0.590180818,-1.822611477,1.546593933,2.239872982,-1.29112772,0.029792691,0.966564341,0.983784352,0.131672616,0.717110677,0.613042806,0.117877668,0.470303075,-0.710232556,-0.344149831,-0.705421899,0.199763895,0.294847615,0.860607278,0.633834537,0.944216055,-1.409244923,-0.755866967,1.043243755,0.283090486,0.28911506,0.516199109,0.130585602,0.119851791,1.647397444,0.073375169,-0.262308241,-0.067610474,0.312850379,-0.210267164,-0.155991284,0.039530908,0.788554961,0.613917335,1.039251931,0.495147334,0.522178532,-0.256751601,-1.403687913,0.520925427,-0.08273341,-0.658969996,-0.494524418,0.615205359,-0.394739306,-0.409539606,-0.276484224,-0.030686508,0.387028799,1.332858007,-0.098033891,-0.229308941,0.721406397,0.058260576,0.001816378,0.43555568,-0.427812914,0.313132781,0.569640356,-0.376911284,0.4768631,0.284443649,0.099750738,0.317810583,-0.155165088,0.09484524,-0.087799936,0.146107184,0.185545162,-0.479999423,-0.274850312,-7.58E-15,Normal
GSM153146,-10.39156243,3.576204407,4.459318684,0.858946919,4.883410619,2.915381309,-2.744058537,2.437864317,0.224163079,-1.133789703,-0.554182791,1.530808122,-6.217964279,0.106233092,-3.282346881,1.027007606,-1.706025782,-1.999682125,0.350156838,0.668615821,0.577392623,1.758421529,-2.034270371,-1.126186768,0.694504276,-1.011971487,1.161262214,-0.388732676,-0.85065189,1.247269174,-1.506356068,1.183820653,-1.123977963,-0.890577164,1.058406335,3.080874618,1.661902861,-0.885609727,-1.785875957,-0.935439282,-0.76605482,0.44309451,-0.457400211,-1.385735323,-0.978913509,-0.878839062,0.635103192,-0.137118858,0.102859379,-1.389797302,-2.415718047,-0.073240908,-0.156960414,-0.702283696,1.044270746,1.655079933,-0.465786923,-0.603172777,1.429381185,-0.561130712,-1.086667063,-0.759466465,-0.75181884,1.661710905,0.01471265,-0.576281613,0.731638707,2.596425841,2.884471352,1.615081109,-0.695006198,0.156836404,-0.757338008,-0.684669233,-0.432409178,0.187792388,0.014780255,-3.006754513,-1.223148947,0.236494624,-1.802607605,1.650938229,-0.119042593,-0.125652156,0.785204863,1.502458574,1.829484052,0.697083953,-0.249188298,-1.846717216,0.726643269,1.170768507,-1.015240033,1.640203852,-0.713853251,1.833342506,1.110787192,0.247948056,0.540864921,0.884346857,0.452679678,-1.388524575,-1.74729634,-0.125051479,0.04738144,-1.711562976,2.561290131,-2.406017094,-0.639812897,1.623404766,-0.481069934,-0.193585628,-0.691656281,-0.664491404,2.2979034,0.826737607,-0.071415089,-0.537981321,-1.119916353,1.084103781,0.139312187,0.028282885,0.116926559,-1.446061521,-0.50717641,-1.086376436,-0.378764073,-0.919899482,0.849658616,-1.437524563,-0.687315117,0.504655247,-0.277313199,0.173250998,-0.881023852,-0.276544992,-1.527449875,-1.22413911,-1.214684996,-0.557674752,1.618281335,0.580867239,-1.108674572,0.071092108,0.135821093,-1.363455779,-0.345839665,0.512916067,0.629396101,0.16766619,-0.428028818,-0.587274865,-0.861269959,-0.07917678,0.031521709,0.857006446,-0.244685484,0.654589426,-0.580754693,-1.30013047,1.337093945,2.106937353,-0.699511439,1.090421404,-0.052061968,0.463255013,-0.468755886,-0.321023022,0.428470972,1.198621858,7.62E-15,Normal
GSM153147,-7.314219795,5.908378448,2.964465124,0.324599762,2.493086138,5.348428389,-1.502306705,-4.099473828,-0.789808152,-0.700537483,-2.418200061,2.255317045,-4.272810023,-1.442097289,0.589655451,-1.330927394,0.108599974,-3.637214483,1.573545281,-1.545617,0.007172106,0.272018428,-1.383697999,-0.036526665,0.172672903,-1.0147592,0.166477152,-1.38817015,1.443384245,-0.849373054,-1.163844064,1.446144187,-2.748847173,2.123872602,-0.984106585,1.642674273,0.844723916,-2.989687254,-1.145116341,0.069831097,-1.712581687,-0.664084826,0.73280063,1.710445703,-0.22130896,-0.079878124,-1.100538188,0.257705092,0.502037703,-2.162939636,-0.308128066,0.516414256,0.116549788,-0.773406359,-1.046002583,-1.402846325,-0.415010241,-0.256509043,0.354954858,0.749532537,-0.114968771,1.302129871,-0.309310319,-0.508079242,-0.405818514,-0.892488828,-0.692582759,-0.518797023,0.170359477,0.907572664,0.36733319,0.15335951,-0.332332398,-0.232108845,0.881838561,1.748874201,-1.784433213,0.003127644,0.630201061,-0.88368346,-0.451673106,-1.147840642,-0.71343341,1.081372575,-0.982439892,1.36061132,-0.104821724,-1.273718226,2.560552446,0.906206536,2.249930578,0.148249967,0.888108573,0.728609331,-0.818203399,1.298599231,-2.342887883,2.27906587,-0.585040851,-2.006950146,0.030093015,0.192847149,1.083133416,-0.863280361,1.292061116,0.667678133,0.933997484,0.506838271,3.456492061,-0.925530375,2.27897553,-0.652976217,1.540454141,-0.522709675,-0.106425048,-0.071654296,0.69068332,0.464196654,-2.858669502,0.295145289,0.386603776,-0.391381478,1.398538565,0.10386522,-0.086045924,0.095773527,2.274911894,-1.357013004,-0.511045504,0.338251936,0.068441478,-0.444076155,0.284745277,1.440462063,-1.775738332,0.279959282,1.286127181,0.152621312,0.658107357,1.428435609,-0.52553145,-0.461157763,-1.653446419,-0.166736873,-0.828316975,-0.353784903,-0.53613771,-0.503812587,-0.131365267,-1.445805921,-0.935821913,0.770298644,1.514350534,0.90030448,-0.882897381,-0.661616828,0.04306527,0.09166552,-0.943614815,1.020963296,-0.6374739,1.202098939,0.607430635,1.390394572,0.005400181,0.259093383,-0.224855188,0.298015008,0.599540583,-0.733935982,6.67E-15,Normal
GSM153148,-6.385324181,9.308843647,1.732615372,1.004343587,2.62463754,3.444061874,-3.789693931,4.676016838,-1.745541885,0.335591857,1.367121502,0.575246482,-2.432128332,0.822270217,-1.315955886,-0.622593351,-0.235928818,-0.705402975,0.876760018,0.342900298,2.040063971,1.326208228,-1.442680144,-1.498298242,-0.581847107,-0.938321836,-0.160368795,-0.433580117,1.479170043,1.285524784,-0.808886101,-0.840622483,-1.810216254,0.952883614,0.824973028,2.188308017,0.043565528,0.532258944,0.058777093,-0.19405675,0.797228309,1.149103096,0.549386205,0.148693081,0.419939164,-0.133962678,-0.053071118,-1.299670801,-1.672569448,0.047802602,0.883330954,-0.152636952,0.813629564,-0.617307257,0.094600614,-0.77838,1.419549728,-2.317354166,1.368105854,1.405661668,-1.17391371,-0.225301565,0.291648745,-0.380305034,-0.584565199,0.212500065,1.362373454,-0.538607607,0.713417135,-0.214395571,-0.971785287,-0.326599313,-0.781812411,-0.101339507,0.045988183,-0.82248288,-0.045982987,0.935053013,-2.170204241,-1.93955357,-0.142793602,-0.502823695,-0.987918996,-0.250891878,-0.172358548,0.051375145,1.230000737,-1.011515538,-0.920472768,-0.393577139,-0.457570953,1.590854337,1.055666976,0.237071398,-0.984368447,-0.372115708,-1.784237494,-2.848001078,1.142951044,0.01381908,-0.192217251,0.595583611,1.330485431,0.474966035,-0.627823477,0.678738751,0.312000323,0.405304063,0.012227606,-0.256010061,-0.386933224,-1.509183,-0.302774344,-0.130311553,1.018641268,1.805188784,-0.841399611,0.228499915,1.259035761,-0.440382434,-1.850674112,-0.968514644,-0.063564088,-0.794187273,-0.814486697,0.850626685,-0.195011012,0.258504162,0.32896458,0.116230141,0.748582575,-0.650717602,-1.118522581,1.144747957,0.523255692,0.457058116,0.916658805,-1.051708974,2.685138012,-0.875882236,-0.773801515,-0.838959307,0.917738154,-0.576589261,0.954052575,0.937697662,0.636844356,-0.218423894,-0.335068184,1.027112,2.297345512,-0.867946342,1.316992941,-0.501798574,-0.311712854,-1.178291343,-1.127271804,0.373437212,0.049227948,-0.585093688,-1.292814581,-0.07456296,-0.759735565,1.004989067,1.935427167,0.04215129,-1.677694199,1.876586754,1.229447564,1.243164057,1.39E-15,Normal
