,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,Class
GSM120495,-25.23328845,-2.246150197,-0.734709948,-4.321069278,1.316581201,3.31052734,6.250332895,2.532286701,9.190525531,-2.618652344,0.522561039,2.967524783,-1.870812794,-0.428109856,1.140247053,1.023552911,3.18606344,-2.604018872,2.210698811,-4.11640602,4.900970012,-0.979582718,1.383256531,-0.334541734,1.075702749,-1.017119374,-2.633380463,-3.630940738,-3.017284251,-2.023449758,-2.581910317,1.3644003,-2.266045068,-0.021425849,-2.132863143,-1.356708156,2.891666666,-2.604867414,-0.852475956,-0.542636863,2.342733847,2.304415535,1.700567368,2.024187812,-0.07492172,-3.129626603,-0.442634548,1.820062273,-2.243198281,-1.499891876,-2.942698762,-1.818901631,-3.566164695,-1.364356488,2.835498796,-2.043537861,3.100293428,-0.833169658,-0.936276543,-0.671485313,1.146106719,0.060566039,-1.353196141,-1.063016827,-1.521081231,-0.466349385,1.363027836,1.362346585,-0.570517666,0.940655981,1.382103751,-0.219668106,0.186060083,-0.189725648,-2.524820241,1.591856531,1.053108354,0.077145367,-0.155128933,-0.742124937,-0.445585123,0.653317718,0.090433203,0.110144061,-0.512250158,-0.168826191,-0.225245456,0.077513516,1.396199613,0.199423321,-0.634171868,-0.731437907,-0.698081592,0.045409971,-0.168541671,1.293984691,0.584549199,-0.39500999,0.871987359,-0.223618797,-0.201871321,0.173543005,0.088178953,0.44289015,-5.77E-15,1
GSM120496,-22.28963921,-2.09438818,0.408796889,-7.15332519,-2.353685285,-2.319923574,8.899323943,-2.802248677,8.779706407,2.055187949,2.974914923,3.83859566,4.685812322,-3.694732693,0.936040246,1.411471461,-0.440267389,-2.461807187,1.311911492,-2.439927598,-0.997324688,-3.156106738,4.016830042,0.984389008,0.62787436,-3.766065892,-0.228941846,0.9742969,-0.829797245,0.240134849,-0.539488516,-2.033612599,0.587263621,3.676215519,1.597797315,-1.219150992,-1.337946196,0.678008222,-4.536613732,-0.573449167,1.620459628,-1.080901218,-0.261488071,-1.048654177,-1.068335929,-1.400801481,-0.125283027,2.037229946,0.694607685,1.186425218,4.288525809,0.126016402,-0.409846493,1.104128253,-3.13125661,-2.24606322,-1.45361324,1.160060028,1.282182662,0.013233925,-0.194677394,-1.811386123,1.757928313,-0.157418341,0.076312137,-0.507185355,-2.453669886,-1.350320411,-0.146655942,-0.21477663,0.8777126,0.801413864,-0.075410137,-0.603630786,0.851178452,-1.017669409,-0.021655675,0.139767531,0.433555442,0.333079726,0.783317,1.347799861,-0.296691826,0.277712343,-1.256146501,0.302679876,0.92847491,0.7497045,-2.142080745,0.217774483,0.103706581,0.526625664,0.809432994,-0.709277872,1.839581381,-0.003543316,1.530977289,1.023556408,-0.098725844,0.221867694,0.73787421,-0.655616591,0.619266944,-0.031700096,-5.41E-15,1
GSM120500,-24.89509672,-0.322698889,-2.639101998,-5.516717832,0.362302344,-0.642000208,3.060183012,0.224454462,0.080345789,3.137352705,2.937594346,-0.849311543,-0.693016555,2.50161843,-0.85810075,2.951892418,-2.491326136,0.693168145,-2.21766045,2.541259619,-2.223930097,1.855621624,-0.608237352,0.354981372,-3.01681312,3.063107781,-0.848891397,-0.204631026,-2.315695509,-0.305491816,4.648591454,1.088246447,-0.24738725,-0.083055969,1.769961482,1.59424621,1.565572644,1.648174771,0.933909851,3.092861541,4.091910334,1.341201241,0.284479574,-0.678179673,-1.949331839,-1.192475468,-1.426299093,-0.097416245,0.283772454,1.718142645,-1.878660714,0.988513335,-3.552806521,1.2256714,0.901268819,-0.03198303,-2.247472015,2.173090419,-0.164506817,0.167071868,-1.786383757,0.313113552,2.939147812,-1.897914835,0.274269378,-2.271860144,0.781853438,1.921971155,-1.106884051,0.611157297,-0.390573314,1.061101625,0.032954101,2.666408899,0.981131405,-0.912954982,0.412415591,-0.737910029,0.414944165,-1.450018558,-2.543973987,-0.076602992,0.31155208,0.960908444,1.542097899,-1.892542569,-0.094778115,0.192630557,-0.690677285,1.111110752,-0.811358718,0.116008109,1.630579661,-1.080324218,-0.723984515,-0.031312148,-0.607224309,-1.876584924,-0.469889338,1.165263552,-0.039334548,0.321921237,1.084006873,-0.631918463,-1.23E-14,1
GSM120505,0.480406178,0.933318115,0.451725633,6.433154903,-3.078285009,3.081443702,2.340290028,0.698173849,-0.583576021,0.264639783,-4.781507097,-2.657470998,6.210724983,-4.841766383,2.105862849,0.496731639,2.685797038,-2.479438887,-0.987130918,2.602558023,1.781277841,-1.664438377,1.795137295,3.46599239,2.123372618,-0.688911816,0.904125167,0.088284934,2.251104039,1.558862178,1.884564984,0.369214122,0.445712055,-1.910855098,1.37341896,-0.870527037,-1.578455309,0.313015012,0.105151737,1.813358461,0.552596052,-0.485999241,-1.177840397,-2.097107434,-0.658573294,-0.35203421,0.620088465,0.633110818,0.633265464,3.022636553,-2.381551798,0.848781743,-0.785947312,-1.032415759,-0.061214581,-3.018343582,-3.822764318,-0.439640197,0.036356162,0.32820557,1.705162609,-0.232681914,-2.339651583,1.286950148,-1.782941694,-0.193327612,0.605232133,1.399486185,-1.338530903,1.085454092,0.175625964,1.002483863,0.44291732,-0.028054251,1.848940511,-0.135736294,-0.052977351,0.394591581,-1.180974875,-3.231015119,1.673558451,-0.186330311,-1.653821809,-0.083283019,1.064996645,-2.299068138,0.125285737,0.025060601,1.599363704,-2.16248026,0.205319882,-1.024869903,-1.268161377,1.231544211,2.018270497,0.971088082,-1.136248611,-0.616483178,-0.661960092,-0.418671509,-0.181331085,-0.510298519,-0.342588399,0.173452016,2.28E-15,1
GSM120506,-4.4706578,-3.960796586,-1.456943604,11.98248674,-4.51453098,1.554435159,-6.266407358,0.833851942,1.420593391,2.770296506,2.226695678,0.391289265,5.246327831,-0.596542812,1.181435664,-0.777226607,3.118824605,-2.707048431,1.28040729,1.842407023,1.090121628,-1.589066578,1.048889482,2.575863974,2.212745005,-1.15099395,2.202788144,1.95312949,-0.457261465,1.012659997,0.92690694,-1.766769987,-0.157883292,-0.250630954,-2.862538488,-3.505146789,0.826178876,2.022843612,3.033132346,-1.227286234,-3.327358412,1.940092684,1.127314098,-0.341475025,1.067962329,1.317497536,1.073667823,-0.543175236,1.494876722,-1.167309359,-0.693226427,2.183786646,-2.028712537,-0.785417069,1.353541068,-2.264876028,0.813191774,1.095818539,-1.81359151,-1.717621342,-1.442414825,-1.656253794,2.18490088,0.320230227,0.02416981,-0.069798544,-0.246299919,-1.130744312,-1.979158306,0.15419021,1.640615966,0.131952955,-2.090298331,1.59383711,-0.771901084,1.31515822,0.043212025,1.10719287,0.292492273,1.883447203,-0.929415698,1.271509111,0.824487207,0.107417833,-1.303489712,-0.496716078,-1.533053322,1.589708241,-1.351431294,1.667395234,-0.606293212,-1.345995154,1.098862219,1.122706401,0.188194887,-0.693560407,-1.167016923,0.76011252,-1.317410424,0.103733341,-0.642106749,1.450120736,0.15669181,-0.228898355,2.22E-15,1
GSM120508,-18.85670326,0.320292561,-1.190822584,-2.776288515,-2.78288587,1.525242388,2.894210784,-2.183234186,-1.52661074,-0.464610019,0.542962985,1.620780743,0.516543881,-0.274967902,0.893062677,-1.468208759,-2.337815243,1.195890922,-0.04197444,-2.316614768,-2.10493072,2.153570955,0.978300712,3.178320522,1.180073853,-1.760370373,-2.848299642,5.318546032,-2.379380955,2.086189846,-0.292104363,3.777506237,1.978832189,-0.920978879,1.936779031,-0.468173233,1.007491651,-1.373606408,0.135202498,0.490898885,-2.635852974,0.430809446,2.783350886,-2.778786889,-1.707598674,-0.645876791,-0.787927826,1.237527484,-1.86309098,0.399018328,-1.454942039,0.398099751,-0.054868275,-0.107240746,0.419818707,1.434603346,0.502911877,-0.43049022,-1.127806462,-1.850925704,-1.315640699,0.281382964,-2.770504661,1.241957591,-0.779514504,-1.104984543,-0.567692214,1.793425219,1.46831541,-2.265390786,-1.730965115,0.500590612,-1.526408661,0.212499147,-1.451375904,0.248180792,-0.733678767,0.905637871,0.945492602,2.014387537,-1.676560198,0.753843854,-2.854960046,0.618651167,1.069648013,-0.148254915,0.215628704,0.439399897,0.320580165,-0.893364217,0.829719321,0.891550231,0.314540396,-1.197050534,-0.227441685,-0.510031832,-2.145900782,1.722209235,-0.892094264,-2.026147563,1.997658219,-0.071054809,0.258858595,0.260556169,-8.37E-15,1
GSM120518,-9.803281109,-0.505312971,-1.967360433,0.324801266,-1.745435707,1.066706789,-4.992454611,-1.710856016,-0.385249181,-0.726224335,-0.195909212,3.765706605,5.386231635,-0.887441459,0.394656333,-1.166251787,-0.993831965,-0.754276255,-3.596176227,2.434499241,-1.4706293,-0.413211867,-0.735408749,-1.899313063,0.243971235,1.604766438,-0.774159638,-0.248096144,1.254761654,4.094316788,-0.655905199,0.65780096,-1.549429391,-1.256134223,-0.804600096,-1.983189101,-1.313455157,3.180326808,-0.081969176,1.284967848,2.379131211,0.129417967,0.184391362,-0.126249872,-1.410375213,-0.065525109,0.341750058,-0.172600578,-0.987348659,0.283571742,3.241957156,-0.770346004,1.648446955,0.037019157,1.451417363,-1.463107104,-2.02481227,0.924718185,-0.276281758,0.739588907,0.937780876,1.265457587,-1.748710583,-0.758740086,-1.69667404,0.513822344,2.751908085,0.527534086,2.511251869,-0.264766357,1.263074652,1.493953194,0.153477042,-1.32451243,-2.298120728,2.72452765,-0.662865248,1.955819502,-0.165832212,-1.55710839,-0.5911258,-0.441402101,-0.07288617,0.237982151,-1.410921221,2.362335593,-2.259673241,-0.883389552,-0.24766622,-0.397823731,-1.86097423,-0.092127152,1.20719494,-2.079146428,-0.580249075,-1.781051512,0.062474235,-0.476334768,0.410511167,1.628175334,1.146243845,-0.590713595,-0.736617398,0.728740587,-2.62E-15,1
GSM120524,-1.430125669,4.848137741,8.607542018,0.115522342,-6.499518531,-3.890673961,1.644265045,2.518325195,1.663782613,3.740455847,-1.506253356,2.493635561,0.53542534,0.826548432,-1.512450626,-0.526592478,-3.51142146,1.584214035,1.54856757,-1.776940385,2.371447933,4.868459121,-1.688994091,1.164239465,-1.168880043,-0.632302169,1.286321029,-0.181124064,-1.437596075,2.012592964,-0.044665794,-0.302416717,1.323134117,1.419217818,3.690485293,-4.992804123,2.923776619,-1.952974355,5.574000305,2.039636404,-1.636677322,1.122548673,0.190002659,-0.044195612,-1.310793689,-0.544729643,-0.323332066,-0.688631339,0.886968807,0.482845449,1.620848007,1.489117607,-2.581880158,2.372215803,-2.42609464,-0.788838322,0.156883855,1.078334359,1.563898385,-0.24536984,-0.752770147,1.107559154,-1.532766904,-0.131958152,0.074156537,1.016746861,-0.541942954,-0.985531024,-0.27941021,1.069711005,-0.438424609,1.367087291,2.033544361,-1.602624371,0.446454661,1.009958902,2.500183183,-0.544740869,-0.417449843,0.996741484,-0.982133188,-1.859980017,1.184436775,-1.884615875,-0.653779131,0.511997751,-0.097598108,-2.164518388,-0.291866761,-1.484445481,0.133777656,-1.39571806,-1.831905499,-0.294669689,-0.127843351,-0.372064443,-0.542551412,0.478257648,0.872181166,0.422098622,-0.676176725,0.566011082,0.987570344,0.245574928,2.56E-15,1
GSM120529,-26.53924114,4.53769736,-1.034172926,-0.569161294,-2.730797361,-0.11868216,5.070617542,-0.435710257,-2.099054094,3.281298098,-1.484133881,-0.24096747,-2.178477422,1.127657523,0.147311969,0.166687418,-2.919950788,-1.48059725,-0.009182264,3.683128843,-0.930252319,1.183486869,-1.128903401,1.710360963,-1.387894139,-1.482276397,2.506952119,0.293287084,-0.007316313,-1.229620147,1.676620572,-2.228943482,-1.011880981,1.511707791,-0.041189393,4.572884485,-0.151860965,2.233692237,1.563589163,2.071922353,0.543775525,-2.682383647,0.879439909,0.505050782,0.928713707,2.475624604,0.313807926,2.628305965,-0.258078263,-4.375184762,0.549771717,0.470837949,-2.605704664,-3.429051599,-1.821361475,0.642145545,-1.471542169,0.641259551,-0.774591613,0.752211739,1.255656627,-0.222500161,-1.313652492,2.233700845,-0.322354981,-1.967801918,0.563690774,-2.699378877,1.97383021,0.847312455,-0.094391034,0.513014282,0.44093918,0.178042696,-3.332664129,0.441439469,-0.533166461,-0.177802018,0.877898886,-0.981178356,-0.10779874,1.18570384,-1.297602724,-1.486509136,-0.216581282,0.381735369,-1.259931625,0.231765287,-1.117070316,1.227176558,1.795569284,0.045365993,-1.7324611,1.294092935,0.181446158,-0.727153931,0.526076183,-1.5808491,1.080471319,-1.404097265,-0.225928687,0.559889931,-0.287499074,0.002715319,-2.10E-14,1
GSM120537,-19.39982248,-1.732786414,-2.244775126,-0.648776976,5.10713573,1.749517395,2.608015384,-1.455937405,-3.992629662,-1.747635916,-1.890370386,-0.28509326,1.41238447,0.221487336,-1.11088037,-5.432645152,-1.890730295,-0.953645222,1.442530166,-1.041738414,-1.35884073,0.507337351,-1.091694256,0.775331469,0.732507181,1.135937732,-0.636495371,3.168077204,2.044571439,-1.318214697,-3.703331297,-0.477449245,0.691560632,-0.93511063,0.101130918,-0.989875106,1.339616571,-2.192510414,-0.80826334,-1.456721314,0.152881629,-1.693773531,-0.067249595,-0.338316328,-0.96340568,-1.143497337,-0.242826333,0.31789577,-0.882657679,-1.187957636,1.444188317,-0.090369298,-0.566602677,-2.253905768,0.318203551,1.196628041,-0.52157183,0.055501524,1.144611025,1.418209318,1.951000073,-1.242754361,0.626098616,-2.236301795,-1.106874743,-2.45228363,-1.904575953,-2.544779912,-0.996681804,1.99659382,-1.633304839,-0.634089942,-0.944731622,-1.289656041,0.458038123,-0.438483372,-0.738301561,0.214592109,-4.297683308,-0.161605864,-0.128078397,-0.585435205,2.182359061,1.875621462,1.558847249,-1.275276618,-0.578176389,0.991658184,-1.264062031,-0.200601642,-1.895642012,-2.266798006,-0.659733667,-1.074471594,-1.726850318,-1.346431982,-0.688015076,-0.145973283,-0.392903514,-1.146273433,-0.82362833,-0.585915592,-0.106017376,0.793061528,-1.44E-14,1
GSM120541,-4.209796926,-7.448924876,-0.91114687,4.803865059,-0.087155434,0.216409311,-3.359801361,1.16002624,0.327869509,0.285587516,0.062435813,0.186561116,1.343320424,-2.533031165,0.130988922,-1.267254632,-0.076719063,-2.778800049,-2.272069519,-0.637980118,-0.28793661,-1.857966246,-0.545631091,-1.894184801,-1.347762123,-1.017673721,-2.694902875,1.152231359,0.711593391,0.196037701,-0.137843234,-1.313048793,0.802235184,1.048981498,1.582278459,0.333041929,0.548685418,1.469779647,-1.946141243,1.769482097,-0.763668059,0.26012193,-1.939936591,-2.235248312,0.650779813,0.808021346,3.108896524,2.209930747,0.541741362,0.377451876,-0.22317079,-0.94212928,0.203471929,0.728675183,1.093581309,-1.980086391,1.623705931,0.97314013,1.641768693,3.05593671,0.473505356,0.093218281,1.719790016,-0.433289517,-1.330440843,0.486724153,1.086801932,-2.524840915,-3.123668264,-0.650313475,-1.076804905,-0.590287579,-2.144510499,1.501032163,0.557139483,-1.408738889,2.569264149,-0.348669203,0.024212964,-0.326142547,0.188197528,0.364006794,0.087253414,-0.674533421,-0.861206694,1.502602598,0.773763363,-2.828501044,2.566101471,0.744914729,1.337765314,0.985457314,-0.231701742,-1.363806166,-1.984772154,-0.238158035,-0.777103068,-1.189700059,0.879292156,-2.184006833,1.307788622,0.900019235,0.485536968,0.175229382,2.05E-15,1
GSM120543,-15.77177098,-1.424126957,-0.973651702,-0.542650917,-1.538588811,3.194071613,-0.412520953,1.959088693,-3.1621481,2.259554538,-1.196578345,-1.817112019,-4.082723857,-2.140708105,1.572608544,-2.23285768,0.937004375,2.794309151,-0.365555577,-1.153400898,-2.209791076,5.660732811,-1.141894147,2.111958686,0.23050315,0.475984484,2.798330948,-0.893485641,1.02641222,3.575538187,-1.156159337,-0.084970295,-2.971216369,1.784218529,-1.668039001,-1.594503313,-1.327330414,2.402608895,-1.88039865,-0.943219055,-1.005910319,-1.430432635,1.706412305,1.401800169,-0.217765032,-2.005766214,-0.653173179,1.690959509,-1.66359069,-1.748371673,-1.927180148,0.65593928,0.842579335,-3.996136335,-0.304143701,-2.91597623,0.946927817,2.201874288,1.167034204,-2.620661244,0.550223109,1.433700892,-0.510881336,1.134134778,0.909309716,1.806850786,1.068719392,0.689710913,-0.309038264,-0.964137229,-0.529589624,0.271632531,-0.753633416,-0.660339203,1.447617269,-3.047947971,2.567150328,-2.043964819,0.36151887,-0.201887353,0.217525187,-0.495054133,0.762865954,0.986556075,0.315365929,2.438500702,1.175916467,1.040383643,-1.366304261,-1.356259499,0.55268607,-1.289432658,2.568916009,0.322442292,0.080826778,0.444824801,-0.176708565,-1.168521113,0.188318876,0.207607308,0.056589002,-0.380569711,-0.001407731,0.518388634,-9.71E-15,1
GSM120544,-4.629277571,-3.246979345,2.101153804,3.230753783,4.301565196,0.571531429,-2.357637668,0.393666703,-1.640833151,1.371126345,3.046071832,-0.52135491,-0.097240711,1.178193718,-0.951515543,-3.405191832,-1.108831895,2.809399514,5.226366412,1.337544669,-2.111857345,0.6355243,-1.879104123,-1.922591278,-0.862591555,0.469758387,-1.683143997,-1.647465294,-3.21082039,-0.92892485,-0.323313238,-1.829491388,-0.650592752,2.837868527,2.604223517,3.439588143,1.570437832,-1.59403216,0.196912278,-0.077350572,-1.497031247,1.467683364,1.203129062,0.033994223,-0.214546621,1.106073917,1.684122854,-0.190649865,1.98883087,0.539093428,2.62561854,-2.439322641,0.358529781,-0.836795168,-0.019632972,-0.800551613,0.619852994,-0.371029611,-0.73825247,3.496822909,0.49181168,-0.852176769,-0.374922705,-3.121311747,-1.203541522,1.554146855,1.907505539,-0.010222867,0.308262547,-0.551752157,0.449835925,-0.697940945,0.691926791,-2.495573506,0.41829502,-1.395266506,3.434864563,-0.025978132,2.42046303,-0.93564895,-0.903089675,0.064426476,-2.704333409,0.963456666,0.872842248,-0.568744167,-1.958825161,1.463414708,-0.177094121,-0.466630964,-1.640389241,0.115426201,0.11927759,0.963159833,1.765549132,0.301449864,-0.258029892,0.525869176,-2.037060271,-0.461666102,-0.441775169,0.294188323,-0.269421362,0.39329988,-3.23E-16,1
GSM120545,-5.053785036,-6.748209289,1.911419346,-0.325188755,1.015759583,-4.316515236,-2.46438536,2.528308581,-2.642078326,1.551084881,-2.948813094,-2.541944392,0.507205664,-1.262895153,-2.254446541,-2.913344113,0.659496347,-1.44278806,1.433378856,-4.86343648,0.732073262,3.968904589,-0.213916526,0.903318323,-1.595156576,3.860661359,-1.071730898,-1.298316301,-2.240084621,-0.118665759,0.328734687,-0.740269366,2.604259699,0.32057702,-2.065842873,-1.819859295,1.68088678,2.920248435,2.21876976,1.667882417,0.13111994,-2.722938113,1.958924395,2.554085235,3.040881179,1.248254141,0.783316241,1.639912411,1.26804591,-1.452842609,-0.472811946,3.260261815,1.267150214,2.518773958,-1.336305398,-0.087583652,1.976774577,1.802060794,-0.090734719,-2.309603425,1.193976538,-1.617036903,-1.113123767,-2.094119304,2.018417271,-0.419853395,-0.075640668,-1.694667909,0.08268093,0.226371828,0.1943727,0.089545827,0.419624582,0.19184578,0.708729726,0.13909248,-1.818440234,2.666847254,0.049396391,-2.346402707,1.010043201,2.304545002,-1.483561066,1.111296081,1.06918108,-0.607920014,0.318034857,-0.42504105,0.561442138,-0.392601059,-0.587704802,1.351707744,-0.047752252,-2.119379052,0.099861196,2.149397874,1.027679381,0.275723302,-0.298176457,0.190121573,0.178623094,0.199227706,-0.465649423,0.376482777,4.69E-15,1
GSM120551,-11.13318384,-0.266817243,3.387214816,-2.377497822,-3.270985913,0.899125979,1.850198074,0.23218178,-5.945460755,3.888696992,1.742872676,0.683071306,2.926603954,2.089980433,1.510874274,-6.639478466,-1.828059045,-1.771280567,2.443543489,-0.900108409,-2.492805393,3.393177091,0.23321459,1.585398078,-0.464615136,1.256402685,-0.576689002,2.057176339,-0.748247554,2.538535708,0.399723461,-0.426904873,0.849865461,-1.430190426,0.466717623,0.554887386,-2.158459841,-1.380271301,-0.578264133,0.046606648,0.404308484,1.73423437,0.514891642,0.195463854,0.465753752,0.635582894,-1.031398821,0.907291716,1.11249132,-0.179859343,1.160440366,0.681156615,0.044034257,0.449303226,1.173279293,-0.825140726,0.210064877,-2.166912451,-1.372724227,-0.333091524,-1.322089538,1.166514536,0.318783911,-0.764246528,-1.485373646,1.46617495,2.626337253,1.01461347,-0.86726465,-0.291042413,0.800264338,0.680845436,-0.585236366,0.561565871,0.801524815,0.324376306,-2.41094918,-0.567570878,0.578647806,0.288639507,-0.987558846,0.562053772,3.038103565,2.202253802,-0.459450875,1.511190964,2.683657516,-0.496478558,1.395053571,2.110724581,-1.039981298,0.8586237,-2.712462884,1.780599572,1.757108307,-0.219661493,1.432032868,-0.392283169,0.406449196,-0.767916624,-0.403750133,-1.518883226,0.226441956,-0.405525279,2.30E-15,1
GSM120555,-15.7855799,-1.254999579,-0.572458593,-3.595932528,1.695828043,3.167914926,-3.21532053,-1.808855211,1.443012304,-3.400062046,-5.875119116,-4.087292551,-0.594902975,-2.870156323,1.080018125,0.352619461,3.166883533,-3.868315258,4.653278023,-1.848545717,0.10439151,-0.598713737,-5.017128412,-2.256280719,0.217233938,3.875015133,-0.544479592,-2.461185148,1.528338128,-1.162758461,3.052604153,0.483597434,-3.092157712,4.383700231,2.205713082,-1.65881872,0.253034033,-2.873790537,0.451880542,2.638224366,-0.377188449,0.098329201,0.238514205,-2.392524506,-2.10217306,3.647573518,0.235401182,1.693327591,-1.529021818,0.367010325,2.315557658,2.125414128,1.768440998,-4.379016938,2.82673477,0.568386538,-1.375163959,0.098522641,0.995228271,-0.927698033,-1.269162075,-0.725558218,2.150293649,0.850819663,0.07404251,0.546923815,-0.741978211,0.36077535,-0.388833747,1.469068984,1.761743965,-0.473243867,0.985893951,-0.026134963,-0.2981917,1.157729169,-2.288684907,-0.878499181,1.485530259,0.819070171,-0.958868379,-1.378947022,-0.929334103,-0.111880846,0.271902364,0.419279844,1.708603928,-0.789994327,-0.067791418,-0.689172122,0.433868136,-0.521063566,-0.261411269,-0.340981853,-0.939762888,0.253218632,0.852651596,0.964286553,-1.057797369,0.111878713,0.289550935,0.499395341,0.224903156,-0.388527218,1.95E-15,1
GSM120558,3.458878263,2.726103577,7.73191853,3.470165778,-8.419946696,-7.498456267,-2.231430325,3.224324865,-0.990095781,-4.083944224,2.652612277,6.754360008,-1.557392336,0.832599511,5.235458653,-0.331629401,0.940863724,3.521886636,2.306096521,0.913182626,-4.256449611,0.1482152,1.339803005,-4.937892222,1.201598818,0.229589398,-2.169797658,-0.897710664,0.725811255,-1.615157558,-1.327693673,2.358335284,-1.449442483,0.602013676,1.395866668,5.2258096,1.98852659,-1.585974289,1.990500075,2.365034371,2.137670172,-1.940671097,-0.027677937,-1.280785089,2.760296415,-0.555411701,3.717729176,1.358650948,-1.665901416,0.080239682,-3.552269524,0.308250412,1.054135064,0.303382648,0.421374152,-2.448182755,-1.545862105,1.936105608,2.715297674,0.289277496,0.88232723,-0.925075205,-0.382797989,0.247092982,2.797223875,0.664911542,-0.903122218,0.56978598,-0.177053591,-0.306907118,0.104376718,1.986712367,-1.231438544,-0.55864341,-0.064292254,1.426919605,-0.766890089,0.845784427,-1.401147969,1.815179801,0.685214741,-0.084343723,0.027413602,0.029137221,-0.186023977,0.138970908,1.41392141,1.647295222,0.449025175,0.425396095,-0.733064422,-0.563943346,-0.230370571,0.020476057,0.444365164,-0.885031493,0.223670344,-0.183940034,-0.436058385,0.231747031,-0.334744873,0.082539504,0.16714857,-0.362891062,-2.10E-15,1
GSM120560,-5.32149899,-4.409030542,0.329653364,5.292662283,1.300189551,1.693019917,-2.02473457,-0.906504549,-4.682551071,0.096248037,1.99306004,0.216729152,3.727448111,-3.172647521,-0.228049909,-4.173035186,5.058114511,0.968480163,-0.40773057,-1.230194466,-3.907265486,0.869999934,3.43219668,3.253862101,-0.713975179,1.184101973,2.264439287,-1.187068806,-4.845643142,1.51994663,-0.014071277,-0.098004238,1.032895315,2.603630241,1.064479592,2.288597331,-2.707561209,1.306930217,-4.887170801,1.980613214,-0.825101561,1.504445979,-1.066013533,1.879165182,-0.280052187,-1.077509227,1.038158069,-2.337004276,-2.166187366,1.895393475,-0.919513407,-0.018419484,-1.568255663,1.435874247,1.339392871,0.181734059,-0.882457399,-2.491685498,-1.492560776,1.03056185,-0.480681236,-1.230351397,-0.237851181,1.568047459,3.375474246,-0.203829189,-2.132311448,-0.609203604,-0.097346002,-0.503596173,0.753141514,-0.24849161,1.905513687,-2.122392198,-1.223359722,2.442242205,0.40542839,-0.14392542,0.972967117,1.781816237,-0.379304491,-0.026359244,0.391260566,0.271633302,1.411141413,-1.083614311,-0.700508388,-1.555427639,-0.10879198,-0.818302559,0.755770147,-0.682676243,0.631076935,-0.306330158,-1.508519219,0.475020467,0.999945068,-1.192345983,1.104343385,-0.528636998,-1.168506452,-0.285976238,0.251364578,0.088424448,-2.01E-16,1
GSM120562,-15.73952259,3.631013253,-3.807395001,1.261607305,3.564868909,-2.888160217,-0.666006911,-0.090599925,-2.948882676,0.090348838,3.363674768,-0.111824625,-0.051440847,3.12750915,1.971653874,-0.304320546,1.575731713,-1.426901694,2.993791678,3.589305407,0.415623383,1.391055528,0.857161001,3.139482557,0.646860473,-1.044823397,-0.275575781,-0.985241881,-1.403919869,-0.8492889,0.703027255,-1.965615897,-1.307869676,0.441217256,0.368496802,0.155727362,0.146761105,0.226029776,0.288401917,-0.847089791,-0.158526176,-1.48040658,-2.025025389,-0.393485776,1.826017431,-1.937875254,2.003850575,-0.104324587,0.820523782,-0.382913957,0.767535832,-2.031370145,-2.714513807,-0.188755047,1.650158502,2.14991446,0.994161148,1.914836732,-0.034550802,-0.612568669,2.164683843,0.74964434,-0.325147186,0.905151153,0.907898377,-1.389070893,-3.05303934,0.044666579,-0.077481294,-1.420974872,-0.302389164,1.097617095,1.591310972,1.282104586,1.425742983,1.241858867,-0.736266665,-0.94577699,0.666271832,-1.112342536,1.099199669,-2.421232984,1.109428458,2.56485172,-1.512790142,0.706535163,-0.261076458,-0.935912774,0.483289908,-1.110346723,-0.778316412,1.506223599,-0.514935408,2.255690932,-0.872602464,0.401254886,-0.250553812,0.872327866,-0.87159413,1.113947301,2.910908341,0.946579648,0.187855812,1.643998365,7.60E-15,1
