,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,Class
GSM120569,-19.37817177,0.919779732,-4.402852728,0.230326561,2.016497444,0.490680469,2.233117423,-0.12838035,-1.153615427,-0.444245075,2.389485453,-3.153698816,-0.23777591,0.868316725,-0.379978676,0.192611072,-1.120124433,-0.978151824,0.226896701,1.194713173,-0.852847323,2.890202705,-0.537251627,0.860283687,1.666131593,-1.140334799,-1.716116945,-2.359636077,-0.416229562,-0.257000867,3.263561852,1.889868636,1.360668759,0.835286499,0.981241925,0.14515143,1.41211387,0.56626668,-1.109311056,-1.944172638,-0.080452783,0.742196129,-0.938805762,-2.00814687,0.918493481,-0.292397329,0.007006073,0.02135781,1.844739258,0.922033603,-1.808767736,0.612385681,-1.049093875,0.162093024,0.372105569,-0.25904974,1.016866886,1.729059136,0.886842063,0.994327962,0.626400726,1.479679517,0.230868504,-0.384500994,-0.632173084,1.368347095,-0.863170275,1.416983299,0.043222105,-1.47321603,-2.607304629,-0.789421927,-0.259930914,0.343928815,-1.864380314,-1.621121636,-1.0516616,4.342783244,-0.314640603,-0.973795025,-0.325409327,-1.503952903,0.882433141,-0.448258244,-1.79814722,-0.221023226,-0.390475584,-1.346294021,0.479993624,-0.777410812,2.061266724,-1.189629837,1.408085747,0.424444795,0.077537567,-1.503048117,3.00827533,1.781713201,-0.701250058,-0.353133186,-2.421252849,-0.363540695,-1.462300312,-0.281020431,-3.39E-15,1
GSM120570,-24.57259021,-2.215056221,1.895070497,-1.519681883,-9.22190157,0.259450895,0.270673746,-0.141062679,-1.1036548,-2.485076711,-3.15933221,-0.372284881,1.012303954,0.78125095,-0.859087314,0.268003792,-0.091888227,5.878972838,2.293714943,1.874600462,-0.40452827,-2.765279136,-1.067801357,-1.694672864,2.638399932,5.438696543,3.194286878,-0.135683157,4.674790631,-1.504694688,-2.584662385,0.791503769,1.138482472,1.955222709,3.305701761,-0.994196297,-1.992355775,-0.566762334,-1.912128113,-2.697655094,1.673174337,2.658945901,4.560753713,3.294329027,-0.742123125,0.810621483,1.05623265,1.330421818,-0.912010242,0.880938498,0.605481597,-1.655596506,-2.780923949,2.311597408,2.409308073,1.606999652,-2.327284188,0.39035247,-0.577492716,-1.936698466,-1.132717268,1.986970416,-1.638017912,-0.815649608,0.809418857,-0.735785916,-0.04002991,-3.234163859,-0.509086452,-1.222747325,-0.943308343,-2.088337232,-1.721330895,1.2122262,1.193129455,-0.18600909,0.297732226,1.001572888,-0.022369625,-0.786372619,0.370488057,0.089960195,-0.911796375,-1.054756209,-1.733256424,-0.177711158,-0.122328872,-0.192442145,0.059914399,-0.126346956,0.03888817,0.986758661,0.164716098,1.2333217,-0.452124248,0.717078156,-0.426823136,0.292641997,0.268622448,0.315582149,-0.537734564,-0.375618078,-0.049378334,-0.291083618,-1.05E-14,1
GSM120571,-16.40242741,4.487777387,-5.768353967,-3.136743547,-0.219183549,-3.424285851,4.127819672,-2.499917044,3.685426307,-2.018229903,0.813656315,0.266380264,0.043625889,1.648967926,-0.23704712,-0.493661042,-2.035635646,0.890232674,1.2642508,-2.224769451,-0.579590746,-2.774340543,0.079485851,0.554227153,3.506987744,-0.410577347,-0.531529466,1.695886573,-0.120943305,-1.289307031,2.601149535,0.422406601,0.527368743,2.43453449,-0.94627238,-2.34393184,0.920410912,3.471983738,-1.642995144,-0.48416022,1.209148725,-1.366312822,2.277175758,-0.668610711,1.492684654,-0.397230314,0.414072681,-2.35150915,-2.846591643,0.044037182,0.042151708,1.354481984,1.067206184,-1.343049657,-0.919039528,1.038975098,-0.618859338,0.104603737,-2.16434684,1.366359195,-0.335856192,-0.936267857,-1.808445156,0.162455609,1.223874963,4.119556232,1.096398597,-0.796348466,0.191447367,2.957495144,-3.232327771,1.34586708,0.624968718,-1.204457148,1.283252682,-0.434936097,-1.516156175,-1.507695916,1.09326942,0.367508666,1.160969321,0.457190686,1.863182872,-0.639776682,0.932325635,0.272542255,-1.739213538,-0.726439575,3.368819501,1.112716921,-0.866194334,0.503568267,1.111975086,0.727126019,0.014348335,-0.338328458,-1.13547905,0.049617802,-0.682944182,0.272321354,-0.660565403,1.368319828,0.439345083,-0.442339276,2.41E-15,1
GSM120573,-14.58500339,4.517436253,-1.888502633,-3.746820953,4.379212863,1.074025348,-3.145994517,-2.429226994,-1.854090721,-0.337073123,-1.51339128,0.41324568,-3.947818461,3.138963637,-0.781068743,1.139217895,1.60137179,-0.202925583,1.557341267,-1.843982888,0.656795401,1.082008599,-1.50808738,2.804995369,0.570619958,-1.237359733,-1.532820858,-0.782628252,1.484369714,-0.488923817,0.977675821,0.345243197,0.214072876,-1.042990016,0.390035673,-1.510875204,-2.558693491,1.697268742,0.98199228,-0.612824289,0.948101317,3.661338611,-3.808744449,-0.663269673,-0.918461009,-1.103324285,0.21829729,3.475996359,1.750656164,0.782767452,1.144730651,1.06115362,2.380307767,3.427827943,0.044926093,-0.21860377,-0.592799493,-0.685120509,3.206847497,-0.589311444,0.946098803,-2.426329795,-2.589827266,-2.576290926,2.376236517,0.525483924,-2.702577922,-0.187868108,0.436272473,0.54038459,1.914616978,0.867948396,-1.213503996,0.336928345,-2.974988654,-0.582228999,0.482071802,-1.579719302,0.4342898,-0.75578814,-0.399191339,0.330503319,-0.359910052,-0.523269395,0.741871121,0.85424804,-0.857706986,0.253386908,1.088889947,2.154161916,0.742700667,-0.991964451,0.690837918,2.009289048,-0.601400668,0.320935914,-1.825895001,-0.065548786,-0.273245027,0.002689993,-0.344103744,-1.818949102,-0.202544741,-0.111653601,-1.24E-14,1
GSM120597,-16.3793513,5.141512083,-3.130407058,-0.012256234,0.96800022,2.523830976,-0.479299727,-1.332612248,-0.668331808,0.626343712,0.215091665,-1.257680081,-0.566326777,3.940282685,0.273703065,-1.878530747,1.064795515,0.202011813,2.700542125,0.223682397,0.849105309,-3.514784917,-1.130362045,-1.28482648,1.381348463,1.643315356,-0.56880542,0.756185674,1.382686167,-1.306839715,-0.178621542,1.892807706,1.779772499,-0.683118006,-1.627711743,0.953098523,-0.979007702,-0.815310073,0.23254035,-0.438538959,1.003641266,1.186067866,1.102441577,1.344110521,1.426518587,-2.077762672,-1.388899378,0.747779135,0.513266223,2.816473259,1.372045496,1.074133837,2.533942063,1.9434642,-1.730636734,0.109032785,1.226894353,0.213899286,-1.564565291,-0.705324329,-1.466259625,-0.263783203,-1.285814406,0.449387076,1.421370275,2.009314199,-0.587935215,0.98906207,0.151922058,0.684867408,1.629928459,-0.571203779,-1.559932521,0.103514253,-0.017736926,-0.710745557,0.621888176,-0.256068845,0.807120657,-0.267391012,0.02050934,-1.37670583,0.94742606,1.014470478,-1.764691264,-1.942297388,-0.462831095,0.770620419,-0.946645774,-1.231263852,2.144555708,-1.524923468,-2.04228088,-1.904265173,0.719316573,-1.38012196,1.050580182,-3.168389791,-0.508357158,-0.707214426,1.7399783,2.294242126,-0.520383704,0.337564573,3.96E-15,1
GSM120598,-17.81887845,0.527294367,-4.487605128,0.576756705,7.258767755,2.345921227,-4.309897836,2.552988571,-1.354113592,-1.484139054,0.359987963,2.258553012,-0.573888367,0.313810841,1.999526418,-1.163942684,0.306253956,0.008594347,2.148869204,2.473637043,0.519565371,0.399591434,-0.848987112,2.598124491,-0.080738758,-0.644144548,1.005899867,0.701407222,-0.00731699,-0.921711236,-1.574957901,-0.724358306,-1.401419561,-1.137905652,-1.151787416,1.050932824,-1.517642578,-2.480542706,1.340416174,0.984288759,-2.592809695,0.520994402,0.710834634,0.554477957,0.140380895,-1.306915422,-0.471033486,0.348211367,-0.183372468,-0.852174727,0.460363376,-1.272878054,-0.300310967,-0.072019891,-0.861833997,-0.106313778,0.493405244,1.776645356,-2.01717231,1.09296987,0.061528501,-1.529693561,0.050351238,0.559993712,0.13176479,0.229295803,-0.185431282,0.452109609,1.182642209,0.057372483,-0.850781065,0.122597046,-1.339427604,1.250688785,-0.464723816,0.826698085,0.725581979,-0.789078211,-0.823487634,-1.276142114,2.451273657,0.237975723,0.31073189,-0.47956541,-0.373070108,0.638689021,-0.603928052,-1.258877271,-0.087958891,-1.637520742,0.113156708,0.64002672,-0.343030267,-1.744164305,0.262079573,0.188216951,0.457774596,0.473989871,-0.941774067,0.646618143,-0.260378433,-1.526615236,2.465196792,-4.493363301,-8.48E-15,1
GSM120599,-13.20619927,-12.51709391,-1.388103437,4.632753492,-9.169351963,-0.217907381,-5.151983184,4.619093562,-2.651163141,-0.045366299,5.089030832,-2.319292626,-3.749061683,-3.559730836,-6.700740673,0.844542843,-7.029104158,-0.135777153,-2.016203123,-1.978802732,2.48152689,-2.964596909,-2.686055007,0.061996159,0.31302537,-3.261004309,-5.344920225,3.022965987,0.352793701,-0.378231392,1.979892816,1.375796752,0.416524027,-4.512133994,-1.818955607,0.73963074,-3.87205381,0.787672137,1.541329286,-0.59789274,0.701472095,1.998240916,1.715406874,-1.495076287,-1.491954315,-1.108040885,-1.719116775,1.815992488,-1.05139389,-1.722822034,-0.463938674,-1.921533553,-0.302623782,-0.631171571,0.953748507,-0.902863238,-2.068941868,-0.330112273,1.482162547,-0.382957296,1.477783044,-1.712245487,1.332085273,-0.240271456,1.789588949,1.446065262,-0.447005132,-0.148144665,1.422583464,0.489479734,-1.213055514,-1.494005804,2.357526592,-0.369729149,1.182970685,1.532932334,0.304992175,-1.260141313,0.971283988,0.357668755,0.541090106,0.473455325,0.153787159,-0.116601299,-0.885676508,-1.003319307,0.335235509,-0.097116126,-0.736027272,-0.727412739,-0.412935177,-0.113005154,-0.448300545,0.431310347,-0.29521072,0.442576849,1.468053136,0.315550653,-0.235564484,-0.07577311,-0.062180995,0.171613093,0.099792819,0.462729741,-8.97E-15,1
GSM120601,-19.66776006,-2.567586072,-3.872343734,1.855570996,1.833398754,-0.828972551,-2.276492112,-1.114553433,-3.080384996,-0.579476892,-0.388972818,3.430641206,-1.699315102,3.737124044,-0.562092564,2.958844288,2.264967978,-1.586528428,1.645867864,-1.399109562,4.218146335,-1.386340298,1.075303273,0.442203378,1.902400635,0.061201846,4.170920275,-0.999330897,0.559211088,-0.465587553,-2.053218619,-1.41282436,-0.931073336,0.961172892,0.004508692,-3.529465671,0.731545944,2.226688638,2.030431394,-0.953599748,-2.173433853,-0.437230626,-0.553956852,0.527877968,1.053822876,-2.307907828,-0.09929417,-1.671058826,1.028660091,0.323750649,-0.100787082,-0.79729906,-0.594319338,1.415140961,2.771019168,1.732377464,-2.264700479,0.741529211,0.341745273,2.328415016,-0.898595105,1.364592161,0.605215047,0.08244711,1.373952554,-0.31401496,2.322602568,0.516019929,-0.432590245,0.500292676,-1.008452615,1.949350613,2.614692816,1.237404275,-0.493110337,-0.821482958,0.954470727,-1.402789971,0.662544826,0.913058927,1.244843259,2.340543257,-1.884015572,-0.397154361,1.214790634,-0.543353048,2.933007045,1.238904642,0.099063384,-0.155994321,-0.184206829,0.179223466,-0.592827962,-1.137567762,-0.132942298,-2.913414307,1.39119433,0.200685229,-0.245391128,-0.900163833,0.171688444,-1.18050539,-1.27522346,0.500961557,5.25E-15,1
GSM120604,-18.93436505,-12.35527902,0.449233362,-0.564266378,-2.299093975,-2.462423018,2.09844218,2.661178179,-1.88467698,-0.159948357,-2.465299929,2.062493813,-3.418724152,-3.006351841,-0.823598916,-1.607593795,0.372562879,-2.636058216,-3.970005682,-0.203590551,1.219295183,-4.235238883,3.133767409,-2.202692137,0.385444263,-3.576820837,1.276336586,-7.270052368,1.837583966,-0.561927554,0.831919269,1.602826104,0.150450058,-2.422271201,2.484441285,2.828246822,1.336329082,2.518554363,0.746745764,2.847280766,-2.980181921,2.817185977,1.651437396,3.568671647,-1.024970253,0.696046901,-0.065633525,-1.141622838,2.091119723,-1.749854952,1.385794042,2.418015405,1.400337215,1.106783172,1.232117022,0.960119827,-0.288956032,-2.4299118,-0.871647438,-0.826578271,0.075833939,0.713779421,0.402051821,1.181187826,0.420921948,-2.042837302,-0.387194829,0.314584426,0.328269842,0.336233031,-1.065274186,1.006573345,-0.763837695,-1.725229663,-1.448205338,-3.747205589,-0.60676237,-0.110700387,-1.196781308,0.48359212,0.093245352,-1.887992763,0.779140554,0.852279193,0.073296529,0.443248485,-0.186344254,-0.308010699,0.678105472,-0.096272981,-0.975038806,-0.478491542,0.276843122,0.267051018,1.0322721,-0.143883126,-0.070367373,0.577286411,-0.537290822,0.246323399,0.917519517,0.582557044,1.180110782,-0.028408595,-6.96E-15,1
GSM120625,-25.38593878,-4.210771884,-4.07238066,2.506398571,-3.083329962,-2.736200304,-4.221736087,2.195893439,-0.455104432,1.378900772,0.72992232,2.145904224,-1.230636353,-0.284485334,1.244720136,10.76375125,-0.081243762,1.351495753,3.305976104,-1.631191542,3.929264693,-0.718787857,1.705012993,2.679350798,0.957774394,4.353518791,-0.87257483,0.947537509,-3.781256389,-0.691230419,-1.440418439,1.506856052,-1.681217708,-1.999452535,0.157338361,-0.094596222,0.550504833,0.523074024,1.233173417,-0.781720231,-3.606262632,-1.986341811,-3.787929355,-3.0201646,-1.74075555,1.069697745,2.797247575,1.443240819,-2.202493582,0.218255675,0.140806034,-0.34819751,-0.338610195,0.78839913,-1.487677619,0.025321522,0.112150856,-1.716315877,0.023057227,1.944069521,-3.124066365,1.961836814,-0.793334665,1.730590221,-0.131892919,-0.932076807,0.503472645,-0.970310734,1.425611782,1.061523355,0.626785554,-1.747191231,-1.424203216,-2.117163796,0.848008549,-1.414899392,-1.26281918,0.696166816,0.408779821,-0.964517041,-0.213947438,-1.657925146,1.598947574,1.645069061,0.103371589,0.556128236,-0.370569901,0.750845828,-0.5640636,0.49549853,-0.251366518,0.890705735,0.323112948,-0.599952435,0.539830307,1.200373032,0.005915744,-0.834767926,0.726839467,-0.095422509,-0.856578608,-0.271584233,-0.495350944,0.030115156,-6.68E-17,1
GSM120626,-3.922177765,-8.183792557,11.71608986,-2.981564599,-3.302750469,-4.637048725,4.877714233,-0.16585602,-1.521587901,-0.944172387,-2.712584535,-0.184667973,3.015125615,3.93784667,-5.977199608,1.191046797,4.358511439,-3.939911475,1.740920846,2.355309012,0.684745342,0.230413386,-9.791706002,-6.280207981,-0.076013152,-2.36724793,-1.41842557,3.846667187,-3.316087254,-1.575518346,-4.235890531,-3.176185206,-3.967774143,-1.667120752,2.145586043,-1.51074614,-1.353559547,3.458799818,-3.051066676,0.03941999,-2.536785908,-0.030124124,-0.712907292,-0.466410611,-0.266974965,-0.646064277,-1.117996526,-1.505432014,-0.082345406,0.0211957,-1.239344699,-0.541231161,1.844781856,0.501979935,-1.095176276,0.388568242,0.031329841,1.330036251,-0.539616455,0.318931916,0.15845029,-0.497507854,-1.964761424,1.891053814,-0.130093363,-1.191688178,-0.190236941,1.510034676,-1.467594557,-1.665039853,-0.197823379,1.02137645,-0.165127147,0.646432954,-0.109865181,-0.156169247,-0.719392167,-0.040385197,-0.292241671,0.000865667,-1.227492461,0.18846696,0.656148198,-0.081049025,0.209843071,-0.407720894,-0.949491307,0.674594518,0.205747717,-0.291158128,0.362722719,-0.005710288,0.097079883,0.493760725,-0.139292998,0.765226298,0.515113623,-0.380146886,0.090014183,0.561889425,-0.454792475,0.217112312,-0.028954577,-0.509925782,-5.46E-15,1
GSM120627,-13.52522463,4.316600354,-3.039228922,-1.163172423,2.7538773,-1.818432818,-4.787788124,0.414313723,1.587194557,-3.33945945,-2.343826079,2.327002733,-0.598416482,1.070166324,2.140833999,-2.691049622,-0.771108692,-0.190071828,-1.799338828,1.221707583,-1.428733424,-1.438605652,0.118513946,0.980824082,-1.174493948,-0.261013898,1.117400789,0.837263963,1.679278178,-0.072832383,-0.657239089,-0.065270015,1.378923066,-0.468200015,-1.675614658,0.602934637,-1.783264853,-3.088330467,0.729067063,0.356657371,-0.153673941,2.046917308,-0.589065785,-2.921808218,-0.472265671,0.590978193,-1.466218656,-0.642506265,0.429822291,-0.747944389,2.119395799,0.774141023,-0.213995187,-1.197357633,0.974132125,1.596406851,-1.231113313,2.694729343,2.426084848,-1.976751261,-1.877281415,0.015228542,-0.756990375,2.459160045,-0.277266153,-1.144354508,-1.525923464,0.383236197,-0.503233929,-1.460502258,0.40473553,-0.447098824,0.268217047,0.550487604,-0.249165678,-0.182500485,3.256051066,-0.164685608,-1.265090779,0.440744548,-0.62386316,1.630709333,1.387875572,0.383085168,2.48876074,0.235660293,-1.695257826,0.480110126,2.685940029,0.050434076,-0.841584561,1.734490886,0.360457762,-0.849810371,2.290875578,1.090464826,2.05731544,0.274216683,1.436714244,0.243845188,-1.027898734,1.691290344,-1.035257737,0.685719926,-7.95E-16,1
GSM120630,-18.19961931,-2.321255127,-0.04310647,1.333473921,-3.825339659,-0.867442284,2.095323087,-1.633165254,-5.871903938,0.390095738,2.002955514,-5.80219854,-0.414211928,3.124281769,-0.559410717,1.383863973,-0.71937414,-3.35810931,0.17473216,-0.545120623,-3.499010261,-1.95831917,0.109335374,-2.353842024,1.016295409,2.824079628,-2.765753745,-4.459930739,0.5550795,-0.306172617,0.841140691,3.144160829,3.844184997,-1.797137667,1.216769717,-2.885972382,1.451766599,-3.196587163,-1.882704527,-1.951448425,-0.126936821,-2.843030079,1.054834054,0.740743666,4.833752376,-1.504221116,0.271240515,-1.286564013,0.470095974,-1.393440175,1.65758792,1.213631033,1.386586481,-1.403537315,-2.399987518,-1.853591672,0.285377205,-1.683405227,1.104526782,1.56662956,-0.800857936,2.191467601,1.7844608,3.362248366,0.422889727,-1.086126289,-0.620026057,1.369813911,-0.282260815,0.719177075,0.497436205,0.349755411,-0.629114076,0.467016518,-1.309580959,2.381060014,2.593996306,-1.421866445,0.060217302,-0.828237758,-0.553586972,1.480395322,0.570395954,-1.082534755,-0.383294074,-0.873366944,-0.422567639,-0.864350584,-0.841128801,-0.020372721,-0.64320319,0.973150001,0.602778577,0.278395465,0.158046359,0.597406293,-1.501334398,0.506821254,-0.065891142,0.185742082,0.149117427,-1.239896081,-0.635487664,-0.182961188,-1.50E-14,1
GSM120632,-12.10478885,-7.0756352,5.91524586,-2.50890725,-0.6406612,-1.623612461,-0.831248951,-0.872279197,-4.147532878,-5.379130922,-3.610178366,-1.306535844,-1.98645043,1.697362232,2.559415038,-0.077981856,0.945286754,-2.248150053,0.12104436,-0.197274952,-1.490115317,0.80081083,0.464626554,-1.991495717,0.061141959,0.716901818,0.662914887,2.03138468,0.791732599,-0.245029235,0.176702953,-1.259015443,1.053671147,0.400790429,1.94499926,1.91152051,0.453788362,3.775137068,2.887611946,-1.11783955,1.179960339,-1.504005926,-1.805430716,2.26632943,-4.673358107,-1.917585841,-1.948037962,0.064648102,1.181063389,2.102329171,-1.39313688,-3.079296235,-1.171710863,-1.166848363,-0.757564385,0.22677852,2.55605542,-0.202741077,-0.273696264,-1.24055143,0.196978323,0.518152996,1.283222984,-0.323872674,-2.188193035,1.640238126,-1.535295074,-0.695633965,0.767355572,2.775474102,0.911025198,-1.245642509,1.362944793,0.669039279,-0.876671466,1.91345614,0.756612755,1.901489986,0.019217058,2.052996512,2.192395056,-0.431151233,1.06029678,-0.283641002,0.855814601,-0.083086845,0.772845756,-1.46252457,-0.343204267,0.693966669,0.251175216,0.987596282,1.833945973,-0.203641586,2.794247177,-0.085749748,-1.35820958,-0.612591783,-0.600020318,-0.743485997,0.430886742,0.102149007,-0.720837812,-0.203415095,-9.11E-15,1
GSM120633,-14.26820368,1.452866625,7.117640193,-2.375422318,-3.776498073,4.049585187,-3.6489549,-2.004172918,-4.978783216,-3.381392581,-7.683717282,2.727788456,-4.538748642,0.837061374,0.654882081,1.550785579,2.270931579,-0.615199919,-3.284027737,-1.852578823,-1.216733384,3.269872462,2.995039778,0.012659019,-2.20199753,-1.116417815,4.320947697,1.101543709,1.591390359,0.764569117,-1.354373144,0.473766538,1.335920568,1.834079717,-0.934759667,-2.302711226,-1.885038926,0.699452435,-1.254058797,-2.388392779,3.016653697,1.970477188,-1.093940204,-2.057992748,-0.134081932,1.438918361,-0.208954596,0.04933084,-1.027660368,-2.06597224,-1.804629902,-0.750086969,-0.412664882,0.12962423,-2.110488047,-2.605688506,2.065030008,-2.593069785,0.600735676,2.200726138,-0.605331448,-1.832338958,2.324143923,-1.67243983,0.650785953,-0.057848833,0.18273522,1.562629954,-0.909263437,0.548119112,-1.168532881,1.018029863,-0.322886429,-0.564949288,-0.348362559,-0.588629172,-0.840802827,0.274589306,0.79774639,-1.103490814,-0.681005675,-0.987348126,-0.403602781,0.028587076,-0.422190302,-1.31249078,-1.3934773,1.108075332,-0.581425177,-1.533490857,-0.816177037,2.560026071,-1.42388042,0.660780424,-0.521129264,-1.016681868,0.344499779,1.142336566,0.666349864,0.438160449,0.448454047,1.632269904,0.110242942,-0.627433214,5.23E-15,1
GSM120637,-18.65628929,-0.84392681,2.418975509,1.755409356,-0.263282646,0.191903737,0.124533458,5.140358747,-0.442668785,6.318681383,-0.728615404,2.209052042,-9.53342188,-2.933348661,-1.624057544,0.860873141,-0.993261788,7.509994889,0.662743297,2.069982395,5.745198405,3.492167972,0.327181491,-0.541722372,-0.082767983,0.353137519,0.206440905,-3.086083195,1.618204214,-1.364486422,-2.111216903,-3.380499067,0.767057316,2.138442411,-2.88427153,0.255163715,-3.083763509,-0.801770635,-4.624120263,2.068511462,0.311794613,-1.643488773,-1.101650628,-0.586688268,0.937757074,0.527375001,-2.363730264,-0.121920964,1.970438828,2.850128948,1.313238406,1.567378572,0.51315974,-1.26442102,-0.594962007,0.010199243,-0.299703618,0.653457495,0.385218134,1.070333478,0.073387849,-1.762376956,-0.985404316,0.807857302,-1.332469798,-1.913567832,1.872720135,1.677677506,-0.063002855,0.132609095,-0.001394502,-0.779317416,-0.598215866,0.688776648,0.531132467,1.805838345,-0.730641161,1.357817287,0.297995021,2.537850777,0.478792732,0.540383149,0.538651494,0.860922375,-1.004455163,-1.734799552,-0.203357453,-1.486158989,0.932451497,0.895409874,-0.180289284,-0.625753017,0.333972683,-0.357448998,0.157187239,-0.455157174,-1.525061342,0.898085336,-0.173533438,0.159055299,0.154272707,-0.025183977,-0.089317522,0.468293754,6.37E-16,1
GSM120469,26.87919347,-3.082391299,-3.324606752,-5.766824796,-1.421940374,0.763823582,1.332515297,-1.550169907,0.54720814,-2.298194189,0.329998934,1.42342334,2.134455271,-2.366840434,-2.546994814,1.416188515,3.887973648,1.472312719,4.342029476,1.197392745,-1.801602079,1.350306023,1.452116275,-1.032872647,-2.435955053,2.523453381,-2.751277469,2.088412085,8.399796776,1.372532914,2.835410627,2.575512639,-3.189509441,-0.539585982,0.03971145,-1.634350757,1.40453623,-1.309976454,-2.171819529,-0.621432524,-1.905115232,-0.64171874,-2.284043436,-0.27406168,-0.910521826,0.722635723,-0.799641914,0.780657041,2.925444591,-4.160905941,-0.954754224,-1.558961373,-3.94948587,1.72663466,-3.714255229,1.054975934,-1.302382205,-0.347266746,-2.005556843,-0.828365717,2.608751307,-0.181271181,0.239837787,1.079813338,3.236333125,0.173044034,2.107453693,1.671311261,-0.644112364,-0.108400764,0.849548627,-0.317821432,0.155456543,-0.531008056,-0.300001657,-0.501414119,0.920244426,0.145663373,0.787210067,1.224673534,0.685978394,-0.326686382,-0.226131519,1.287985313,0.38998926,0.039608739,-0.854544567,-1.145122385,0.549028202,1.243087014,-0.542393238,-0.726891753,-0.346095228,-1.074290268,0.03567985,-0.083088659,0.237655114,0.255979129,-0.342782073,-0.432871462,-0.008436894,0.240527852,-0.155593317,0.165565599,1.20E-14,0
GSM120470,-4.395195218,2.200378471,9.206068848,-2.43404106,-9.219160904,0.082741259,1.369903578,-0.12644174,2.092126237,-1.549921061,0.644134309,1.656954139,6.493759778,-2.315708678,-1.312730697,-8.365389814,-3.353448383,2.092710546,2.555853734,0.655025246,5.083385142,-0.946735847,-0.061518824,-0.270073145,1.122333811,-1.416757442,1.835234843,0.886337241,0.904584372,1.037983389,1.254886209,1.611598868,-2.61707859,4.728283576,-4.553922088,-0.347166727,1.806596327,-0.408691927,2.500811696,-0.352002135,0.989018584,0.031769233,-1.54559072,0.362528561,-0.966458156,0.834766661,1.149958282,-0.533782014,1.0561549,0.477493698,-2.095142484,-0.042164698,3.560913898,0.323860525,0.423541361,1.470499596,0.840650097,0.097132284,-1.306227444,3.30152926,-0.080953085,0.419107455,2.404765725,1.220734356,1.50704539,-1.39199413,-1.76816482,1.964925543,3.467757177,0.458140072,-0.255456834,-2.468552545,-0.12271999,2.066912226,-0.591638695,-1.227463398,0.762536547,-0.445726441,0.31734448,-1.686142274,-0.286946469,0.22844604,0.440477295,0.787208555,0.223944986,-0.294952012,0.091118208,-0.301053229,0.150303627,-0.00035809,0.074698893,-0.029911643,0.523056656,0.223612872,-0.140136407,0.470740146,-0.804164308,0.090116168,1.191381336,-0.070787947,0.070845367,-0.875017376,-0.162476033,0.381269564,-2.50E-15,0
GSM120483,21.23761185,-0.357196708,-4.006510995,-3.741970714,0.020524187,-0.766671302,2.550546419,2.649606763,0.440113773,-2.228552494,2.859522044,0.699682554,-3.763457863,1.490226724,-2.558195918,-0.120386066,-2.622443841,-3.856511339,1.322750788,0.153520794,-2.04448133,1.344509738,0.37831839,3.358998766,-4.686172001,4.212633214,-2.812749765,-1.0353322,5.014605596,-1.092657127,-0.516714454,-6.175640846,2.178694983,1.30446076,-2.977784722,-2.191644267,0.91544797,-0.213913399,0.988390504,5.630120264,-1.480104305,2.056882361,-1.679688696,1.876868436,-1.672265011,-1.012121775,2.989977767,-0.230252447,-5.584746545,2.292442417,-1.821368708,-1.730039182,2.384259909,0.385945118,-1.261544389,-0.423682764,-1.061905135,-2.466084338,-1.922611176,0.00917305,0.146450806,0.502114289,-0.331281961,1.215059867,-1.033549246,0.539328132,-0.744102173,-0.603976475,0.257578882,-1.176589693,0.063987051,0.924132651,-0.257779941,1.669597203,-0.151311754,-0.965610339,0.351132325,0.16027891,-1.216794734,0.153976473,-0.906559299,0.928079259,-0.045778624,-0.596294407,-1.331464238,-0.428584284,-0.173610607,0.268294596,-0.783412171,-0.4692414,-0.722897871,0.162637276,0.437985826,0.97407636,0.467976979,-0.360220789,0.705361569,0.653667573,-0.5598632,-0.217377503,-0.162233056,0.348932653,-0.349525151,0.350860779,1.38E-14,0
