X,GSM120468,GSM120475,GSM120477,GSM120478,GSM120481,GSM120484,GSM120486,GSM120487,GSM120488,GSM120493,GSM120495,GSM120496,GSM120500,GSM120505,GSM120506,GSM120508,GSM120518,GSM120524,GSM120529,GSM120537,GSM120541,GSM120543,GSM120544,GSM120545,GSM120551,GSM120555,GSM120558,GSM120560,GSM120562,GSM120569,GSM120570,GSM120571,GSM120573,GSM120597,GSM120598,GSM120599,GSM120601,GSM120604,GSM120625,GSM120626,GSM120627,GSM120630,GSM120632,GSM120633,GSM120637,GSM120469,GSM120470,GSM120483,GSM120485,GSM120489,GSM120492,GSM120494,GSM120497,GSM120498,GSM120501,GSM120503,GSM120510,GSM120512,GSM120515,GSM120516,GSM120520,GSM120522,GSM120526,GSM120528,GSM120532,GSM120534,GSM120536,GSM120539,GSM120540,GSM120542,GSM120546,GSM120547,GSM120548,GSM120549,GSM120550,GSM120552,GSM120553,GSM120554,GSM120556,GSM120557,GSM120559,GSM120561,GSM120563,GSM120564,GSM120565,GSM120566,GSM120567,GSM120568,GSM120572,GSM120592,GSM120593,GSM120595,GSM120596,GSM120600,GSM120602,GSM120603,GSM120605,GSM120606,GSM120628,GSM120629,GSM120631,GSM120634,GSM120635,GSM120636,GSM120639
2352,1.256577689,3.631708661,0.95551345,3.526454804,2.133606946,1.096177061,0.904426065,-0.543785348,1.261202747,2.220297559,0.940606529,2.255867399,1.830543171,1.185482102,1.739426338,1.603759406,1.096177061,0.932799918,1.438338934,1.714815309,3.591743311,2.058768976,1.330214918,1.741427369,1.220225619,1.690492815,0.204199896,1.932823865,0.802739948,1.536679072,1.104221751,1.400285311,1.127817386,0.646844082,1.233529048,3.591997952,2.005303188,3.170733476,2.75008208,0.752659382,1.508325837,2.315687891,2.061824168,2.216252985,1.520590526,-0.078184834,1.549646837,-0.273439513,0.321550275,0.517212987,1.208594195,0.565498057,1.096177061,-0.777111441,0.854140146,0.413110439,0.479965993,0.487760654,1.757621341,0.393008832,0.666018126,0.794384324,1.454920605,0.938308234,-0.507223729,1.367925344,1.063194183,1.129810652,-0.382943726,1.096177061,1.096177061,0.941337588,0.508854644,-0.070280137,0.983431506,1.096177061,0.213113303,0.398633333,1.525567705,0.858629505,0.395647431,0.83198074,0.439019033,0.185006468,0.211980969,1.156785952,1.657966487,0.884612465,0.259306702,0.481183825,0.490243961,1.370739942,0.437634131,0.8216069,-0.10700051,1.096177061,-0.109692984,-0.15181377,1.096177061,1.290914318,2.033284077,1.127797098,2.308360352,0.920243435,1.096177061
2375,1.355187615,2.254631491,0.592885345,1.807098507,1.418810488,-0.350710853,-0.226187364,-0.063192488,2.352444879,1.354741997,1.481360508,2.579084315,1.722744822,0.619647578,0.474539115,2.18259155,0.582495067,0.632263579,1.567292542,0.815376939,0.647776448,1.515023195,-0.219630016,-0.137499947,1.520062599,0.649432378,0.052385316,1.538303772,1.146207801,1.761345726,1.389313625,2.030955449,-0.080478152,0.022093381,0.043976648,0.59879755,1.483225944,1.374915781,0.525068059,0.54777229,0.887154295,0.838464767,1.128986304,0.807558134,1.248546612,0.714119387,0.440717399,0.530917617,-0.009315989,-0.200462682,0.108938792,0.336157738,-0.02129114,0.018069872,0.530917617,-0.531009238,-1.514788026,-0.209364057,0.206188165,-0.109273176,-1.770180926,-0.357642234,-0.497769592,-0.358078559,-0.529300945,0.708563278,-0.938649767,1.544261237,1.27946053,0.628918721,-0.141269065,0.589647433,-0.408083781,0.903770559,0.650420239,-0.230579707,-0.343839943,-0.065776995,-0.965381055,0.112974443,0.769708055,-0.681917892,1.351079475,0.790428682,-0.491703913,0.082454348,2.099160381,-0.423563881,-0.276054272,-0.176011979,-0.618779192,1.670716149,-0.158149106,1.674862557,-1.054675188,-0.954375396,1.057992812,0.530917617,0.039979808,0.198923925,-1.009489977,-0.062461184,0.536767175,0.766599576,-0.016381047
2419,-1.644000951,-3.070132177,0.378186334,-1.846369884,-0.155527844,-0.654780369,-2.550690038,-0.87075929,-1.166444966,-2.603131128,-2.72585424,-2.660575353,-0.795467691,-1.989014063,-1.719803213,-0.991055803,-0.550110969,-1.730782151,-1.821006927,-1.932974187,-1.824555778,-1.997882412,-1.609568197,-1.700074781,-0.089297151,-2.373480843,-1.770557027,-0.777372161,-1.515172384,-1.132714144,-3.070718266,-1.500048724,-0.99798122,-0.011545151,-1.233805171,-2.775661131,-1.778300583,-2.165123302,-3.210342249,-2.017260186,-1.175263573,-0.13771321,-2.218680995,-2.002620351,-1.815991396,0.883690071,-2.043621941,0.562503739,-4.10735367,0.592262231,-0.498376763,-0.07835601,0.195865226,0.485533432,-1.815955187,0.029196282,-0.50454878,-1.643010273,1.985913201,-0.198846695,0.413755584,-0.161265419,-1.859975576,-0.685555495,0.248815867,-0.223317902,-0.085755646,0.168582007,-0.357921595,0.488139228,0.179215291,-1.870605784,-0.270445685,0.154902159,-1.973357656,-0.015394676,-0.090186315,0.397048158,-1.912952937,0.159384514,1.206922325,1.03309929,0.886128019,0.565303417,1.040933702,-2.203120735,-1.761429441,-1.348057748,0.644116225,-1.46213819,-2.167095799,-0.995483012,-1.405423607,-1.015510455,-1.46058939,-0.560988385,-0.376492785,0.625935222,0.438630416,-1.533517454,-2.084899124,-1.073983086,-1.036536784,-0.994848962,0.02773036
2430,-1.690585263,0.306206177,-0.480257315,-0.965309414,-1.01888247,-0.534878768,-1.029565207,-1.534228343,-0.833970073,-1.76947699,-0.925945099,-1.693865933,-0.821046976,-0.497658191,-0.979696626,-0.897850258,-1.291871465,-1.195759869,-2.179822126,-0.967960531,-0.579792348,-1.581159749,-0.601742969,-0.800716228,-1.288103017,-0.334017566,-1.053076943,-0.081032934,-1.446820643,-1.02486553,-1.461278172,-1.097579883,-1.590186536,-1.167008329,-0.955980706,-0.888903481,-1.280290112,-1.588234745,-1.230536719,-0.638202819,-1.05784911,-1.490601343,-1.036538497,-1.36510296,-0.906262628,1.252507201,-2.272785534,0.522579484,-1.035621371,1.258687292,-0.780242347,1.514917897,-0.96089837,0.924103632,-0.903056351,-0.058062527,-1.18756203,-1.054540847,0.226919777,-0.39713404,0.072134916,1.346683398,-0.046153551,-0.556165412,-0.107565037,-0.454034821,-0.821046976,0.80963817,-0.934588521,-0.89471014,0.263064446,0.704424905,0.1688676,1.481751432,-0.775880806,-0.28406396,-0.948325422,-0.509516279,-0.46066086,-1.671902009,0.29931723,-0.390855885,-0.090784023,-0.821046976,-0.154143687,-0.334643957,-1.184005872,0.126714435,0.202910158,-0.941801105,-0.31768538,0.275612508,-1.468262671,0.259041064,-0.527929416,-1.508539399,-0.810569241,0.236149254,-0.147698057,-1.461529373,0.058401681,-0.381405041,-0.787106428,-0.911190117,-2.036838141
2462,-0.77239722,-0.973180567,-0.230293628,-0.654316688,-0.710051978,0.148738482,-0.133092665,0.040305492,0.187993094,0.221297777,-0.875552771,-1.335208261,0.148738482,0.398214169,-0.247308908,-0.321903922,-1.107258617,-0.223804386,-0.228862877,0.148738482,0.109483869,0.216493378,-0.15470639,0.861391624,0.296265341,-0.571148956,-0.076618044,-0.281995517,-0.138424858,0.148738482,-0.034543324,-0.152431109,-0.112175702,-0.076535017,-0.475695678,-0.231794461,-0.202968849,-1.213611237,-0.438590303,-0.481376226,0.212346572,-0.265183033,0.195473155,-1.001475993,0.288720172,0.471990119,-0.563393283,0.148738482,1.844735709,-0.289117721,-0.279192381,0.192208809,0.983464711,1.636251196,0.148738482,-0.171455941,-0.854129743,1.075506317,0.104064834,-0.136436011,1.521164146,0.918737658,0.148738482,-0.109232956,1.23112299,0.708969588,0.79394577,0.192060873,0.947138397,1.999374738,2.761450622,0.40344149,0.527343299,0.469264916,0.405872649,0.650167315,0.148738482,0.844279224,0.851097882,-0.881071531,0.574965386,0.484473591,1.351740777,0.960888877,0.28625217,1.276406281,-0.14560341,2.217418904,0.586833179,0.925693275,-0.361876913,0.61041097,0.707868962,1.296151424,0.733087121,0.035632953,0.885114476,-0.349277088,0.148738482,0.209196889,-0.284564238,0.008867282,0.7757658,0.399365993,-2.174852357
2500,0.24048935,0.171136617,1.00113879,-0.145264791,0.025829404,0.407579033,0.214195261,0.562203859,0.204696791,-0.160354778,0.102953892,-0.385757477,0.443924557,0.25485742,-0.002814696,0.881628635,0.022461751,0.326481611,-0.106387051,0.239671542,-0.209577578,0.563513068,0.298263696,0.053020446,0.291928111,0.398266786,0.350030302,-0.065863586,0.355863626,0.515395004,0.38069529,0.66506534,1.136483467,1.107822814,0.973575132,-0.073864533,0.046223925,-1.091649959,-0.53000664,-0.736913125,0.722827138,-0.210210457,-0.1190605,0.388295349,0.167095033,1.398112046,0.434618973,0.700112141,1.944196596,1.510446481,0.464109707,0.838477993,0.863663206,1.110435575,-0.109234713,1.563960857,-0.075054711,1.038151419,0.810792594,0.453230141,1.618617255,1.936950247,0.122443155,0.48411469,1.011238341,0.6821771,0.396479872,2.023072101,0.638683888,1.352830857,1.548131343,0.296319507,0.408440354,0.317285418,0.905623326,0.674317482,-0.120572946,0.680754355,1.363176358,0.582826193,1.58621516,0.853784864,0.294668561,0.326175879,0.276308799,0.164599848,0.055951754,1.360960631,0.391990355,1.036204215,0.59896338,0.902299064,1.047570774,1.531140904,0.602951802,1.276818022,0.768934596,1.141853452,0.763732752,-0.03648095,1.41363226,0.837991037,0.774506458,0.384388977,-0.035350153
2593,1.023856307,0.556975712,-0.512347829,0.905045588,1.473807496,0.757956683,0.844827771,-0.144882314,1.260596191,1.394844258,1.069206081,0.851720313,0.446828507,0.267617897,1.337859484,0.675411117,0.650323801,-0.728504458,0.456100612,1.639241635,0.317925865,0.138010707,1.06562469,0.518943415,1.506951218,1.149058587,0.021763259,1.535662018,0.834078177,0.774528644,0.428291112,0.588153644,0.424542277,0.387664129,1.057183605,0.675794142,0.750049783,0.902488493,0.232855995,0.488982146,0.752054292,0.455845827,1.145121876,0.537003918,0.403417942,-0.214701967,0.088803575,-0.500350777,-0.438417982,-1.00677102,0.864441971,-1.231195856,0.090244533,-0.191411739,0.903451457,0.796063812,0.430264195,0.981755348,0.729639349,0.422612956,-1.107038729,0.031833347,0.446828507,0.446828507,0.062825548,0.446828507,0.504068988,0.347066525,0.462945065,0.413257219,0.446828507,0.951110829,0.14194893,-0.218616706,1.011207521,0.3687536,0.364811554,0.492396294,-0.107319764,-0.195871465,-0.260334247,-0.823907707,-0.407479265,0.113757693,-0.373358424,1.395136567,0.597415572,0.178103998,0.28050466,-0.440355756,-0.253204932,0.501802945,-0.64882126,0.446828507,0.649812959,-1.179808586,0.224602275,-0.392320241,0.446828507,0.514680305,0.133392018,0.273892277,0.787494889,0.918641577,-1.434282112
2619,-1.671112357,-2.126094539,-1.294734406,-1.224973395,-1.559315459,-4.133718083,-2.257344737,-2.697675526,-1.961639287,-2.262799218,-2.531806928,-2.553113033,-2.190910938,-1.714590895,-2.589152319,-2.287095965,-1.68057139,-1.465063567,-3.230675709,-2.13486075,-1.50880908,-2.0830351,-1.703139252,-0.917542565,-0.869585298,-2.835571093,-1.763438221,-0.975417333,-3.266094571,-2.637825297,-2.328767629,-3.503317276,-2.418699166,-2.955364133,-2.65355016,-0.562366946,-2.615591748,-1.458577911,-3.158434122,-0.128162174,-2.647281881,-1.306229979,-2.136454764,-1.875063235,-1.836131969,0.393213934,-2.179342986,0.415660469,-0.103614532,0.063397014,-3.547267534,-0.340432221,-0.955195534,-0.919331209,-1.420845793,0.139225767,-1.905488117,0.027541254,-1.325238841,-1.669360937,-0.573661674,-1.560341737,-1.346281568,-2.903675374,-1.838492706,-2.052795853,-0.49211776,-1.134860397,0.038005638,0.979388856,-0.286384325,-1.030544521,-1.098139631,-0.021349391,-1.545316279,-2.979969616,-0.431141008,-1.624207884,-1.398947779,-3.080532287,-1.184830718,-1.021013945,-1.409956199,-1.657968363,-0.691377108,-1.781059714,-1.531317099,-0.821519246,-1.041295372,-0.265487041,-0.297827421,-1.466036613,-1.38731559,-1.098364422,-1.279573983,-1.654590411,-0.283691179,-2.088107807,-3.339568729,-2.007482655,0.969893404,-1.473028744,-1.186207706,0.031277502,-3.912426951
2680,-0.206669741,-0.74212097,-0.745983194,-0.812304344,-0.51240961,-1.320593908,-0.599688604,-0.681110892,-0.599689866,-0.682973432,-0.644895379,-0.432889916,-0.582552996,-0.446302526,0.044462783,-0.806782884,-0.666171321,-0.723539401,-0.680996767,-1.116920177,-0.348022293,-1.14115842,-0.117729749,-0.577371667,-0.466825115,-0.774366696,-0.154502721,-0.012997417,-0.788157803,-0.49880599,-0.664497444,-0.655458224,-0.774854071,-0.410116576,-0.629543467,0.050872536,-0.486933078,-0.058479892,-0.6113624,-0.516463464,-0.704892241,-0.611012454,-0.571204594,-0.587118911,-0.411028056,0.199097003,-0.26896972,0.208263284,0.041108804,0.095182452,-0.890001706,-0.159759389,-0.189431353,0.134118136,0.208277979,-0.292123759,-0.184522236,-0.015932413,-0.294478514,-0.77953729,-0.097332473,0.328754124,-0.637605741,-0.731812619,-0.124382612,0.079917419,-0.316012596,0.464692055,-0.653230718,-0.264743821,-0.109492116,0.018309164,0.150567796,-0.41854531,-0.355509621,-0.415484251,0.074143223,0.393410798,-0.457150032,-0.641493155,0.601986615,0.694226671,0.909270913,-0.7278017,-0.83467813,-0.574648689,-0.349324109,-0.534620145,0.173480566,-0.063422093,-0.908431817,-0.887943521,0.08693818,-0.406231583,-0.036732706,0.132020291,0.236854298,0.081197556,-0.482530672,-0.612852193,-0.944951806,-0.423318952,-0.363500955,-0.523779419,-0.917599206
2706,2.889592618,4.29951674,4.190598036,3.600049583,2.263400864,2.776733867,3.785625098,2.107695486,2.092187926,2.68495531,2.32454529,1.593324589,2.713538225,1.933105286,2.860258636,4.060128535,2.444721942,0.828758405,1.871676267,3.870420228,2.202871834,2.946036365,1.561416308,2.273793059,2.342928407,2.921298448,0.264132197,1.766405246,2.868551926,3.092139945,3.757218661,2.792649078,2.368352777,3.161299744,3.933037336,5.420913869,3.81915168,3.743446043,3.891490156,3.533659454,3.403082344,3.910714392,1.832018653,1.513270427,2.964240403,-0.221645238,3.144330425,0.615157942,-0.400834741,-0.762466802,2.788716934,-1.480471828,0.766336923,-0.75449953,1.199024032,-0.817948657,0.945379914,0.337865673,1.39112716,1.71433313,0.180234037,-0.85274946,3.478045158,0.627992734,-0.365576879,1.401854824,-0.081022308,-0.831596465,1.664579147,-2.4557941,-2.234334393,0.552260645,0.544385849,0.394761894,2.467723317,1.14903973,-1.051120555,-0.587716518,0.014945589,2.881301755,-0.818544618,-1.133927607,-1.178739892,1.28661404,0.038902968,2.81652287,3.68060613,0.772571438,-0.472594824,1.259659227,0.745872912,-0.146276726,0.613686824,0.984722102,0.341910445,0.378892757,-0.351656499,-1.269127113,1.872030364,2.228295463,1.720946691,1.16243725,0.891563663,2.04353878,1.515496819
2729,-2.170482336,-2.299704752,-2.212295853,-2.302530904,-2.135934488,-3.151308135,-2.502670333,-1.478326901,-2.504246901,-3.392978071,-3.248336359,-2.587405672,-3.253802563,-1.42328719,-0.757722607,-1.856549494,-1.533084641,-1.959595473,-3.961014111,-2.035243385,-0.97899621,-2.137886005,-1.134881608,-1.020843397,-1.22606372,-2.48743023,0.6333565,-0.509117906,-3.104649349,-3.327854788,-1.469092969,-1.412064925,-3.469944884,-2.117865387,-1.888234704,-0.160591322,-2.448235371,-1.425256125,-1.614924761,-0.793871637,-2.267659046,-1.875128729,-0.933627796,-2.198647881,-1.995415934,0.135984142,-0.719311038,-0.305183995,-2.32569024,0.632798701,-3.10529912,-0.146115514,-1.519526707,0.226824355,-0.441221524,0.206141554,-2.346514872,0.229619027,-1.132377615,-2.630762496,-0.395037534,0.056563741,-1.944424021,-1.412064925,0.016656718,-0.391559421,0.136662172,0.963165843,-0.996238347,1.517757343,-0.724416512,0.111634352,-0.089615154,0.548551692,-3.055742259,-2.734627585,0.285332146,0.56644661,-0.017204367,-2.489452527,-1.040061274,-0.766336612,-0.456501395,-0.636105354,-1.49419713,0.356534861,-1.584527446,-0.303856575,1.087873598,-0.217199449,-0.515835415,-1.596017285,-1.864835862,-1.791391029,-1.148534036,-1.907051333,-3.112605186,-0.754327623,-1.412064925,-1.244794569,-0.552167797,-1.405204516,-1.243279984,-1.015814758,-3.034489011
2733,1.424080365,0.046655495,1.390921796,0.517211087,0.958903281,0.80487405,0.685420135,1.02535192,1.095110376,1.282824324,0.65602717,0.577883575,0.890636055,0.254802577,0.523507111,0.610805644,1.518347136,0.487583699,0.82323982,0.754889056,-0.075877486,0.43283714,0.317537013,-0.573036189,0.683280866,-0.217114409,1.267011932,0.315929126,1.332289261,0.842485767,0.712390875,1.301145344,0.592922763,1.36735844,1.761059892,-0.296800724,1.366945227,0.01700406,1.539618211,0.445615347,1.283725073,0.875449021,0.414195318,0.459170776,0.406110383,-0.05978324,0.267817906,-0.654188759,0.159978695,0.069096369,1.000032485,1.418976307,0.875806214,-0.746536859,-0.267901398,-0.286829376,1.212629639,-0.239910251,0.051339716,0.307542524,-0.870088309,-1.184506834,0.920122409,-0.111919387,-0.112883468,0.540654316,-0.002665735,-0.177192962,-1.159974108,-0.849763472,-1.425476843,0.023843703,0.097013974,-0.622196475,-0.709090438,0.687347491,-0.448690627,0.923821306,-0.223590439,1.812267338,0.197531692,-0.898216776,-1.197763091,1.036106764,0.086601267,-0.130014477,0.244767556,0.058535982,-0.327784458,0.585484752,-0.13289168,0.599861062,0.48238386,0.86760796,0.186088032,0.833279246,0.523514906,-0.112367331,0.707308721,1.011540184,-0.107887084,0.134908178,0.288826704,0.896311995,1.601167072
2752,-1.800438507,-2.048124324,-1.771741599,-3.702864551,-2.684911947,-1.687245047,-2.392834931,-1.97813115,-1.108426489,-1.627330006,-1.608057118,-1.922230013,-1.200305656,-3.242109573,-1.727675636,-1.915303011,-2.89468588,-0.253207379,-2.001385032,-3.020664464,-1.7048566,-3.097328907,-1.276671868,-1.573783034,-1.686671603,-4.191536057,-3.486689346,-1.346997859,-2.679123373,-1.661595822,-4.305867591,-3.275929636,-2.741269055,-3.049909468,-2.602144199,-2.426394408,-2.019355663,-4.457606107,-2.148902414,-0.927697889,-3.061939002,-4.337336346,-2.955323031,-2.767789313,-2.511562057,-1.09991309,-2.70043471,-1.540158077,-0.991323293,-1.064828737,-1.675878589,-1.380352503,-2.423684729,-1.41993144,-1.609091917,-0.574179275,-3.241299016,-1.698300129,-1.424967925,-1.352556343,-2.236374958,-1.545852039,-1.644520021,-0.503079034,-1.055563611,-2.152078885,-1.781740377,-2.908690077,0.631616971,-1.294883662,-0.56968101,-0.897709308,-1.049636578,-2.335593531,-1.444922169,-1.909285007,-1.356749758,-1.54865963,-0.289810966,-1.167883193,-0.846105284,-0.394965277,-2.233161155,-0.616970035,-1.162490659,-1.508567019,-3.441710659,0.207188737,-0.421243725,-1.159046747,-2.257007871,-0.128729378,-1.144442001,-0.784356067,-1.43465066,-2.229565746,-0.303811877,-1.424226789,-2.753414892,-2.290101896,0.054716447,-0.594408766,-2.817554149,-1.229712779,-1.964396447
2822,1.803513936,1.837583463,1.372348677,1.936259856,1.470249757,1.276522763,1.002478375,-0.134936257,0.995224716,2.126017692,1.637349032,2.370348773,0.14209004,-0.301219662,0.088384962,1.096498146,0.664530348,-0.177305527,0.961309851,1.487632101,1.238240777,1.172256029,1.005573152,0.985030936,0.921400889,1.042003795,0.556150099,1.540546725,0.679094605,1.602796037,0.842586179,1.22226186,1.163034795,0.685876607,1.293269653,0.858776904,1.153685887,1.64428755,1.652256975,1.161155408,0.553688911,0.821206444,1.193636766,0.904186065,1.384434534,0.079405555,0.254652447,0.789110246,0.52278272,0.112580926,1.160640473,0.95515,0.248756574,0.51024163,-0.202163514,0.385319732,0.328543729,0.773035736,0.738789574,0.771299183,0.850743574,0.161284183,0.66720326,0.853133847,0.274257816,0.331524026,0.85596127,0.429148954,0.519529675,-0.13045202,0.42950631,0.460645621,0.24950769,0.911596035,0.430302083,0.598169477,0.412316499,0.581120732,0.28453493,0.040199705,-0.984456776,-0.541837334,1.46899961,0.50844671,0.623028568,0.247137468,2.151128039,0.591066427,1.333233648,0.569602078,-0.479661818,1.105454547,-0.334585214,1.348179285,0.369439099,-0.216023898,0.19155181,-0.039251214,0.521281785,0.466295765,1.455657259,0.199717237,0.595708099,2.072262374,-0.766721902
2842,1.003353754,1.493605759,0.319348389,0.164653682,0.532693637,0.25139703,-0.288605272,0.52677482,0.248103336,1.425497079,0.602071565,0.484018936,0.926512399,-0.163156044,-0.060197046,0.975386399,0.498800879,0.957413495,1.160146839,0.404623915,0.750583382,1.005849459,0.245877429,0.403742915,0.810648228,0.189016085,1.182569199,-0.004982676,-0.248311251,0.60434164,1.447858717,0.580241492,0.431943024,0.28670315,-0.041266369,2.220184865,0.570435541,1.596472569,0.372894803,0.872285297,0.780307258,1.039881107,1.008477101,1.014179447,1.729182529,-0.63868012,0.582336586,-0.292318857,-0.350699526,-0.08817105,0.091608655,-0.385865941,0.073140837,-0.708326953,0.46914517,0.350450536,0.483864274,0.216786816,0.213826465,0.337611608,-0.282680213,0.517769251,0.573968665,0.30295674,0.993817046,-0.146643767,0.200417187,-0.948422503,0.792385745,-0.243772424,-0.743113946,0.129243951,-0.12510084,-0.502401846,1.146897553,0.229882687,-0.087372676,0.237120179,0.027354684,0.768566676,-0.461721757,-0.057192958,0.457733069,1.041203607,-0.087287523,0.495788486,0.972750573,-0.113499782,0.098590976,0.47370394,-0.037576928,-0.037772948,1.22931766,0.551763487,-0.026453028,-0.394507739,0.137599184,-0.16936208,0.627365031,0.167306243,-0.071727174,-0.858058172,0.634907799,0.672871202,0.466085839
2876,0.287678665,0.694338463,0.678589215,0.832891135,0.038760365,0.775644714,0.394591135,0.834470882,0.571588478,1.403791223,0.522688332,0.499795637,0.000429647,-0.266090315,0.914586454,0.397311385,0.498096857,0.746246838,0.853563779,0.294913339,0.548769295,1.329352398,0.646397865,0.02144125,1.294069591,0.290868089,1.125814218,0.97557102,1.023013418,0.839792151,0.533061106,0.971722686,0.544539889,1.034029907,1.032675719,0.654125951,1.2215692,0.774256217,1.176474369,-0.164908835,0.895089091,1.303465992,0.382184621,1.087045893,1.281654969,-0.484266645,0.130228875,-0.529965486,0.468468791,-0.28748297,0.623731891,0.449250758,0.470124206,-0.453626112,-0.026650817,-0.840619551,0.886903847,0.100857203,-0.628648584,0.723414296,-0.681018345,1.479733772,0.020506614,0.929050832,0.625537988,0.024998134,-0.471277586,0.003946719,0.561469414,-0.050145882,-1.104027061,-0.150418656,0.390317635,-0.644478709,0.460385334,1.429711349,-0.431494163,0.359982111,-0.319730167,1.150514877,0.049344589,-0.800376715,0.275629164,0.283552557,0.471779621,0.244703887,0.78212009,0.02233754,-0.097977284,-0.126173544,0.337429967,0.514216419,1.237064513,-0.127882543,0.329886964,0.595362957,-0.194453336,0.242713439,1.037367937,1.041117617,-0.476826005,-0.475978068,-0.12773782,0.875878773,0.566601801
2900,-2.319384134,-2.262176056,-2.444232701,-2.816306135,-2.07930966,-2.066521429,-3.369894508,-3.022611878,-1.856798114,-2.891893737,-2.562478213,-2.334882043,-2.49461701,-3.110155367,-3.014076217,-1.756549912,-2.251552386,-2.318495733,-2.395669936,-2.192924509,-2.438229686,-1.917714036,-2.045963054,-1.980169712,-1.476427629,-2.564176666,-2.841617232,-2.173532501,-2.27686119,-2.225381177,-3.960421069,-2.371258473,-2.682326895,-2.848981761,-2.510689669,-2.693837582,-2.628782508,-2.499274924,-2.744375255,-2.320624589,-2.959139206,-0.603254997,-2.780147482,-3.138228352,-3.048234263,-0.798086592,-2.995480657,0.019955202,-1.932332817,-1.564436399,-2.346158936,-0.942442228,-2.181591424,-1.618501661,-1.813253881,-1.53087185,-0.567842551,-1.54573353,-1.848025512,-1.135619041,-1.85616374,-2.887869705,-2.435706631,-1.737772869,-1.045779349,-2.325836736,-0.348144934,-0.862507117,-0.647276837,-0.917767149,-1.689900599,-1.458042545,-1.357390124,-0.990369174,-4.863052744,-1.858329607,-1.170682954,-1.528795223,-1.853667329,-2.960236831,-1.721676029,-1.387881111,-0.569333963,-2.157976264,-0.640153446,-3.171443625,-2.006721377,-1.671506628,-0.966582818,-2.160656705,-1.956620406,-1.516601519,-1.961057657,-1.489614428,-1.308620617,-0.902003098,-0.707570955,-0.707636265,-3.09860245,-1.985093345,-1.830247926,-1.974059738,-1.924508529,-2.780117991,-1.320564068
2920,2.553753824,4.114033359,2.048380803,2.06884124,3.399615409,1.880510549,2.489643788,0.999120936,2.842990227,3.357280034,1.720951598,3.072053632,3.306311805,2.513319031,1.85550283,3.423591805,2.233188253,2.109486149,3.12325015,3.185651384,1.970055903,2.314943417,0.3208951,1.9269528,2.099816092,3.119653178,-0.937909673,2.369171505,2.092677161,3.30409318,2.459737117,2.405689884,2.853778366,2.40957243,2.696910854,2.665047287,3.939582164,3.650217458,2.980150387,2.579983814,2.979019007,3.214186456,3.071832775,4.291599237,2.718456489,-2.65362295,-1.379868372,-0.545422312,-2.565992148,-2.074544741,2.950649447,-0.655609709,-0.505594633,-0.705286216,1.149104891,-0.345115048,-1.779021028,0.932741196,0.729674617,1.200707684,1.325165012,-0.619916359,1.051798555,0.58477705,-2.031539162,-0.242759508,0.091400798,-2.746040077,-1.337071549,-3.171460628,-1.934833337,0.707858284,-0.392121842,-1.139848852,0.874437847,0.298891928,-2.18028854,-1.995371628,0.275539426,2.213538624,-2.27689788,-0.566703084,-2.119122293,0.52023308,-1.598833026,1.9956387,1.803161539,0.02900882,-0.24337743,1.133116979,1.608623122,-1.34356989,-0.237687994,-1.477509956,-0.728334529,-1.801736602,-1.734341583,0.970223587,2.677478095,2.270583143,0.681908375,-1.887267903,2.855568056,2.357712054,1.44962234
2973,-0.233942889,1.15068009,-0.055793237,-0.183623916,-0.575775535,0.677301986,0.706197869,-1.073818381,0.175276369,-1.422368208,0.541601002,-0.894906008,-0.747634571,-0.552731447,0.389549596,-0.651946103,-0.63592616,-3.095262212,0.242005205,1.014544333,-0.430520167,-0.662637955,-1.435835134,-0.215500073,-0.99703478,1.02455146,-1.458869836,-1.021410649,-0.162308104,0.580889043,-0.672760426,-0.662511409,-0.287011577,0.363905012,0.908256134,-1.43674948,0.321486018,-0.518489741,1.044969308,0.347097419,-0.143327418,1.375189262,-0.06906533,0.350483543,-1.912989163,-2.739305642,-2.314691482,-1.998022288,-1.96830312,-3.143844287,0.873297834,-4.383236951,-2.716403025,-3.697439815,-1.427184356,-3.396930153,-2.664270626,-1.326129865,-1.464475832,-1.358120125,-3.271113422,-3.140333843,-0.472823295,-2.721499714,-0.328213187,-1.554319704,-3.038351541,-2.481848061,-2.206161537,-4.569411079,-1.794777105,-0.981994634,-2.33303846,-3.143435559,0.972498509,-2.193689833,-3.936309702,-3.226083405,-2.257933244,-1.340386876,-0.224377693,-1.278832521,-1.999337592,-0.96334582,-4.83975956,0.480110271,-0.999363983,-3.218940991,-3.436430883,-2.516490684,-0.192091306,-3.577207672,-2.94052165,-3.105060558,-1.474549862,-3.489623105,-3.104003912,-2.465017978,-2.104812644,-1.549898232,0.08067055,-1.030622464,-2.439178225,0.083647237,-0.654626689
