,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,Class
GSM153207,-3.89126187,2.663074785,0.945273737,2.070544548,-0.203491278,-1.097693843,0.858365994,0.59904698,0.228332112,1.064286034,-0.277491044,0.335889365,1.442128358,1.432530988,-0.640846014,0.793469158,-0.576292419,-1.21467603,0.120974395,0.75314535,0.528688293,0.234393051,1.551413484,0.823106649,0.051886639,0.41235583,-1.378206132,-0.213546919,0.892097446,-0.921993171,-1.50026217,0.403375431,-0.999073887,1.011117308,-0.038284146,1.856076969,-0.243442026,0.14674297,-0.069814139,0.48033027,-0.304176527,-1.341090373,-0.446129841,2.21484185,0.61605164,-0.978415005,0.317033588,0.032811475,-0.199365931,0.057338361,-0.685375829,-0.203189894,0.474961407,1.036676561,0.882818055,-0.875304653,1.932943799,1.159179167,-0.275569814,-0.781053698,0.10198019,0.37463592,-0.503840357,0.34717677,0.56268663,1.106144149,0.38281477,-0.675710729,0.702362212,-0.144686971,-0.503351119,0.435978627,-0.66921095,-0.525738787,-0.101314233,0.450172758,-0.510642292,0.071136522,-0.20926966,-0.59141563,0.140014959,0.23003667,0.363659543,-0.881340008,0.326087201,-0.092675072,1.784514274,-0.148494674,0.075702242,-0.721071971,-0.155801797,0.094431222,0.765774377,1.956091509,2.350448209,-1.542203064,-0.577357659,1.114100022,0.206376304,-1.369192402,0.141539033,-0.229709421,0.731425405,0.041327763,1.071166263,-0.281300015,-0.556021973,-0.190982087,0.503113586,1.081173318,0.329664733,0.586836356,0.767665491,0.16760296,-0.326890388,0.377840681,0.694958205,0.53606805,-0.27330949,0.980089427,-0.554053109,0.045195834,-0.632330754,-0.895116653,-0.241374095,-0.787629729,0.571630512,1.153077781,-1.054329655,0.389340773,0.157650077,-0.18389913,0.271301588,0.871776909,-0.146272202,-0.932550412,-0.359076411,-0.194474524,0.192169684,-0.177226617,0.136174131,0.456047773,0.910989183,-0.80490517,0.033455481,0.476704657,-0.102380428,-0.576994699,0.046582275,0.607494534,0.38670763,-0.119202014,-0.079818892,-0.635720376,0.231428491,-0.866333415,0.474046137,-0.062915879,-0.350507073,-0.686957291,-0.400312743,-0.079755609,-0.468095267,0.199872156,0.321190739,0.083213636,-0.252609332,-6.87E-16,Normal
GSM153208,-31.18910589,-17.47321969,-3.425304128,-0.161163981,1.736051187,-0.906870168,-1.851144183,-6.541634685,3.507976396,-8.634205912,-0.904658966,-0.335934548,0.682292456,-3.175926912,-3.003318488,-2.467129419,-1.183399645,-1.309117271,0.485429049,1.670669858,4.057045118,0.784690776,1.674266045,2.904453377,4.502360525,0.945546733,-0.960744118,0.805687873,1.455355497,2.424927776,3.286363539,-1.829088301,0.967885418,1.448328758,1.751221852,-1.745794448,0.905516305,-1.666720512,0.027900447,-0.40952837,0.11252828,1.112469887,-0.596276764,-0.19710082,-1.470016756,0.141813175,0.606206228,0.102360086,1.565909008,-0.583393531,0.828755395,-0.230760195,1.195946234,0.841898714,-0.343573368,-2.101044865,1.426633499,-1.559972955,-0.43408727,0.303427153,-1.084231947,0.360274363,0.320099868,1.192755806,0.374296995,0.717245706,0.964972535,1.627029487,-0.115338686,-0.312105264,-0.598468676,-1.514953726,-0.792791989,-1.264368095,-0.086855095,-1.74859501,-0.064998998,0.193553732,-0.059633603,0.939463911,0.17493152,0.475206128,0.99385354,-0.338477271,-0.02302085,1.09955644,-0.75318154,-0.525102957,1.130438878,0.190244522,0.056866755,0.328423532,-0.047895513,-0.329106982,0.264631167,-0.144997445,-0.182010389,-0.668916814,-0.120479176,0.445526441,0.161630679,0.826749169,0.708680031,0.719897055,-0.684837543,0.129653557,0.391750842,-0.272181859,0.544736642,-0.221671188,-0.187522839,-0.029025282,0.0533371,-0.020562052,-0.558267621,-0.557376028,-0.495821819,0.758317538,-0.426816676,0.359744563,-0.365407156,-0.432849873,0.151501854,-0.31895075,0.664430157,-0.488853699,0.083312842,0.022615867,0.036949447,-0.240222059,-0.456124319,0.1303223,-0.229193613,0.772357223,0.352772778,-0.077778388,0.056040982,0.003320412,-0.196133949,-0.500311081,-0.208165073,0.116783867,0.155391751,0.100979737,0.183615402,0.130900811,0.234672727,-0.156861699,-0.097753422,0.05198228,-0.252193219,-0.257864377,-0.262503068,-0.142131015,0.012391366,-0.189810784,-0.216555418,0.044754439,0.093622777,0.050748632,-0.067529609,-0.164796216,0.036956615,-0.131010282,-0.073752668,0.039214052,-0.007433739,-9.37E-15,Normal
GSM153209,-7.119060428,1.27559683,1.398638146,3.756549965,-0.957457545,-2.384294354,2.882340972,0.703940398,-0.887650833,-1.318037603,-0.753456774,0.015793907,-1.300537143,0.827454369,-0.998745985,0.897131976,-1.386775441,1.077085156,-0.394776469,0.612139522,-1.599348225,1.428870296,0.73155978,0.494748315,-1.25362528,1.408936237,-1.553243838,0.332929946,0.717893793,0.260694292,0.595254328,1.387186124,0.592950553,1.416618898,-0.010829382,0.337056114,0.313776794,-0.838531334,-1.632903677,0.523197827,-0.512255363,0.522886775,-0.771071072,-0.357622949,0.181391574,1.686924425,0.542396541,0.571075338,-1.409870794,1.148393273,-0.617293271,0.889100176,-0.893207344,-0.372347217,-0.184363549,-0.453457922,-1.726974481,-0.140680212,1.178666008,0.517543816,1.05666537,0.608107293,-0.088308826,0.505197656,-0.532197288,-0.161254602,-1.218030076,0.286814636,-0.16680156,-0.801657289,0.941184969,0.719207289,0.448034001,0.493698688,0.142159917,0.825481657,-1.477682418,-0.76527659,-0.214810916,-0.051690712,0.363763161,-0.823497285,-0.871740624,-1.623590442,0.744784663,0.527409201,-1.541525257,-0.658540372,0.017516886,0.850142808,0.575352669,1.726558756,0.010838974,1.208867504,0.092358645,-1.13593955,-0.230409552,-0.455576417,-0.150516494,1.535504721,0.762510262,0.444560865,0.864470954,-0.324972102,-0.073054563,0.415985008,0.396253069,0.132284481,-0.010342702,0.535978114,0.56968001,-1.100417236,0.91215474,0.496304121,0.834216934,-0.181948317,-0.385782018,-0.502057462,-0.734143008,-1.051897863,0.189433947,-0.564338407,-0.092144594,1.043908985,-0.730410598,-1.238715408,1.111160753,-0.396669326,-0.818894811,0.653080376,-0.36085131,0.217515052,-0.150834119,-0.74148663,0.384125726,-1.147361295,0.214292223,0.056841233,-0.413876277,0.450209691,-0.145600845,-0.328974724,-0.370025844,-0.309668948,-0.203125089,-0.361587819,-0.134467823,-0.506263645,-0.539260832,-0.026545593,-0.445853096,-0.542175531,-0.812263477,-0.26594382,0.038663195,-0.615110324,-0.741184952,0.085755408,-0.078118093,0.555116871,0.37081406,0.058263515,-0.306954876,-0.199036878,0.105910648,-0.336166146,-0.046045683,-8.57E-16,Normal
GSM153210,-3.783089852,1.933394046,1.660048592,0.281290614,-2.365372259,-1.255292472,3.27586631,1.264048688,-0.879627463,0.377098771,-0.652636917,1.191701488,1.066563448,1.948971287,0.169609045,-0.331977918,1.382501737,1.022314634,0.075337643,-0.746083591,2.075349737,2.482143807,1.676936684,-0.187427035,0.221929184,-0.864359878,-0.383519745,-0.664828728,-0.34024867,-2.144253573,0.911038827,-0.280824914,0.193213716,0.732267747,-0.208307619,-0.270666222,-1.299545342,2.211165421,-0.129601403,1.085092496,1.205959484,0.9021668,0.184666106,0.026546469,1.610428147,-0.955687203,-0.133236805,-1.408260157,0.521506999,-1.195603114,0.381494605,1.033603468,-0.813954829,0.884680096,0.314576659,-0.197544562,0.55459363,0.036479852,-0.128209001,0.073906929,-0.647498497,0.866191726,-0.883810374,-0.818872708,-1.949335912,-0.125328348,0.801486379,-0.048154746,-1.201638104,1.154482077,1.01394182,0.433674186,-0.574767198,0.601266818,-0.992025691,1.437045385,0.623213302,0.051628825,-0.46916023,0.32675367,1.187248225,-0.162051656,-1.373116189,0.481474482,-0.423812347,0.400485069,-0.697518075,-0.19708564,-1.000067557,0.879779162,0.117166161,1.227355552,-0.1401929,-1.330177847,-1.05895933,-0.04646766,0.149448461,-0.536497355,-0.534111083,-0.259684687,1.30523302,1.887628537,0.561828993,-0.363325272,0.149075972,-0.718212024,-0.420519157,0.5207854,-0.775274343,-0.348891598,0.262940046,1.172308891,0.239840345,0.759577949,-1.241032421,0.210893039,0.163418336,0.107343434,-0.419622571,0.758230953,-1.336412676,-0.23390857,-1.616116114,-0.659399061,0.088264065,0.718508779,0.096563332,0.439090917,0.654331864,0.093897812,-0.440955251,0.438010094,-1.625324535,0.178543182,0.239224266,-0.299593312,-0.571680027,0.135323035,0.150285662,0.713775122,-0.057841712,0.19985835,-0.418629741,0.697017528,0.288302444,-0.084386318,0.586145833,0.118873167,0.033922735,0.283168644,0.085593333,-0.471199817,-0.018695164,-0.038422515,0.711214218,-0.346971161,0.249098421,0.401315538,0.441182743,0.085149106,0.095759945,0.245676442,0.086006213,-0.009108221,0.368956457,-0.138316088,0.197208855,5.24E-16,Normal
GSM153211,-4.220357356,4.586607071,2.030229404,3.096316779,-1.068797227,-1.98341841,1.475347933,3.811465107,1.212322445,-0.385255879,0.409487742,0.607378501,-0.45628373,0.387509573,-1.393847527,0.241143761,0.753037704,0.726520315,0.316256899,-0.936368327,0.174632962,1.688644231,0.415295759,1.360163706,-0.885019998,-0.300966351,-1.135005178,0.915329587,0.141440818,-1.035381963,0.207542702,-0.573128209,0.548063061,0.095856163,0.047499273,-0.780627306,0.290144822,0.763907297,-0.666036647,0.022530441,-1.037370585,0.474856058,0.213035608,0.480776758,-0.017902418,0.15622126,-1.113840803,1.533573084,-0.294793441,0.352232468,-0.651528028,0.930956807,0.850322041,-1.048254629,0.698056192,0.14022891,-1.89113334,-0.708289196,-0.382005881,-0.909940086,0.661726925,-1.252352018,-0.328906953,1.033266701,-0.481323685,-0.68925597,-1.63805477,0.367481598,-1.740289829,-1.696493348,-1.111157697,-1.140532614,-0.294093072,-0.722516096,-1.008272867,-1.036183383,-0.88750965,-0.436411276,-0.258316497,0.596134468,-0.920193093,-0.139009298,1.513048938,-0.074376382,0.224377266,-0.0054522,0.703121661,0.534560505,-0.662439578,0.161790566,0.669539819,-0.69095056,-0.250691295,-0.911094992,-0.77058303,0.768004714,-0.284863464,0.309235249,0.294479803,0.872733017,0.857995341,-1.08106767,0.572138099,0.344442819,-0.579571256,0.384547959,0.690995462,-0.117317697,-0.994773938,0.231894147,0.484549833,0.520167726,-0.336069017,-0.395337403,0.495947439,-0.452163894,1.038811008,-0.126209863,0.214341162,0.633882295,-0.16669513,1.248346685,-0.854353001,-0.990471979,0.593549959,0.039904174,0.674324034,0.013451081,0.301687482,1.459985024,-0.351287856,-0.56276705,0.12766356,0.115162728,0.750811695,0.174791716,-1.372938747,0.395357371,-0.628757532,-0.34122381,-0.259184223,0.845135834,-0.321004258,-0.53031531,-0.259629891,0.092727949,-0.209694135,0.567976741,0.071818223,-0.617290573,-0.131414038,-0.495121207,0.071944179,0.873999455,-0.07009131,-0.467102529,0.484022633,-0.1905836,-0.317544876,0.270993863,-0.527241376,-0.119391228,0.062783952,0.560487637,-0.34191034,-0.356985755,-0.419249917,-5.07E-16,Normal
GSM153212,-9.111350744,-0.402351716,1.272527854,2.403830783,-0.67585939,-1.330371882,1.556222855,2.120251975,2.159107411,1.751868433,1.558034676,0.640256491,1.472247694,1.749862934,-1.804409809,-0.738594781,0.690216882,-1.908185495,1.400519618,0.353368397,-2.022881094,1.049655241,-0.125650492,1.144635054,-0.036387363,-0.920979688,-0.759827016,-0.198873487,-0.476492331,-2.199650239,0.336846614,0.283552382,-1.983924131,0.51447223,-1.719979363,-0.462973672,1.451822128,0.004351387,1.257216869,0.425701414,0.836701244,0.35124711,-1.38403679,-2.05162161,1.616248466,-1.107206226,-1.475403517,-1.535068841,-1.166028055,-1.003695863,1.293064425,-0.285170346,-0.307559393,-1.136112875,0.839110931,-0.448229807,3.110552815,-0.790396733,0.28462318,-0.237865681,-1.169275482,1.029485433,-0.182325468,1.359450646,1.305241316,1.161418321,0.0036497,0.874248122,0.190531392,0.133385683,-0.385157374,-0.351762408,-0.747545317,0.91285288,-0.351787468,-1.886830851,1.511684918,-0.307322159,0.485915281,-1.166229431,-0.765459592,-1.083230199,0.62314052,0.468645393,-0.83510805,-0.124753145,0.648688268,-0.19420337,-1.466849375,-0.104205825,-0.186269274,-0.120459267,0.050019736,-0.267944592,-1.370737082,-0.972025313,0.077406375,-0.48483055,-0.665656603,0.776656068,-0.162609085,-0.555111125,-0.218523066,0.027013242,-1.227980922,0.582310963,-0.448534634,-0.720514473,0.544643877,0.527781379,0.491614456,-0.194386599,0.453700141,-0.202118034,0.627341381,-0.218784493,0.382680602,-0.907973464,-0.437565105,0.672658898,-0.141479101,-1.349027508,-0.600333493,1.002611785,-0.281225013,0.200714953,-0.948073607,-0.134436656,0.212250184,0.129580728,0.188238177,0.850140338,0.884952551,-0.280513904,-0.466331935,-0.722332915,-0.765053727,-0.033859938,-1.067678962,-0.222765522,0.145693918,-0.486697957,0.125784956,0.156310015,-0.230397608,0.034071416,0.362265953,-0.548024862,0.069177013,0.116058582,0.47366078,0.089264075,0.620844525,-0.03566061,-0.245509704,0.426407616,-0.420503308,-0.340749598,0.115364424,0.11252986,-0.029126331,0.158610315,-0.260082351,-0.071752354,0.03568189,-0.506201417,-0.329876527,1.67E-15,Normal
GSM153213,2.631212978,5.585627141,-1.024958125,-1.07752845,0.899812721,1.243719519,-1.964785109,-3.644046309,-0.144400888,-0.875766372,1.91490635,1.094135055,-0.834891757,3.852266621,3.091007727,-1.046218155,-1.687940797,-0.54944653,0.874058317,-0.672989631,-1.54024812,-0.352389877,-1.532774744,1.00370304,5.077003743,-0.060859481,-0.521001045,1.285411972,-0.789388675,-0.802433493,2.922082346,2.103198899,2.401587429,-0.376117632,0.400016138,-0.857626542,-0.943749737,-0.555546669,2.203017282,-0.193221812,-0.630088821,0.954698777,1.313282468,1.902426913,0.158957982,-0.420180721,-0.769001052,-0.599803882,-2.044099367,-1.10246809,0.578599995,0.035417257,-1.036685975,-2.488876937,-2.076977273,-1.295301517,-0.412953153,-1.348286974,-0.242054256,0.094407005,0.964817996,-0.202912899,-0.720344997,0.355093708,0.483664432,0.041218615,1.742535075,0.491404356,0.408868522,-0.751245136,-1.245699577,0.209893549,0.359842988,1.454290283,0.684842831,0.89900425,-0.095845605,-1.0570813,0.546878315,2.362984596,0.816283894,1.192148112,-0.794364317,0.139375515,-0.024343047,-1.517965563,0.202774153,1.192795255,-0.179943878,-0.144022329,1.110136391,0.230450134,0.250571472,-0.200136566,-0.824809372,-0.713093575,0.574363951,-0.152899972,0.14422415,0.683500786,0.40963412,-0.259394326,0.347716215,-0.121268878,0.705701854,-0.763149059,-0.433639247,0.301337804,0.67310664,-0.352632032,0.264650985,-0.970113635,0.259528521,-0.866225071,-0.440275023,0.069110748,0.359597321,-1.052665433,0.412092789,0.160323339,0.022896305,0.594587527,0.064868276,0.168762595,0.204882128,-0.17899568,-0.450729924,0.518858069,-0.118263631,-0.538362066,0.190557669,-0.117572623,-0.226523679,-0.054766951,-0.501863784,-0.021434461,-0.463861943,-0.547274979,0.155569343,-0.068070583,-0.988398157,0.035298033,0.063346021,-0.789001989,-0.621342662,-0.42698042,-0.539738513,-0.056958172,0.02230714,0.128569679,-0.194495537,0.412992847,-0.248286222,-0.027167676,0.492595496,0.03458281,0.194413079,0.164654866,0.048587156,-0.410250633,-0.091830121,0.433891561,-0.221339514,0.311853586,0.135831419,-0.154778763,-0.134560593,2.55E-15,Normal
GSM153214,-6.561514937,0.149166374,0.583093905,1.947033892,0.773237156,-2.20959505,3.335120138,0.631596653,-3.631843475,0.338510557,-1.18654348,-0.41764608,-2.522227201,2.817147567,-1.431139596,1.30407273,-0.792116003,0.259394785,2.453256396,0.28197864,-0.588357481,-0.662616078,1.830461872,-1.034119073,0.29654604,-1.26947411,-0.633155954,0.708226556,1.727127906,-0.995070271,-0.79271162,-0.688803147,-0.389542587,0.147761244,-1.023470248,-0.788801101,0.767416847,-0.624625889,0.946814648,0.762877503,-1.117456107,0.755666415,0.238797758,-0.143133193,-1.967688151,1.163096455,0.449908323,0.382514067,-0.321408896,0.467867267,1.744310941,-0.91962156,1.688303366,0.235849991,1.459990041,0.187756029,0.087073641,-1.721596772,2.897784798,1.302448947,0.598177167,1.047100436,-0.191353842,-0.379054485,-1.659964052,-1.23644635,2.403186566,1.125195009,0.343167721,-0.046641138,-0.844555037,-0.346274473,0.582667928,-0.156160377,2.199587149,0.227172601,-0.748680871,-0.182681308,-0.542151104,-0.352058653,-0.53800962,-0.985028723,-0.886905005,1.15721105,-0.633946616,0.716421278,0.627155536,-0.123451644,0.933271341,0.253949024,-1.235376444,-0.338320254,-0.303028026,0.640732408,-0.353639191,1.617924922,0.317475891,0.415012315,-0.103673455,0.016717587,1.124962712,0.588478134,-0.669463442,0.485076403,0.640803778,0.148201352,0.664461505,0.861848147,0.351501426,0.194021367,-0.28248818,-0.672077224,0.593420306,-0.052898888,0.148905234,0.953220734,0.423790502,-0.178463667,0.367602802,0.181596724,-0.178529488,-0.334850781,-0.323917128,0.190501861,0.547077463,0.47110816,0.159198227,0.953507123,-0.566599639,0.500603144,0.281960936,1.094911406,1.280598468,0.433904126,-0.418629481,1.007564822,-0.246967236,0.282373241,0.370537114,0.391725511,0.331400319,0.052088481,-0.20888646,-0.005956459,-0.409524553,0.463896358,0.095818156,-0.479569698,-0.414994498,-0.520901897,0.009431571,-0.400825928,-0.491573192,0.732420982,-0.025026708,-0.055908725,-0.033461934,-0.096275015,0.367116013,-0.389379336,-0.272118553,0.196328985,0.217350001,-0.160867703,0.328954616,0.367600676,0.041613538,2.73E-15,Normal
GSM153215,-10.56019527,-0.145264355,0.359094219,2.64527469,-1.434198747,-0.791424359,1.656040352,1.333907235,-0.665877904,-0.771469988,-0.281637265,0.082401432,1.878246852,2.355083896,-0.883624283,-1.292810127,-0.129992227,0.226601529,0.648503573,0.030032315,0.563485938,-0.472713102,-0.986714004,-1.144539175,2.301982544,-0.111046358,-0.671524681,-0.113653454,0.104819136,-0.32438766,-1.289919251,-0.328543562,-0.534741569,-0.19880872,-0.970401926,-1.287458992,-0.879796533,1.519781592,-0.633440116,2.134392067,-0.998828121,0.092363982,-0.826910958,0.565088142,-1.485654723,-0.721094149,0.80425383,0.837096033,-0.783627403,0.475859589,0.045473431,-0.17634233,0.434105372,0.55450435,1.331887772,1.026596199,-1.974489819,-0.057999484,-0.190912629,-1.900180333,-0.605086403,-0.465005788,-0.037468574,-0.438829498,0.594094683,-0.363575013,-0.224108014,-0.551004096,0.649226032,1.58155877,-0.405062747,2.212865836,0.646971526,0.212484612,0.165929079,-1.056242884,-1.018103802,-0.614439823,0.50059871,0.546986043,0.8844352,-1.649505198,0.586639976,0.960884532,0.450568802,-0.93157674,0.64652099,1.071230914,0.28087384,-0.877538024,-0.490406933,0.170386535,0.245912068,-0.08532465,-0.476053438,0.374463013,-0.167256126,-1.533204565,-0.071380403,-0.049520788,-1.111549326,-0.418962712,-0.810689132,-0.007957077,-0.000481117,-1.100397659,0.500844548,-0.872753969,-0.229633036,-0.287592716,0.302194593,-0.486717948,-0.262016436,-1.434485633,-0.726007439,-0.773524647,-1.498495902,-0.065356457,0.147993554,0.229740996,0.110392448,-0.25682546,-0.935535895,-0.330970446,-0.974394156,-0.883400032,0.708735884,0.108864368,0.386806288,0.007976217,0.33916976,0.452424783,-1.147452812,0.812775937,0.414259754,0.696139629,0.514695633,-0.594469263,-0.135747164,-0.309016774,0.674206137,-0.199856046,1.291276388,-0.526610073,-0.099809188,-0.448815583,0.638403743,-0.029955472,-0.495653684,-0.018509217,-0.550530881,-0.348199077,0.317395958,0.210252959,-0.243473254,-0.06111189,-0.148879062,-0.288014203,0.277804275,0.07985035,-0.08483264,0.177690665,-0.152347991,-0.666219689,-0.0226473,-0.338321968,-0.106645646,1.60E-15,Normal
GSM153216,-10.42795313,-1.045450172,0.656332767,4.399404532,0.371394365,-2.379344954,1.815946155,1.829741562,0.399513842,-0.902817132,0.021267651,-0.043085409,-1.435155014,0.141512291,0.186458642,0.243007455,-1.02143782,1.586801702,-1.479999473,-0.281833142,-1.57641775,-0.129538145,1.197840986,0.7390204,0.465887282,-1.613252802,-0.404273732,-0.601912388,-0.223243382,-2.271088724,0.038054151,1.393912154,0.449617828,-0.465723031,-0.181742056,0.903086888,0.560593067,-0.167685223,0.189647608,0.775827575,0.186706178,0.89792428,-0.671113851,-0.139543183,1.763779971,-1.009985005,-1.494856429,0.360727525,-1.27976151,1.457737015,0.525338325,0.022834787,0.265756935,-0.176857803,-0.739440572,0.703018,-0.478565566,0.701880973,-2.187335972,-2.300289014,-0.669950774,-1.199302125,-0.742080384,-1.309687492,0.721727168,-0.832758137,-1.205361289,1.184272442,1.317167378,0.531162086,0.498589551,-0.448946235,0.712267497,-0.183968931,-0.586269028,-0.335428159,1.182577124,0.010822595,-0.354555188,0.165007849,0.350298193,1.197853583,0.336807703,0.988533578,0.256417466,0.553910826,-0.851447953,0.5196496,0.384729933,0.090748698,-1.265506109,0.5834896,0.196091324,0.262953196,0.622790626,-1.255428097,1.257855972,-0.412810273,-0.892677767,-1.338905555,-0.090469652,-0.028977669,0.541671083,0.437600603,-0.342163828,0.093876166,0.233402688,-0.088379272,0.43908937,0.471097951,0.405526463,-0.142658495,0.019262434,0.290572875,-0.901139784,-0.172172099,-0.218646262,-0.321604582,-0.195465441,-0.523270718,-0.045082708,-0.249120422,0.268116121,-0.110358691,-0.014184077,-0.044279598,0.427949646,-0.646577947,-1.246666254,-1.170742066,0.075749313,0.657202298,0.67088715,1.267908163,0.041497613,0.815455837,-0.423316227,0.124888644,0.264204393,0.341021058,-0.164272493,0.753640749,-0.619967511,0.09617658,-0.498609468,0.408421706,0.258989281,-0.004603919,-0.063607497,-0.686435309,-0.578104672,0.376782219,-0.047799003,0.32709167,-0.776409857,0.008451625,-0.166495885,0.881856518,0.244447923,0.129195053,0.33822332,-0.886526486,0.192936496,0.751741406,0.235325077,-0.173684018,0.288753321,1.34E-15,Normal
GSM153217,-10.37153328,-0.305359316,0.397429741,0.209952936,-1.91813148,-0.375071535,1.560581993,-1.214852874,1.56925431,-1.177346691,-0.745685652,1.290968719,2.517950463,-0.186591507,-0.659198707,-2.608558252,-0.134363058,0.59698515,0.769095847,-0.120811482,-0.423932329,-1.874662065,0.936732854,0.789820387,-0.547427519,0.283889414,-2.154452729,0.275888592,0.651812239,-1.460609315,1.029086442,0.260271344,1.557608225,0.061051487,0.910252799,-0.966149378,-1.415419003,1.176359214,1.480553482,1.272996878,2.163118178,-1.130611686,-1.63971126,-0.348298451,-0.319651071,2.445778964,-0.553922504,0.021232431,-1.093565182,0.493265845,0.589917803,0.934142646,-0.694547182,0.982367894,-0.193348431,0.696463857,-1.666472585,0.279685139,-0.09724761,-0.439285204,0.312330802,-1.612129586,-0.792668568,-1.581680269,-1.852869844,-0.413243978,-1.458426751,-0.389354996,0.153030721,-1.683182688,-0.459102507,-0.730156925,0.26035949,-0.522872685,0.971811287,0.24339184,1.158685753,1.745602205,0.442168231,1.778208632,-0.98681994,-0.373511513,-0.914612842,-0.392834106,0.374593417,-0.064550138,0.556643654,-0.02603138,-0.321107332,0.17280221,0.396172734,0.858923529,0.945914618,0.88998532,-0.634982638,-0.028347812,-1.397998148,1.613503446,0.142392784,-0.282886688,-0.762102243,0.863586139,1.039834879,0.174744476,0.048404674,-0.695727975,-0.426161822,-1.088303139,0.088983687,-0.731612453,0.572714896,0.843198928,0.31226801,-0.385703577,-0.331645699,-0.224077225,0.537608889,-0.150480406,1.538383307,0.145438563,-0.794980059,-0.134674883,0.792918234,0.532421696,0.526993773,0.979515107,0.821960121,0.277270515,0.965703186,-0.603315708,0.151046843,-0.409780528,0.883552029,-0.037263558,-0.374869409,-0.185391199,0.482696571,0.053886075,-0.190519014,-0.292384448,0.632523593,-0.603579087,0.144787957,0.317301079,-0.464954571,0.498050723,0.586918952,-0.577975273,0.263129586,0.122845703,-0.236680172,0.036401192,0.167744177,-0.253482767,-0.426614938,0.180684493,-0.21807421,-0.305765139,-0.192693694,0.538531573,-0.121708409,0.219030574,-0.207641942,-0.068633416,0.114087021,0.258624114,-0.189758055,-2.08E-15,Normal
GSM153218,-3.890216914,6.786825008,1.967475569,-0.369569166,-2.767066017,-1.569740077,2.659987563,2.152088781,-4.365418192,-2.143235674,-1.731659778,-3.62731788,-4.399561742,0.894593811,-0.988604318,-2.798101789,0.650913396,2.816456745,1.847118886,1.078954581,-0.726507201,-1.692410912,-1.307464452,1.157081539,2.154731879,1.438795943,-0.097812843,0.716470009,-0.513344399,1.398049316,-0.755328387,-0.319084031,-2.215651837,-0.407882193,1.341065347,-3.076208832,0.05639453,-0.680296414,-0.41487004,1.051191419,-0.871765209,1.017823001,1.2890668,-0.516670837,-0.699114313,-1.035299946,-1.700938906,-0.161721829,2.84631558,1.035368251,-1.573835758,-1.31840474,-0.906494608,1.485805092,0.340839277,0.032348492,-1.188775662,-0.73008542,0.386084819,-1.195101144,0.604634162,-0.962011165,-0.836504205,0.591587981,0.95033884,-0.781083071,-0.60673279,-0.678413019,-0.953613617,1.585924769,-0.522678892,0.859191218,-0.600283102,1.432749584,0.767496741,-0.345602003,1.917288229,1.217532187,-0.836896921,-0.06304357,0.384381059,0.330837053,1.362839756,-0.449370406,0.49276822,0.016354565,0.406478925,1.301974032,-0.663214524,1.107174215,-1.399032303,0.294853063,0.318548024,-0.665782607,-0.855442202,-0.406802455,-0.402413052,0.301368212,-0.372943948,-0.692100365,1.596009842,-0.218761163,0.700666375,-0.238047811,0.420509733,-0.272931489,-0.35077663,0.394399883,0.717735144,-0.118818448,-0.164895347,0.349352625,0.567043232,-0.089158225,0.542183595,1.101681684,0.259675364,-0.041490785,-0.256215391,-0.386232152,0.664723106,-0.586971581,0.277865291,-0.300673542,0.351043686,-0.362258577,-0.396302141,-0.315552854,0.156326182,0.044043179,-1.057886767,-0.884026097,0.700375858,-0.585418859,0.312536883,-0.662256422,0.584568808,-0.438896069,-0.34518627,-0.040886735,0.369414223,-0.082652521,-0.195632362,-0.37272826,0.285342288,-0.040585587,0.678112699,-0.116039755,-0.082907909,0.493023753,0.051105975,0.194257478,-0.282449784,-0.0156425,-0.164841869,0.249823179,0.430184063,0.415240005,-0.001971028,-0.372282416,-0.028551888,0.166762017,-0.024512374,0.025703124,0.079339603,0.041378991,0.042701358,-6.31E-16,Normal
