,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,Class
GSM153010,6.603403558,4.791841388,0.98054142,-3.172961579,3.61168123,0.97978042,-2.567958148,-0.63237786,-0.686084889,-1.358104857,-0.027107965,1.127170967,-2.709063416,-1.32093207,-0.69716671,2.297326056,0.852061804,-0.774818292,0.633299094,0.097424643,1.729981742,0.200165603,-0.285552028,-0.090286391,-0.108515547,1.054903223,0.203613857,-2.138154532,2.764900664,0.098817044,-1.653736925,-0.977780535,1.730302755,-2.466776381,-1.952052704,-0.269518799,0.356464017,1.156304567,-0.364384576,1.985726122,0.546292375,1.192451782,-1.522635725,-1.60427178,0.64697643,-1.267497502,0.801275346,1.057280406,0.757891468,-0.993977417,-0.933220046,1.055774355,1.572693203,0.520033059,-1.347224844,-0.313108153,-1.811677649,0.317963794,0.635863212,-2.524081058,0.678057721,1.334078374,1.118935818,-1.320427175,1.528104904,0.320015153,2.182638934,0.531497889,-1.364139367,-0.860127824,0.634559925,0.667837615,0.361653877,-1.273046864,0.218500388,0.612099456,0.668901662,1.269012434,-1.16847005,-0.235097259,0.428140978,0.423744234,0.890710509,-1.075986063,-0.459334995,1.456722558,2.161129697,0.793118607,-0.984753693,-0.58879482,1.686055931,1.724614464,-0.245425049,1.047857554,-0.87379352,0.267257751,0.388650326,0.819381216,0.071091549,1.31085564,0.392200912,0.294399408,-0.058971631,-0.689043302,0.744176182,0.860097148,0.327387204,-0.768040546,0.108841932,0.491123291,-0.189806182,-0.823636203,-0.588297302,-0.167531276,-0.467087981,-0.218470728,-0.125790001,-0.651272234,0.164507459,0.730343686,0.014237411,-0.439251842,0.741088472,-0.533983635,0.053687757,0.222356183,-1.198068407,0.032739833,-0.096287095,-0.057173494,-0.37936243,0.343075312,-0.053777398,-0.08735812,0.399433363,-0.372663553,-0.120304708,0.145759042,0.414705634,0.468586755,0.027055241,-0.222880206,0.342005388,-0.026288324,-0.217887731,0.054101061,-0.128490104,0.12640206,-0.094769954,-0.594907787,-0.151362344,0.485124222,0.234870167,-0.255216924,0.010716168,0.100567588,-0.133212088,-0.066604114,0.074738112,0.145827266,-0.084547012,-0.242245268,-0.193620861,0.08396416,0.098797844,-0.164492868,0.258722397,5.27E-16,Tumor
GSM153011,-1.489653863,6.331515117,0.276956534,3.102994443,1.368924452,-1.495798568,-1.678009777,2.203375553,-0.467680041,-0.539249047,0.385324892,-1.88375449,0.11456848,-3.014263353,-0.746978385,0.830326378,-0.034941084,-1.297984134,-1.422269306,-1.063691381,2.437522062,0.532484512,-0.029202764,-0.802514919,1.415551979,1.118367731,-1.328506431,0.026547265,1.076747619,0.346981312,-0.256452012,1.084824476,0.049958755,0.19080981,-0.748994111,1.205244835,-1.411204492,1.364088421,0.518621931,-0.360983488,-1.210253486,0.291754788,0.714368861,1.241148552,-0.228656123,0.788841327,0.638085652,1.46370895,1.081453442,-0.904173905,-0.736859903,1.023657566,-0.391189045,0.138875049,0.583657216,-0.019069589,-0.637207608,0.660866716,-1.115377661,-0.682506496,1.900280591,0.219522943,0.672292699,0.91376711,-0.37279189,-0.202513445,-0.697695196,-0.638889583,-0.089163376,0.915393917,-0.218115134,-1.140785966,-0.291248775,0.333085516,-1.596212473,1.913544831,0.754186179,0.730573938,0.299045011,0.015331997,-1.144435047,0.765478396,-1.669833112,-0.746808513,-0.212739873,1.173117029,-1.013511349,-0.24187465,-0.585992991,-0.397968569,-0.269032864,-1.395198013,-0.642113904,-0.637175606,-0.6767542,1.028478887,0.145341215,0.016369135,0.401737153,-0.025400895,-0.019739848,-0.301395895,-0.039502687,-0.24428901,0.278436656,-0.262920668,0.294928799,-0.136604053,1.157790071,0.062715123,-0.649051065,-0.798535842,-0.87282014,0.251523239,-0.577200599,0.599188249,-0.236123389,-0.267481374,-0.91712071,-0.21629385,-0.173126115,-0.137472896,0.0412078,1.047736901,-0.530909969,-0.272661663,-0.360353526,-0.089504418,0.02686805,-0.077340973,-0.275888305,0.347852557,0.271493422,-0.21457525,-0.647312686,0.304525874,-0.586844973,-0.311523105,-0.202013848,-0.653032982,0.175537231,1.001992811,-0.095037876,0.579140003,-0.717204551,0.617089514,0.62882735,-0.045843581,-0.355566882,1.108817469,-0.754050056,0.213952018,0.509003595,0.207219102,-0.050548271,-0.121971734,-0.981673925,0.076845123,-0.092665426,-0.64614986,-0.906634926,-0.050761259,-0.514145854,-0.355163139,-0.099103793,0.05526699,-0.421374832,-1.50E-15,Tumor
GSM153012,-7.889562885,-1.856497268,0.803104115,0.618757786,-1.698483488,-1.759919906,1.48340915,0.01346409,-0.613389554,-0.024403444,-1.308674614,0.390061762,0.668101883,0.703815802,0.815012306,-2.311724729,0.478356624,-0.033394452,-0.331918972,-1.155359905,-0.292183282,0.463540096,1.21365114,-0.469125346,0.332094531,-1.404692079,-1.221406875,-1.374201604,-0.565179118,-1.569761684,-1.587254997,0.326717874,0.896556124,1.274090932,-0.483586387,0.229512708,0.030839538,-0.272855039,-3.179172748,-0.075661646,0.238258951,-0.481671928,-0.59421005,-1.410397802,0.59931833,0.125849166,0.976846869,-0.362854557,-0.287964833,-0.656556321,-0.371478673,-1.291845569,-1.186964862,0.027570197,-0.014957581,1.699388716,0.056107718,0.284949098,-0.759266939,-0.383199176,0.017856748,0.808980582,-0.903365374,-0.45019287,0.646347219,-0.032768523,-0.264850202,1.214889044,-0.555977523,0.23696961,0.210321883,-0.897810458,0.225337094,0.830953005,1.329677153,0.432645612,-0.01610343,-1.38402742,1.56781366,0.966230981,0.503101378,0.172132886,0.453473711,0.474055017,-1.440365353,1.777583551,-0.052388897,-0.931486821,0.09272874,0.744793609,-0.301453696,0.048579071,-1.288042946,1.13067626,-0.077507879,-0.005306778,0.45970717,0.045644191,0.758412778,1.40519212,-0.792402813,-0.403379748,0.540636717,-0.041048211,-1.093574119,0.004792314,0.209512693,0.139814621,0.019015135,-0.587836902,-1.849257562,0.343322682,0.29034888,0.511432858,-0.319470094,-0.33172371,-0.521067604,-0.676345702,0.706054765,-0.209824805,0.928222017,1.281808404,-0.050822982,0.822215111,0.647497846,0.220798904,-0.199854928,0.575214114,0.301571681,-0.324156574,0.390644152,-0.673552398,0.133297435,0.223151785,0.908910919,-0.550796994,0.522680019,0.72821621,-0.813056908,0.262489946,-0.034053578,0.765976291,0.471101762,-0.106506151,0.683051429,-0.73109824,0.339362206,0.041056605,-0.72778094,0.220261226,0.218765538,0.714889563,-0.088448422,-0.021434781,-0.012737225,0.002233824,0.581583753,-0.132441167,0.19273851,-0.63893954,-0.577332825,-0.280531829,-0.40679061,0.056510835,0.475847239,0.446729507,-0.056918033,-1.36E-15,Tumor
GSM153013,-5.127833003,-0.118904082,1.235845716,1.122004337,-1.105341816,-0.505883013,2.214129069,-0.13274468,0.528830904,0.122416354,-1.087334371,1.113343948,1.326623465,0.178027237,1.501716154,-0.624278965,-0.28445882,-0.906030258,-0.145116232,-1.360413963,-1.478682821,-0.790039659,1.303976277,0.505917982,0.394787594,-1.821018296,-0.594465361,-1.573790099,-2.046697682,-1.040785328,-1.177043851,-0.544656155,-1.007519961,0.510921136,1.081345197,0.261502509,-1.138945456,-0.858072481,-0.673014831,2.245897841,1.062356337,0.049909069,1.378990602,0.185745924,0.182409343,0.151376371,0.370357046,-0.074146191,-1.027797675,-1.146011559,-0.649941144,-0.892412567,-0.996036919,-2.127954817,1.85859781,0.125822025,0.385839986,-0.523735196,0.267028478,0.53322578,1.468293102,0.675817483,-0.131461581,0.489888959,0.366920803,-1.081164232,0.917882161,0.297858831,0.347861938,-0.690543365,0.747714283,-1.050961587,0.901124954,-0.022632851,-0.114669159,-0.812540562,-0.704252311,0.815996912,-0.06534237,-0.133229812,-0.397196146,0.461234549,0.542521275,0.244999979,0.185436206,-0.637386246,0.405415764,1.081329938,0.089582985,-0.711291632,-0.270377961,0.533471557,0.06314766,-0.235578642,-0.214569126,0.692960467,-1.153527569,1.746756559,-0.753984593,0.850344424,0.317546655,-0.44631575,-0.821488443,-1.142673562,-0.162879233,-0.225345669,-1.034990777,-0.28039191,-0.334715245,0.945949725,-0.427322235,-1.029227491,0.022259517,2.206893375,-0.318614245,-0.377955522,-0.050897112,0.380977869,0.06136908,0.819842324,-0.677250567,-0.511682688,0.404113209,0.321314958,-0.394335947,0.273840412,0.516579077,-1.478936345,-0.082717866,-0.206790584,-0.89942871,0.11286651,-0.238932429,0.318202588,0.964187977,0.557566344,0.615107748,0.059842406,0.814825256,-1.257862457,-1.006931671,0.313851277,0.326208627,-0.277389956,0.974003958,0.4751281,0.183939198,-0.207029785,0.297755268,0.371367607,-0.261302572,-0.181177242,-0.365592511,0.424974321,0.414618604,0.572300644,-0.082939375,0.265421553,-0.242999322,0.03319214,0.272331947,-0.066306392,-0.325515413,-0.197370368,-0.188655535,0.084899661,0.042660304,1.78E-15,Tumor
GSM153014,-0.800471759,4.703251534,0.700328861,-0.310310925,-0.083489129,-0.708819587,0.488308481,-1.106056934,0.258203721,-0.542458252,-0.500968431,0.204999708,0.897932438,0.95940684,-1.173652326,-0.921528245,0.435537432,0.750731073,2.194311495,-0.4292973,0.579423156,-0.179817529,0.382945719,-0.279164531,-0.128041788,1.166556203,-0.065477193,0.155721638,-1.628529949,0.861742806,-1.272530469,0.372178667,-0.211297838,0.534456214,2.661489016,0.508975079,-0.522365814,-0.113684678,-0.216391211,0.355007435,0.306160104,-3.516095271,-0.299407713,0.595867497,-0.826080343,0.267003534,-0.270936028,0.870804563,0.376412849,-2.210681116,1.895910525,0.864010359,0.075142616,0.814984754,2.149029964,-1.442030862,0.622201766,0.916652585,-0.735791833,0.255379164,-1.169133543,0.539186129,-0.985627514,-0.709607413,0.431981158,0.455076358,-0.369835316,0.675950164,-0.122020048,-0.256238902,1.545988961,1.315434907,0.541773933,-0.684885286,-0.277221035,0.782495696,-0.27231348,-0.436394327,-0.202110005,-0.199380556,0.4798769,-0.066878281,-0.246734595,0.673512829,-0.207046108,-0.430123401,-0.173387982,0.529237168,-0.084561659,0.281530948,-0.607123933,-0.744112791,0.379941255,-0.573758807,-0.377730602,-0.571128321,-0.191559617,1.065136103,0.507556464,0.634355237,0.160939454,0.473348261,0.116328446,-0.939197398,0.033820839,0.048212809,2.028288957,0.078727188,0.121149755,-0.791211687,1.273725646,-0.22632611,-0.014124482,-0.685281083,-0.066995904,0.448712538,-0.413598797,-0.855442328,-0.864303533,0.164794513,0.696915631,0.715992092,1.059034496,1.0240868,-0.530664411,0.542883704,-1.231642223,-0.750574108,-0.349138288,0.164212871,-1.179483808,-0.658373407,-0.013014561,1.111558484,-0.401522465,0.426181911,-1.038478908,-0.508768577,0.416594752,-0.175183213,-0.211085707,-0.427848014,-0.119253645,0.216326466,0.642372712,-0.150235182,-0.543491509,-0.067088646,-0.394678032,-0.235902671,0.489369211,-0.32257914,-0.390344265,-0.130182274,-0.737309625,-0.166612222,0.382098773,0.037263661,-0.13534547,0.637484254,-0.598985765,-0.018252809,-0.083838498,-0.067129393,0.547885666,0.138080816,-0.094257667,-2.15E-16,Tumor
GSM153015,0.648903983,7.083817057,1.703832468,2.180576005,-1.128313083,-1.763768957,-0.010362821,2.543428204,1.327561018,-1.230773858,-0.601026913,-0.727260104,-1.01932974,0.003569226,-0.452127331,0.846763928,0.381123809,-1.600621692,-0.544255603,0.526075752,-0.353164189,0.999392882,-0.304928484,-0.453065715,0.544846295,1.901754084,0.399768547,-0.235612683,-0.524136985,0.952951992,-0.344025911,0.570411991,-0.313628985,-0.389313537,-0.730807433,2.256660312,-0.80159967,-1.184702505,-0.248665303,-0.66299441,1.531290825,-0.940860757,-0.289308035,0.676601416,0.083378469,0.418668748,0.049645236,0.310206103,1.004616691,1.048522997,0.754082988,-0.459583729,1.131510979,-0.773010826,-0.833358355,0.221569611,0.523068129,-1.081961115,-0.211393731,1.955823065,-0.260812184,0.343725602,-0.7064777,0.238253363,-0.796424529,-0.629007937,0.352204977,0.645738879,-0.44987167,0.779811525,-0.823500415,-0.507752092,-0.919050485,0.717489013,0.347947282,-0.62703765,-0.179831034,-0.469062282,0.733659197,0.642389345,0.492485884,-0.042750316,-0.997248632,-0.313535444,-1.31556975,0.146378075,0.174133817,0.429436505,0.311045794,-0.420732745,0.181228725,0.149158006,-0.440666225,0.725478903,0.152571273,-0.548083929,-0.525726023,0.658760242,-0.207254765,0.133779005,1.468371098,-0.720285688,0.028663421,-0.285763743,0.794603304,-0.506542225,-0.272023089,-1.090119785,-0.337693695,-1.127378322,0.911668416,0.23346952,-1.284227029,-1.121418289,-0.413999009,-1.307662153,-0.404026215,0.902074977,-0.892483732,0.310551036,1.290743107,0.15684711,-0.298450226,0.020163715,-0.116705269,0.308071408,0.041857361,-0.933846244,0.356975908,0.138879822,0.165651065,0.686429273,-0.242411313,-1.399543471,0.283791166,0.202176697,0.397075398,0.741897649,0.877457319,-0.790064773,1.250719251,-0.336960403,-0.127539201,0.592252791,-0.133552484,0.13683274,0.223854116,-0.39652444,0.419729254,-0.393860284,-0.010626674,-0.20046798,-0.403709499,-0.141212239,-0.413597481,-0.049162589,0.516581495,0.238113041,0.484695656,-0.563682725,0.183958713,-0.394393193,-0.866695977,0.81463486,0.204519204,-0.263006511,-0.066244404,3.07E-15,Tumor
GSM153016,-1.160134525,6.268778163,1.729212214,-0.440509364,-1.443169195,0.12312237,-0.282971266,0.856588217,0.386314692,1.470884522,-0.240276561,-0.304949825,0.363992817,-3.501434506,-1.019661717,0.083718617,2.176566257,-0.169463144,1.027591789,1.51546657,-0.96661223,1.536806276,-1.50596184,-0.122584439,0.050489656,1.544751723,-0.47432494,0.843596454,-0.57940768,0.581815661,1.144880653,-1.051617241,0.478974401,0.368312631,-0.763553834,2.734729577,-0.292213997,-0.239667285,-0.312563058,-0.887379215,-0.403366642,0.47257356,-1.018491683,-0.888613961,1.192628287,-0.17835706,-0.306786629,-0.946088843,0.301664562,-0.47250699,0.580551473,-1.275923276,-0.803129324,-0.709104411,-0.833851089,-0.146398601,-0.67389773,1.301733906,0.028106918,2.153203821,-0.663498172,-1.018187714,-0.977690217,0.520470317,0.786264233,-0.12565613,0.4163202,0.249448274,-0.839720798,-0.740268571,0.132040644,-0.214095936,-1.700685172,-1.038328218,-0.522281555,1.060040212,0.271527763,-0.382938521,-1.850357212,-0.539328309,-0.663503871,-1.329328182,-0.292945683,-1.206123054,0.370384342,-0.58054735,-0.372873279,0.489067436,0.21109647,-0.206336663,-0.67288225,0.124786853,0.369821413,0.604664951,-0.593179677,-0.119238349,0.036466923,-0.341146353,0.694403551,0.985156832,-0.018278084,-0.034915139,-0.357168733,-0.861854204,-1.241721553,-0.341564357,-1.411745024,-0.387357766,0.638309652,0.20722053,-0.848539127,0.073399576,0.790366664,-0.217188365,0.214235232,0.029968838,0.799608431,0.044518853,0.250813806,0.538504284,0.648204609,0.459208417,-0.217834431,-0.676668382,0.583756841,-0.066991302,0.833800735,-0.788748553,0.017793643,-0.323580636,-0.058644841,-0.066452031,-0.831842325,1.020864392,-0.329402848,0.433682562,0.757485539,-1.541060463,-0.328721658,0.734204916,0.681165304,-0.014058737,0.200511956,-0.350720382,-0.132085127,1.094329007,-0.65734721,0.35162631,0.030312144,-0.712711164,-0.104337557,0.109069472,-0.225444529,0.451563338,-0.031145336,0.499528676,-0.347956496,0.406472836,0.668061123,-0.166226472,-0.516438143,0.043656729,-0.019356734,-0.283137898,0.599236206,0.234884093,-0.150366651,6.56E-16,Tumor
GSM153017,3.181456026,7.585148941,-0.334481194,-2.46254652,0.979416202,0.107205504,-2.331958817,-0.920999685,-1.086315123,-0.505731377,-0.689576901,-0.763302484,-2.239499757,-1.626989727,1.629778892,-1.65159252,1.346343591,0.26224298,0.335418579,-0.920529123,-1.269919851,-1.862892304,0.72459408,0.668334831,-0.232652428,-1.333352098,-0.060945851,0.003160727,-0.738227396,0.664168867,-0.95709226,-0.161610495,-1.09991446,-1.811526465,1.402637078,-0.892768946,0.785626442,-0.632343288,0.781715036,-0.647638796,2.320986766,1.129444593,-0.506364134,-1.469716977,0.140878244,0.374413199,1.38883318,0.08956371,-0.782222066,-0.937931775,-0.080054255,0.18099126,0.201126783,0.003189126,0.076973873,0.056102029,0.659503484,0.226566864,0.533848498,-0.529227209,0.275277242,-0.69902334,0.560409994,0.235979502,1.046961189,-1.054035142,-1.490622741,0.17099508,-0.075759127,0.16306607,-0.842965288,-1.261333143,0.486632338,-0.022568201,0.77345877,-0.484392471,-1.449961835,-1.613286622,0.572471997,-0.77203242,0.426165438,1.5561231,-1.609122675,0.132998868,0.684774343,1.306732077,-0.52097147,-0.680029635,-0.008822667,-2.128031081,-0.107201825,-0.226005832,0.261218925,-0.15958609,0.51467464,0.355496731,0.072988318,0.469728554,-0.365378703,-0.33776902,1.029965868,-1.266493696,-0.035870478,1.632388572,-0.484054835,-1.152068971,0.206269432,-0.414877734,-0.243854515,0.993124299,0.075603726,-0.257405085,0.265393622,-0.764403773,1.115622289,-0.120146025,0.850068156,-0.341891681,-0.76561032,-0.241285129,-0.596119668,-0.367630298,0.370151474,-0.657154326,-0.505569385,0.669328469,-0.556113659,0.177924283,0.786271453,-0.170434092,0.534771295,-0.607436576,-0.563655549,0.62887967,0.538182231,-0.622949009,-0.687288483,-0.439385898,0.589283353,0.461958606,0.814803454,-0.239732785,0.575416325,0.361844203,-0.117074655,0.074377204,0.654700317,0.883952585,-0.297156857,0.400122789,-0.213040309,0.152785214,-0.945895545,-0.019315139,0.512769237,0.014165575,-0.326223462,-0.036793554,0.281611823,0.519483929,0.132872971,0.200674537,-0.043378797,0.028036195,0.636409792,-0.003223037,-0.139778166,2.12E-15,Tumor
GSM153018,-4.214031907,1.225176804,-0.843718758,-3.24466642,0.372699156,-0.233494436,-1.016877588,-1.381628072,0.21179598,-2.093918027,0.506190838,-2.312586082,-3.405937465,-1.424437847,-0.736833471,0.452004815,3.313976273,-2.393550737,-0.594344023,-0.340489404,-1.471043901,-2.004857965,0.229229032,-0.045099692,-0.16794803,0.859453418,1.240616306,-0.504594272,-2.248516113,1.562697445,-1.369135557,0.282134507,0.431632962,-1.1255644,-0.995052459,-1.125110808,-0.451716312,-1.684554,0.215048544,0.803118925,1.260873998,0.201786434,-0.227025732,1.169960083,0.133977524,-0.359485206,0.453581382,0.083016651,-0.397037551,-1.55638576,1.422093342,0.533099732,-0.300514507,-1.140525392,1.189463169,-0.397036082,-1.981658887,0.465525125,1.288780902,0.005510418,0.550673057,-1.385668085,0.003706978,-1.584972018,0.030931951,-0.777252928,-1.169113628,0.756697457,-0.24013351,-1.507585035,0.58694736,0.8800286,-0.489272403,-0.602310534,0.898242793,0.049505193,-0.366208226,-1.673871857,-0.04221402,-1.008955328,0.838938733,-1.139028734,0.561007011,-0.48360874,1.269743835,-0.744570077,0.114708638,0.508851892,-0.802360941,0.039884104,0.553251145,-0.07903955,0.313022437,-0.243873543,0.089117511,-0.595544459,-1.106397004,-1.317825428,0.000620839,-0.592516561,0.347550323,-0.99757032,-0.204181366,0.354618413,-1.301062622,-0.565512149,-0.733422401,0.164693231,-0.298897491,0.442981454,-1.101399449,0.727630026,0.080703991,-0.8011384,-1.772795929,-0.204176577,-0.125822752,1.059942536,-0.415334689,-0.057707798,-0.676829797,-0.30766569,-0.154356028,1.018502168,1.017096007,0.10951716,-0.075477925,0.76536424,-1.05099788,0.414811916,-0.0657709,-0.287041065,0.052969065,-0.140639483,-0.686736092,0.167200237,-0.494032115,0.614409954,-0.107842908,-0.034387608,-0.31849891,-0.343305672,-0.546652382,0.887103677,0.505862645,-0.156368741,0.101352601,-0.897334828,-0.174393575,-0.118715312,0.071944637,0.307178981,0.159700155,-0.173383976,0.499708294,-0.059395272,-0.30393181,0.136186672,-0.119344532,-0.504906383,-0.473823521,-0.51453161,-0.000829023,-0.102658382,-0.385061109,0.012238057,0.208304343,1.16E-15,Tumor
GSM153019,-0.859789005,8.439464701,1.839249114,3.057840842,-0.361854274,-2.615720734,1.545062638,3.890980675,0.066833007,-0.67967609,0.785879858,-0.46341702,-0.382343136,0.134579363,-0.9059906,-1.406076149,0.157666022,-0.714376519,-1.942229202,0.934955245,0.790036264,0.537596231,-2.219157351,-0.480203392,-1.105015547,-0.02422836,1.319410558,2.294492775,0.364373295,1.114330071,1.572204425,1.109704107,-2.612966155,-0.646611024,0.814578764,0.790357479,1.177596575,1.749245641,0.823279511,-1.302936717,0.162837876,0.012884739,-0.534528641,-0.63758232,-1.103791931,-0.922563533,0.431552651,-1.541497234,1.023945432,-0.447901998,-0.092916989,-0.468175195,-0.295123921,-1.005753923,-0.988054747,0.026211062,0.638370486,-0.344914047,-0.586875997,-0.795753008,0.585097296,1.893200822,2.121661424,-0.201945241,-1.09724909,-1.166392461,-0.103355196,-1.065917691,-0.916930175,-0.674023683,-0.766895691,1.469864458,-0.122563476,0.48480979,-0.26798909,0.525784667,-1.125854298,-0.610307027,1.233844438,0.038802381,0.710553247,0.641789167,-0.438329068,1.251922967,-1.12684902,-0.264290013,0.305512612,0.92403247,0.652628392,-0.446474895,1.349480662,0.08741652,-0.293643166,-0.444661158,0.404481561,0.314354968,-1.220075601,-0.404390042,-0.424858076,-0.473589514,0.05634323,0.196617978,0.231889931,0.574307513,0.194893438,0.155125747,-0.389069832,0.711310468,0.045472996,0.503934868,-0.717077844,0.411627817,0.478639725,-0.018426536,0.65135041,-0.686952043,-0.543625109,-0.440992058,0.594892612,0.498873316,0.426715082,1.224484343,0.053232653,-0.927591199,0.767510035,0.835491132,-0.684634261,0.232097889,-0.704400256,-0.202511357,-0.172095029,-0.266550878,0.718948038,0.564185249,-0.10961252,-0.216011865,0.874439967,0.228487287,-0.397279847,-0.095014472,-0.598790786,0.479825075,0.052791282,0.282168885,0.333151474,0.885033734,0.013711934,-1.005165747,-0.454838466,-0.078680684,-0.323005255,-0.498153021,0.001087947,-0.526765061,-0.535295882,0.07516982,-0.440625214,0.640953718,0.151102052,0.898737738,-0.01869419,-0.081079988,-0.337536976,-0.477784336,-0.082242354,-0.38374179,0.047094151,2.68E-15,Tumor
GSM153020,4.933357018,3.498339073,0.617568473,-0.866009343,3.882283727,1.376878934,-1.301202433,-2.826787999,1.416007353,0.958788004,1.702680351,2.12286679,-0.51447606,0.159980209,-1.043688331,0.686171515,0.013765539,-0.69699299,0.020831024,-0.215627497,-1.937769677,-0.288822971,1.206483504,-0.174844204,-0.697636319,2.718925945,-0.188871595,-1.454755452,0.914409145,3.113091372,1.070699592,2.252933622,-0.844120962,0.289298489,-2.386769232,-2.817630051,1.197321866,-0.326152452,0.682218843,0.388505162,-0.23692389,1.722298406,0.16180112,0.623539986,3.065067131,-0.4593871,-1.141957017,1.880160597,1.530719695,-0.504929062,-1.643649825,-2.191461346,0.535061491,-1.655848689,0.497912664,-0.236076523,-0.433433979,1.321317135,-1.253691066,-0.35946301,-0.895235247,-0.142904412,-0.949100773,-0.651114909,-0.802394736,2.029736193,0.24124406,-0.694751654,-1.152100792,0.498902517,-1.825792247,0.54989616,0.165978899,0.215491171,-1.344806837,1.150931265,-0.955030835,-0.530818909,-0.192605062,-0.899446036,0.364924857,0.28595485,0.069889725,2.50065074,-0.477183482,1.158607228,-0.061219461,-0.2329511,0.42806621,-0.108527598,-0.618988789,1.275968165,0.428436659,-0.127779774,0.330191539,0.892943029,-0.636741862,0.275296973,0.925460222,0.218851838,-0.638288535,-0.54769619,-0.373441095,0.021016255,-0.158067832,0.254941884,-0.228747364,0.232725832,-1.422952626,-0.069702079,0.878219174,0.349950429,-0.197095622,0.401409751,-0.017302989,0.306298392,0.062986846,0.25436471,0.658486363,-0.148490103,0.035689216,-0.343476869,-0.4801953,1.12239039,0.424946252,-0.347288263,-0.225921168,-0.415066791,0.255486202,-0.83601749,-0.202122701,-0.437845789,0.420595268,0.449170132,-0.16662571,0.166165052,0.402398155,0.20394117,-0.330597036,-0.757324291,-0.20560248,-0.69101415,-0.131190329,-0.245044649,-0.499573781,0.210521789,-0.061030709,-0.087018097,0.341956301,0.335087029,-0.106573515,-0.273006952,-0.514312497,0.219203673,0.241703806,-0.823724462,-0.044864922,-0.374228712,0.622684731,0.121441579,-0.0161974,0.040474093,0.076065639,0.096091094,0.265214365,0.293468587,0.052212076,-3.23E-15,Tumor
GSM153021,9.044549331,8.852980033,0.555507875,0.332551253,1.9481926,0.603099907,-4.178514569,-1.229462024,1.070994095,-0.883431878,1.957014274,2.05636604,-1.809944923,-2.162272374,-1.197291878,1.804188367,0.367485224,-0.580806509,1.455962175,1.080944119,0.800537088,3.879587374,-0.050921943,-0.389984393,-0.567749594,-0.530609407,0.918858819,0.014480309,-0.661695907,1.808709717,-0.584018671,-1.151390579,1.626465025,-0.262569686,1.53223708,-1.417017805,0.343686649,-0.727481813,-1.66092548,-1.590584867,-1.368405889,0.321670057,-0.050593953,-0.038609181,-1.610150607,-2.052689093,0.562484726,-0.496818974,-2.114358254,1.642342666,0.530222007,-0.128286356,0.600931935,0.090096669,1.140610807,0.488355244,0.583095121,-0.647766279,0.481946283,-1.025019835,-0.514284268,-1.403658075,0.255129301,1.190454135,-2.524599681,-1.660094386,-0.694234546,-1.52906724,-0.32733597,-0.369677828,0.484803695,-0.479726874,-0.190571704,0.168909662,-0.468668976,-0.656571826,0.919538811,0.306422314,-1.753647233,-0.180989067,-1.264688133,1.177085562,-0.759728111,1.110061957,1.188553977,0.364177151,-0.762486885,0.685242686,0.600121325,0.07151878,1.431685945,1.705838945,0.271850427,0.540748312,-0.227646061,0.85556458,0.291536757,0.519538742,0.259204543,-0.165096881,-0.361501375,0.209830155,-0.364727728,-0.186401981,-0.987744374,-0.592305442,-0.508696493,-0.271736529,-0.073218447,-0.159254947,-0.856895374,0.0320926,0.364835481,-0.391859205,-0.390994874,0.866076121,-0.307769113,-0.65128974,-0.357919998,0.190814216,1.078532707,-0.197365942,-0.254931392,0.372913819,-0.716242715,0.845741665,-0.101690496,-0.099257864,-0.391940658,-0.641279826,0.837074594,0.444755343,-0.434134645,0.223374323,0.039000236,-0.760492938,-0.531246177,0.033759491,0.368747841,-0.368394349,0.061168346,-0.082046413,-0.261787166,-0.727394547,0.392330937,-0.201510136,-0.09881908,-1.009514352,-0.110653332,0.571917174,0.42423794,0.242852289,0.568109751,0.338114469,-0.298791399,-0.302984522,0.663120461,-0.095425169,0.055571054,-0.026950956,0.471104333,-0.089850187,-0.061988287,-0.117512505,0.048885461,0.160237788,-0.332678858,-9.02E-17,Tumor
